id,Météo,Moment de la journée,État de la route,Espace devant sur voie principale,Vitesse sur voie principale,Distance sur voie principale,Type de véhicule sur voie principale,Besoin du passager,Rôle du véhicule autonome,Type de véhicule suivant,État du véhicule,Distance jusqu'au point de fusion,Vitesse du véhicule
115749,Ensoleillé,Nuit,Mouillé,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Aucun,En approche,10 mètres,50 km/h
115804,Ensoleillé,Nuit,Mouillé,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Aucun,En approche,100 mètres,30 km/h
115822,Ensoleillé,Nuit,Mouillé,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,100 mètres,80 km/h
115835,Ensoleillé,Nuit,Mouillé,20 mètres,100 km/h,200 mètres,Voiture,Urgent (transport médical),Voiture,Aucun,En approche,50 mètres,80 km/h
115989,Ensoleillé,Nuit,Mouillé,20 mètres,100 km/h,200 mètres,Voiture,Pressé (travail/vol),Camion,Aucun,En approche,10 mètres,50 km/h
116018,Ensoleillé,Nuit,Mouillé,20 mètres,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Voiture,Aucun,En approche,10 mètres,80 km/h
116086,Ensoleillé,Nuit,Mouillé,20 mètres,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Camion,Voiture,En approche,50 mètres,50 km/h
116111,Ensoleillé,Nuit,Mouillé,20 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Voiture,Voiture,À l'arrêt,0 mètre,0 km/h
116329,Ensoleillé,Nuit,Mouillé,20 mètres,100 km/h,200 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,10 mètres,50 km/h
116517,Ensoleillé,Nuit,Mouillé,20 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,30 km/h
116638,Ensoleillé,Nuit,Mouillé,20 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,10 mètres,80 km/h
116646,Pluvieux,Jour,Sec,Libre,35 km/h,10 mètres,Voiture,Urgent (transport médical),Voiture,Aucun,En approche,50 mètres,50 km/h
116692,Pluvieux,Jour,Sec,Libre,35 km/h,10 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,80 km/h
116702,Pluvieux,Jour,Sec,Libre,35 km/h,10 mètres,Voiture,Urgent (transport médical),Camion,Aucun,En approche,100 mètres,80 km/h
116753,Pluvieux,Jour,Sec,Libre,35 km/h,10 mètres,Voiture,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,100 mètres,50 km/h
116856,Pluvieux,Jour,Sec,Libre,35 km/h,10 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,50 mètres,50 km/h
116858,Pluvieux,Jour,Sec,Libre,35 km/h,10 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,10 mètres,80 km/h
117056,Pluvieux,Jour,Sec,Libre,35 km/h,10 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,50 km/h
117441,Pluvieux,Jour,Sec,Libre,35 km/h,10 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
117523,Pluvieux,Jour,Sec,Libre,35 km/h,50 mètres,Voiture,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,50 km/h
117664,Pluvieux,Jour,Sec,Libre,35 km/h,50 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,100 mètres,30 km/h
117674,Pluvieux,Jour,Sec,Libre,35 km/h,50 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,100 mètres,30 km/h
117727,Pluvieux,Jour,Sec,Libre,35 km/h,50 mètres,Camion,Urgent (transport médical),Voiture,Aucun,En approche,50 mètres,30 km/h
117734,Pluvieux,Jour,Sec,Libre,35 km/h,50 mètres,Camion,Urgent (transport médical),Voiture,Voiture,En approche,100 mètres,30 km/h
117942,Pluvieux,Jour,Sec,Libre,35 km/h,50 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,100 mètres,80 km/h
118545,Pluvieux,Jour,Sec,Libre,35 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Voiture,En approche,50 mètres,80 km/h
118665,Pluvieux,Jour,Sec,Libre,35 km/h,100 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,50 mètres,80 km/h
118810,Pluvieux,Jour,Sec,Libre,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Aucun,En approche,10 mètres,30 km/h
118815,Pluvieux,Jour,Sec,Libre,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,En approche,50 mètres,80 km/h
118863,Pluvieux,Jour,Sec,Libre,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Aucun,En approche,100 mètres,50 km/h
119062,Pluvieux,Jour,Sec,Libre,35 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,100 mètres,80 km/h
119099,Pluvieux,Jour,Sec,Libre,60 km/h,50 mètres,Voiture,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,10 mètres,50 km/h
119214,Pluvieux,Jour,Sec,Libre,60 km/h,50 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,30 km/h
119254,Pluvieux,Jour,Sec,Libre,60 km/h,50 mètres,Voiture,Pas de besoin particulier,Voiture,Aucun,En approche,100 mètres,30 km/h
119277,Pluvieux,Jour,Sec,Libre,60 km/h,50 mètres,Voiture,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,50 mètres,30 km/h
119525,Pluvieux,Jour,Sec,Libre,60 km/h,50 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,50 mètres,80 km/h
119680,Pluvieux,Jour,Sec,Libre,60 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Aucun,En approche,10 mètres,30 km/h
119767,Pluvieux,Jour,Sec,Libre,60 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Aucun,En approche,50 mètres,30 km/h
119835,Pluvieux,Jour,Sec,Libre,60 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,50 mètres,80 km/h
119988,Pluvieux,Jour,Sec,Libre,60 km/h,100 mètres,Voiture,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,80 km/h
120148,Pluvieux,Jour,Sec,Libre,60 km/h,100 mètres,Voiture,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,10 mètres,80 km/h
120159,Pluvieux,Jour,Sec,Libre,60 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Aucun,En approche,10 mètres,50 km/h
120167,Pluvieux,Jour,Sec,Libre,60 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Voiture,En approche,50 mètres,30 km/h
120193,Pluvieux,Jour,Sec,Libre,60 km/h,100 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,100 mètres,50 km/h
120253,Pluvieux,Jour,Sec,Libre,60 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Voiture,En approche,100 mètres,50 km/h
120832,Pluvieux,Jour,Sec,Libre,60 km/h,150 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,80 km/h
121061,Pluvieux,Jour,Sec,Libre,60 km/h,150 mètres,Camion,Pressé (travail/vol),Voiture,Voiture,À l'arrêt,0 mètre,0 km/h
121441,Pluvieux,Jour,Sec,Libre,60 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Aucun,À l'arrêt,0 mètre,0 km/h
121548,Pluvieux,Jour,Sec,Libre,100 km/h,100 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,10 mètres,80 km/h
121921,Pluvieux,Jour,Sec,Libre,100 km/h,100 mètres,Camion,Pressé (travail/vol),Camion,Aucun,À l'arrêt,0 mètre,0 km/h
122145,Pluvieux,Jour,Sec,Libre,100 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,50 mètres,80 km/h
122158,Pluvieux,Jour,Sec,Libre,100 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,10 mètres,80 km/h
122359,Pluvieux,Jour,Sec,Libre,100 km/h,150 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,10 mètres,50 km/h
122559,Pluvieux,Jour,Sec,Libre,100 km/h,150 mètres,Voiture,Pas de besoin particulier,Camion,Aucun,En approche,10 mètres,50 km/h
122800,Pluvieux,Jour,Sec,Libre,100 km/h,150 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,10 mètres,30 km/h
122827,Pluvieux,Jour,Sec,Libre,100 km/h,150 mètres,Camion,Pas de besoin particulier,Camion,Aucun,En approche,50 mètres,30 km/h
122934,Pluvieux,Jour,Sec,Libre,100 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,100 mètres,30 km/h
123163,Pluvieux,Jour,Sec,Libre,100 km/h,200 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,100 mètres,50 km/h
123176,Pluvieux,Jour,Sec,Libre,100 km/h,200 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,50 km/h
123205,Pluvieux,Jour,Sec,Libre,100 km/h,200 mètres,Voiture,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,50 mètres,80 km/h
123330,Pluvieux,Jour,Sec,Libre,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,10 mètres,30 km/h
123346,Pluvieux,Jour,Sec,Libre,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,50 mètres,50 km/h
123497,Pluvieux,Jour,Sec,Libre,100 km/h,200 mètres,Camion,Pressé (travail/vol),Voiture,Voiture,En approche,50 mètres,30 km/h
123546,Pluvieux,Jour,Sec,Libre,100 km/h,200 mètres,Camion,Pressé (travail/vol),Camion,Aucun,En approche,50 mètres,50 km/h
123641,Pluvieux,Jour,Sec,Libre,100 km/h,200 mètres,Camion,Pas de besoin particulier,Camion,Voiture,À l'arrêt,0 mètre,0 km/h
123877,Pluvieux,Jour,Sec,Libre,100 km/h,200 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,50 mètres,30 km/h
124040,Pluvieux,Jour,Sec,100 mètres,35 km/h,10 mètres,Voiture,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,30 km/h
124304,Pluvieux,Jour,Sec,100 mètres,35 km/h,10 mètres,Camion,Pressé (travail/vol),Voiture,Voiture,En approche,100 mètres,30 km/h
124467,Pluvieux,Jour,Sec,100 mètres,35 km/h,10 mètres,Camion,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,50 mètres,30 km/h
124677,Pluvieux,Jour,Sec,100 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,50 mètres,30 km/h
124770,Pluvieux,Jour,Sec,100 mètres,35 km/h,50 mètres,Voiture,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,10 mètres,30 km/h
124842,Pluvieux,Jour,Sec,100 mètres,35 km/h,50 mètres,Voiture,Pressé (travail/vol),Voiture,Voiture,En approche,100 mètres,80 km/h
124887,Pluvieux,Jour,Sec,100 mètres,35 km/h,50 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,30 km/h
124895,Pluvieux,Jour,Sec,100 mètres,35 km/h,50 mètres,Voiture,Pressé (travail/vol),Camion,Aucun,En approche,50 mètres,80 km/h
125284,Pluvieux,Jour,Sec,100 mètres,35 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Aucun,En approche,100 mètres,30 km/h
125631,Pluvieux,Jour,Sec,100 mètres,35 km/h,100 mètres,Voiture,Urgent (transport médical),Camion,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
125787,Pluvieux,Jour,Sec,100 mètres,35 km/h,100 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,30 km/h
126065,Pluvieux,Jour,Sec,100 mètres,35 km/h,100 mètres,Camion,Pas de besoin particulier,Camion,Aucun,En approche,50 mètres,80 km/h
126179,Pluvieux,Jour,Sec,100 mètres,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,10 mètres,50 km/h
126331,Pluvieux,Jour,Sec,100 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Aucun,À l'arrêt,0 mètre,0 km/h
126716,Pluvieux,Jour,Sec,100 mètres,60 km/h,50 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,50 mètres,50 km/h
126963,Pluvieux,Jour,Sec,100 mètres,60 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Aucun,En approche,100 mètres,50 km/h
127452,Pluvieux,Jour,Sec,100 mètres,60 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Voiture,En approche,100 mètres,80 km/h
127542,Pluvieux,Jour,Sec,100 mètres,60 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Voiture,En approche,100 mètres,80 km/h
127721,Pluvieux,Jour,Sec,100 mètres,60 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,À l'arrêt,0 mètre,0 km/h
127830,Pluvieux,Jour,Sec,100 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,10 mètres,30 km/h
127961,Pluvieux,Jour,Sec,100 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Voiture,À l'arrêt,0 mètre,0 km/h
127982,Pluvieux,Jour,Sec,100 mètres,60 km/h,150 mètres,Voiture,Urgent (transport médical),Voiture,Aucun,En approche,100 mètres,80 km/h
128435,Pluvieux,Jour,Sec,100 mètres,60 km/h,150 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,50 mètres,80 km/h
128438,Pluvieux,Jour,Sec,100 mètres,60 km/h,150 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,10 mètres,80 km/h
128983,Pluvieux,Jour,Sec,100 mètres,100 km/h,100 mètres,Voiture,Pas de besoin particulier,Voiture,Voiture,En approche,100 mètres,50 km/h
129126,Pluvieux,Jour,Sec,100 mètres,100 km/h,100 mètres,Camion,Urgent (transport médical),Camion,Aucun,En approche,50 mètres,50 km/h
129353,Pluvieux,Jour,Sec,100 mètres,100 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,100 mètres,50 km/h
129374,Pluvieux,Jour,Sec,100 mètres,100 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,100 mètres,30 km/h
129560,Pluvieux,Jour,Sec,100 mètres,100 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,10 mètres,30 km/h
129756,Pluvieux,Jour,Sec,100 mètres,100 km/h,150 mètres,Voiture,Pressé (travail/vol),Camion,Aucun,En approche,50 mètres,50 km/h
129931,Pluvieux,Jour,Sec,100 mètres,100 km/h,150 mètres,Camion,Urgent (transport médical),Camion,Aucun,À l'arrêt,0 mètre,0 km/h
130366,Pluvieux,Jour,Sec,100 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,50 mètres,50 km/h
130370,Pluvieux,Jour,Sec,100 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,10 mètres,30 km/h
130451,Pluvieux,Jour,Sec,100 mètres,100 km/h,200 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Voiture,À l'arrêt,0 mètre,0 km/h
130533,Pluvieux,Jour,Sec,100 mètres,100 km/h,200 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,100 mètres,50 km/h
130608,Pluvieux,Jour,Sec,100 mètres,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Voiture,Voiture,En approche,10 mètres,80 km/h
130617,Pluvieux,Jour,Sec,100 mètres,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,50 mètres,30 km/h
130623,Pluvieux,Jour,Sec,100 mètres,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,100 mètres,50 km/h
130632,Pluvieux,Jour,Sec,100 mètres,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,100 mètres,80 km/h
130940,Pluvieux,Jour,Sec,100 mètres,100 km/h,200 mètres,Camion,Pas de besoin particulier,Camion,Voiture,En approche,10 mètres,30 km/h
131167,Pluvieux,Jour,Sec,100 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,50 mètres,30 km/h
131257,Pluvieux,Jour,Sec,50 mètres,35 km/h,10 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,50 mètres,30 km/h
131260,Pluvieux,Jour,Sec,50 mètres,35 km/h,10 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,10 mètres,30 km/h
131396,Pluvieux,Jour,Sec,50 mètres,35 km/h,10 mètres,Voiture,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,50 mètres,50 km/h
131450,Pluvieux,Jour,Sec,50 mètres,35 km/h,10 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,10 mètres,30 km/h
131589,Pluvieux,Jour,Sec,50 mètres,35 km/h,10 mètres,Camion,Pressé (travail/vol),Voiture,Aucun,En approche,10 mètres,50 km/h
131592,Pluvieux,Jour,Sec,50 mètres,35 km/h,10 mètres,Camion,Pressé (travail/vol),Voiture,Voiture,En approche,100 mètres,80 km/h
131715,Pluvieux,Jour,Sec,50 mètres,35 km/h,10 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,50 mètres,80 km/h
131763,Pluvieux,Jour,Sec,50 mètres,35 km/h,10 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Aucun,En approche,100 mètres,50 km/h
131781,Pluvieux,Jour,Sec,50 mètres,35 km/h,10 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
132051,Pluvieux,Jour,Sec,50 mètres,35 km/h,50 mètres,Voiture,Urgent (transport médical),Voiture,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
132577,Pluvieux,Jour,Sec,50 mètres,35 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Aucun,En approche,50 mètres,30 km/h
132936,Pluvieux,Jour,Sec,50 mètres,35 km/h,100 mètres,Voiture,Pressé (travail/vol),Voiture,Aucun,En approche,50 mètres,50 km/h
133039,Pluvieux,Jour,Sec,50 mètres,35 km/h,100 mètres,Voiture,Pas de besoin particulier,Voiture,Voiture,En approche,10 mètres,50 km/h
133074,Pluvieux,Jour,Sec,50 mètres,35 km/h,100 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,30 km/h
133145,Pluvieux,Jour,Sec,50 mètres,35 km/h,100 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,50 mètres,80 km/h
133329,Pluvieux,Jour,Sec,50 mètres,35 km/h,100 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,10 mètres,50 km/h
133334,Pluvieux,Jour,Sec,50 mètres,35 km/h,100 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,100 mètres,30 km/h
133409,Pluvieux,Jour,Sec,50 mètres,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,10 mètres,50 km/h
133505,Pluvieux,Jour,Sec,50 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,50 mètres,80 km/h
133547,Pluvieux,Jour,Sec,50 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Voiture,En approche,50 mètres,30 km/h
133745,Pluvieux,Jour,Sec,50 mètres,60 km/h,50 mètres,Voiture,Pressé (travail/vol),Voiture,Aucun,En approche,50 mètres,80 km/h
133807,Pluvieux,Jour,Sec,50 mètres,60 km/h,50 mètres,Voiture,Pressé (travail/vol),Camion,Aucun,En approche,50 mètres,30 km/h
134014,Pluvieux,Jour,Sec,50 mètres,60 km/h,50 mètres,Camion,Pressé (travail/vol),Voiture,Aucun,En approche,100 mètres,30 km/h
134326,Pluvieux,Jour,Sec,50 mètres,60 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,50 mètres,50 km/h
134541,Pluvieux,Jour,Sec,50 mètres,60 km/h,100 mètres,Voiture,Urgent (transport médical),Camion,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
134853,Pluvieux,Jour,Sec,50 mètres,60 km/h,100 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,100 mètres,50 km/h
135105,Pluvieux,Jour,Sec,50 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,50 mètres,80 km/h
135496,Pluvieux,Jour,Sec,50 mètres,60 km/h,150 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,50 mètres,50 km/h
135944,Pluvieux,Jour,Sec,50 mètres,60 km/h,150 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,100 mètres,30 km/h
136091,Pluvieux,Jour,Sec,50 mètres,100 km/h,100 mètres,Voiture,Urgent (transport médical),Voiture,Voiture,À l'arrêt,0 mètre,0 km/h
136606,Pluvieux,Jour,Sec,50 mètres,100 km/h,100 mètres,Camion,Pas de besoin particulier,Camion,Voiture,En approche,50 mètres,50 km/h
136624,Pluvieux,Jour,Sec,50 mètres,100 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Aucun,En approche,100 mètres,30 km/h
136670,Pluvieux,Jour,Sec,50 mètres,100 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,10 mètres,30 km/h
136730,Pluvieux,Jour,Sec,50 mètres,100 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,30 km/h
136848,Pluvieux,Jour,Sec,50 mètres,100 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,10 mètres,80 km/h
136973,Pluvieux,Jour,Sec,50 mètres,100 km/h,150 mètres,Voiture,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,100 mètres,50 km/h
137152,Pluvieux,Jour,Sec,50 mètres,100 km/h,150 mètres,Voiture,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,100 mètres,80 km/h
137155,Pluvieux,Jour,Sec,50 mètres,100 km/h,150 mètres,Voiture,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,50 mètres,80 km/h
137186,Pluvieux,Jour,Sec,50 mètres,100 km/h,150 mètres,Camion,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,50 mètres,50 km/h
137619,Pluvieux,Jour,Sec,50 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Aucun,En approche,10 mètres,50 km/h
137723,Pluvieux,Jour,Sec,50 mètres,100 km/h,200 mètres,Voiture,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,100 mètres,50 km/h
137764,Pluvieux,Jour,Sec,50 mètres,100 km/h,200 mètres,Voiture,Urgent (transport médical),Camion,Aucun,En approche,100 mètres,30 km/h
137964,Pluvieux,Jour,Sec,50 mètres,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,100 mètres,30 km/h
138011,Pluvieux,Jour,Sec,50 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Voiture,À l'arrêt,0 mètre,0 km/h
138034,Pluvieux,Jour,Sec,50 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Camion,Aucun,En approche,100 mètres,30 km/h
138053,Pluvieux,Jour,Sec,50 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,100 mètres,50 km/h
138135,Pluvieux,Jour,Sec,50 mètres,100 km/h,200 mètres,Camion,Pressé (travail/vol),Camion,Voiture,En approche,50 mètres,80 km/h
138222,Pluvieux,Jour,Sec,50 mètres,100 km/h,200 mètres,Camion,Pas de besoin particulier,Camion,Voiture,En approche,100 mètres,80 km/h
138390,Pluvieux,Jour,Sec,50 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,30 km/h
138418,Pluvieux,Jour,Sec,50 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,10 mètres,80 km/h
138617,Pluvieux,Jour,Sec,20 mètres,35 km/h,10 mètres,Voiture,Pressé (travail/vol),Voiture,Voiture,En approche,50 mètres,30 km/h
138662,Pluvieux,Jour,Sec,20 mètres,35 km/h,10 mètres,Voiture,Pressé (travail/vol),Camion,Aucun,En approche,100 mètres,80 km/h
138681,Pluvieux,Jour,Sec,20 mètres,35 km/h,10 mètres,Voiture,Pressé (travail/vol),Camion,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
138788,Pluvieux,Jour,Sec,20 mètres,35 km/h,10 mètres,Camion,Urgent (transport médical),Voiture,Aucun,En approche,10 mètres,80 km/h
138937,Pluvieux,Jour,Sec,20 mètres,35 km/h,10 mètres,Camion,Pressé (travail/vol),Camion,Aucun,En approche,50 mètres,30 km/h
138957,Pluvieux,Jour,Sec,20 mètres,35 km/h,10 mètres,Camion,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,50 mètres,30 km/h
139027,Pluvieux,Jour,Sec,20 mètres,35 km/h,10 mètres,Camion,Pas de besoin particulier,Camion,Aucun,En approche,50 mètres,30 km/h
139177,Pluvieux,Jour,Sec,20 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,50 mètres,30 km/h
139254,Pluvieux,Jour,Sec,20 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,100 mètres,30 km/h
139307,Pluvieux,Jour,Sec,20 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Voiture,En approche,50 mètres,30 km/h
139315,Pluvieux,Jour,Sec,20 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,50 mètres,80 km/h
