id,天气,时间,路况,主车道前方空隙,主车道车速,主车道车距,主车道车辆类型,乘客需求,本车角色,后车类型,本车状态,本车距合流点距离,本车速度
116858,雨天,白天,干燥,畅通,35公里/小时,10米,普通轿车,无特别需求,应急车辆,无,接近中,10米,80公里/小时
117056,雨天,白天,干燥,畅通,35公里/小时,10米,卡车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,50米,50公里/小时
117441,雨天,白天,干燥,畅通,35公里/小时,10米,应急车辆,无特别需求,卡车,应急车辆,静止,0米,0公里/小时
117523,雨天,白天,干燥,畅通,35公里/小时,50米,普通轿车,紧急（送医）,卡车,普通轿车,接近中,100米,50公里/小时
117664,雨天,白天,干燥,畅通,35公里/小时,50米,普通轿车,无特别需求,应急车辆,无,接近中,100米,30公里/小时
117674,雨天,白天,干燥,畅通,35公里/小时,50米,普通轿车,无特别需求,应急车辆,普通轿车,接近中,100米,30公里/小时
117727,雨天,白天,干燥,畅通,35公里/小时,50米,卡车,紧急（送医）,普通轿车,无,接近中,50米,30公里/小时
117734,雨天,白天,干燥,畅通,35公里/小时,50米,卡车,紧急（送医）,普通轿车,普通轿车,接近中,100米,30公里/小时
117942,雨天,白天,干燥,畅通,35公里/小时,50米,卡车,无特别需求,应急车辆,普通轿车,接近中,100米,80公里/小时
118545,雨天,白天,干燥,畅通,35公里/小时,100米,卡车,紧急（送医）,普通轿车,普通轿车,接近中,50米,80公里/小时
118665,雨天,白天,干燥,畅通,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,50米,80公里/小时
118810,雨天,白天,干燥,畅通,35公里/小时,100米,应急车辆,紧急（送医）,普通轿车,无,接近中,10米,30公里/小时
118815,雨天,白天,干燥,畅通,35公里/小时,100米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,50米,80公里/小时
118863,雨天,白天,干燥,畅通,35公里/小时,100米,应急车辆,紧急（送医）,卡车,无,接近中,100米,50公里/小时
119062,雨天,白天,干燥,畅通,35公里/小时,100米,应急车辆,无特别需求,卡车,应急车辆,接近中,100米,80公里/小时
119099,雨天,白天,干燥,畅通,60公里/小时,50米,普通轿车,紧急（送医）,普通轿车,应急车辆,接近中,10米,50公里/小时
119214,雨天,白天,干燥,畅通,60公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,100米,30公里/小时
119254,雨天,白天,干燥,畅通,60公里/小时,50米,普通轿车,无特别需求,普通轿车,无,接近中,100米,30公里/小时
119277,雨天,白天,干燥,畅通,60公里/小时,50米,普通轿车,无特别需求,普通轿车,应急车辆,接近中,50米,30公里/小时
119525,雨天,白天,干燥,畅通,60公里/小时,50米,卡车,无特别需求,普通轿车,无,接近中,50米,80公里/小时
119680,雨天,白天,干燥,畅通,60公里/小时,50米,应急车辆,紧急（送医）,卡车,无,接近中,10米,30公里/小时
119767,雨天,白天,干燥,畅通,60公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,卡车,无,接近中,50米,30公里/小时
119835,雨天,白天,干燥,畅通,60公里/小时,50米,应急车辆,无特别需求,应急车辆,普通轿车,接近中,50米,80公里/小时
119988,雨天,白天,干燥,畅通,60公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,80公里/小时
120148,雨天,白天,干燥,畅通,60公里/小时,100米,普通轿车,无特别需求,卡车,应急车辆,接近中,10米,80公里/小时
120159,雨天,白天,干燥,畅通,60公里/小时,100米,卡车,紧急（送医）,普通轿车,无,接近中,10米,50公里/小时
120167,雨天,白天,干燥,畅通,60公里/小时,100米,卡车,紧急（送医）,普通轿车,普通轿车,接近中,50米,30公里/小时
120193,雨天,白天,干燥,畅通,60公里/小时,100米,卡车,紧急（送医）,应急车辆,普通轿车,接近中,100米,50公里/小时
120253,雨天,白天,干燥,畅通,60公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,100米,50公里/小时
120832,雨天,白天,干燥,畅通,60公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,100米,80公里/小时
121061,雨天,白天,干燥,畅通,60公里/小时,150米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,静止,0米,0公里/小时
121441,雨天,白天,干燥,畅通,60公里/小时,150米,应急车辆,无特别需求,应急车辆,无,静止,0米,0公里/小时
121548,雨天,白天,干燥,畅通,100公里/小时,100米,普通轿车,紧急（送医）,应急车辆,普通轿车,接近中,10米,80公里/小时
121921,雨天,白天,干燥,畅通,100公里/小时,100米,卡车,赶时间（通勤/赶飞机）,卡车,无,静止,0米,0公里/小时
122145,雨天,白天,干燥,畅通,100公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,50米,80公里/小时
122158,雨天,白天,干燥,畅通,100公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,10米,80公里/小时
122359,雨天,白天,干燥,畅通,100公里/小时,150米,普通轿车,紧急（送医）,应急车辆,普通轿车,接近中,10米,50公里/小时
122559,雨天,白天,干燥,畅通,100公里/小时,150米,普通轿车,无特别需求,卡车,无,接近中,10米,50公里/小时
122800,雨天,白天,干燥,畅通,100公里/小时,150米,卡车,无特别需求,应急车辆,无,接近中,10米,30公里/小时
122827,雨天,白天,干燥,畅通,100公里/小时,150米,卡车,无特别需求,卡车,无,接近中,50米,30公里/小时
122934,雨天,白天,干燥,畅通,100公里/小时,150米,应急车辆,紧急（送医）,卡车,应急车辆,接近中,100米,30公里/小时
123163,雨天,白天,干燥,畅通,100公里/小时,200米,普通轿车,紧急（送医）,应急车辆,普通轿车,接近中,100米,50公里/小时
123176,雨天,白天,干燥,畅通,100公里/小时,200米,普通轿车,紧急（送医）,应急车辆,应急车辆,接近中,50米,50公里/小时
123205,雨天,白天,干燥,畅通,100公里/小时,200米,普通轿车,紧急（送医）,卡车,应急车辆,接近中,50米,80公里/小时
123330,雨天,白天,干燥,畅通,100公里/小时,200米,普通轿车,无特别需求,普通轿车,应急车辆,接近中,10米,30公里/小时
123346,雨天,白天,干燥,畅通,100公里/小时,200米,普通轿车,无特别需求,应急车辆,普通轿车,接近中,50米,50公里/小时
123497,雨天,白天,干燥,畅通,100公里/小时,200米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,50米,30公里/小时
123546,雨天,白天,干燥,畅通,100公里/小时,200米,卡车,赶时间（通勤/赶飞机）,卡车,无,接近中,50米,50公里/小时
123641,雨天,白天,干燥,畅通,100公里/小时,200米,卡车,无特别需求,卡车,普通轿车,静止,0米,0公里/小时
123877,雨天,白天,干燥,畅通,100公里/小时,200米,应急车辆,无特别需求,应急车辆,无,接近中,50米,30公里/小时
124040,雨天,白天,干燥,100米,35公里/小时,10米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,30公里/小时
124304,雨天,白天,干燥,100米,35公里/小时,10米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,100米,30公里/小时
124467,雨天,白天,干燥,100米,35公里/小时,10米,卡车,无特别需求,卡车,应急车辆,接近中,50米,30公里/小时
124677,雨天,白天,干燥,100米,35公里/小时,10米,应急车辆,无特别需求,普通轿车,应急车辆,接近中,50米,30公里/小时
124770,雨天,白天,干燥,100米,35公里/小时,50米,普通轿车,紧急（送医）,普通轿车,应急车辆,接近中,10米,30公里/小时
124842,雨天,白天,干燥,100米,35公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,100米,80公里/小时
124887,雨天,白天,干燥,100米,35公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,50米,30公里/小时
124895,雨天,白天,干燥,100米,35公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,卡车,无,接近中,50米,80公里/小时
125284,雨天,白天,干燥,100米,35公里/小时,50米,应急车辆,紧急（送医）,普通轿车,无,接近中,100米,30公里/小时
125631,雨天,白天,干燥,100米,35公里/小时,100米,普通轿车,紧急（送医）,卡车,应急车辆,静止,0米,0公里/小时
125787,雨天,白天,干燥,100米,35公里/小时,100米,普通轿车,无特别需求,应急车辆,应急车辆,接近中,50米,30公里/小时
126065,雨天,白天,干燥,100米,35公里/小时,100米,卡车,无特别需求,卡车,无,接近中,50米,80公里/小时
126179,雨天,白天,干燥,100米,35公里/小时,100米,应急车辆,紧急（送医）,卡车,应急车辆,接近中,10米,50公里/小时
126331,雨天,白天,干燥,100米,35公里/小时,100米,应急车辆,无特别需求,卡车,无,静止,0米,0公里/小时
126716,雨天,白天,干燥,100米,60公里/小时,50米,卡车,紧急（送医）,卡车,应急车辆,接近中,50米,50公里/小时
126963,雨天,白天,干燥,100米,60公里/小时,50米,应急车辆,紧急（送医）,卡车,无,接近中,100米,50公里/小时
127452,雨天,白天,干燥,100米,60公里/小时,100米,卡车,紧急（送医）,普通轿车,普通轿车,接近中,100米,80公里/小时
127542,雨天,白天,干燥,100米,60公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,100米,80公里/小时
127721,雨天,白天,干燥,100米,60公里/小时,100米,应急车辆,紧急（送医）,普通轿车,普通轿车,静止,0米,0公里/小时
127830,雨天,白天,干燥,100米,60公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,10米,30公里/小时
127961,雨天,白天,干燥,100米,60公里/小时,100米,应急车辆,无特别需求,卡车,普通轿车,静止,0米,0公里/小时
127982,雨天,白天,干燥,100米,60公里/小时,150米,普通轿车,紧急（送医）,普通轿车,无,接近中,100米,80公里/小时
128435,雨天,白天,干燥,100米,60公里/小时,150米,卡车,无特别需求,普通轿车,无,接近中,50米,80公里/小时
128438,雨天,白天,干燥,100米,60公里/小时,150米,卡车,无特别需求,普通轿车,无,接近中,10米,80公里/小时
128983,雨天,白天,干燥,100米,100公里/小时,100米,普通轿车,无特别需求,普通轿车,普通轿车,接近中,100米,50公里/小时
129126,雨天,白天,干燥,100米,100公里/小时,100米,卡车,紧急（送医）,卡车,无,接近中,50米,50公里/小时
129353,雨天,白天,干燥,100米,100公里/小时,100米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,100米,50公里/小时
129374,雨天,白天,干燥,100米,100公里/小时,100米,应急车辆,紧急（送医）,应急车辆,普通轿车,接近中,100米,30公里/小时
129560,雨天,白天,干燥,100米,100公里/小时,100米,应急车辆,无特别需求,应急车辆,普通轿车,接近中,10米,30公里/小时
129756,雨天,白天,干燥,100米,100公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,卡车,无,接近中,50米,50公里/小时
129931,雨天,白天,干燥,100米,100公里/小时,150米,卡车,紧急（送医）,卡车,无,静止,0米,0公里/小时
130366,雨天,白天,干燥,100米,100公里/小时,150米,应急车辆,无特别需求,应急车辆,普通轿车,接近中,50米,50公里/小时
130370,雨天,白天,干燥,100米,100公里/小时,150米,应急车辆,无特别需求,应急车辆,普通轿车,接近中,10米,30公里/小时
130451,雨天,白天,干燥,100米,100公里/小时,200米,普通轿车,紧急（送医）,应急车辆,普通轿车,静止,0米,0公里/小时
130533,雨天,白天,干燥,100米,100公里/小时,200米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,无,接近中,100米,50公里/小时
130608,雨天,白天,干燥,100米,100公里/小时,200米,普通轿车,无特别需求,普通轿车,普通轿车,接近中,10米,80公里/小时
130617,雨天,白天,干燥,100米,100公里/小时,200米,普通轿车,无特别需求,普通轿车,应急车辆,接近中,50米,30公里/小时
130623,雨天,白天,干燥,100米,100公里/小时,200米,普通轿车,无特别需求,应急车辆,无,接近中,100米,50公里/小时
130632,雨天,白天,干燥,100米,100公里/小时,200米,普通轿车,无特别需求,应急车辆,普通轿车,接近中,100米,80公里/小时
130940,雨天,白天,干燥,100米,100公里/小时,200米,卡车,无特别需求,卡车,普通轿车,接近中,10米,30公里/小时
131167,雨天,白天,干燥,100米,100公里/小时,200米,应急车辆,无特别需求,应急车辆,无,接近中,50米,30公里/小时
131257,雨天,白天,干燥,50米,35公里/小时,10米,普通轿车,紧急（送医）,应急车辆,无,接近中,50米,30公里/小时
131260,雨天,白天,干燥,50米,35公里/小时,10米,普通轿车,紧急（送医）,应急车辆,无,接近中,10米,30公里/小时
131396,雨天,白天,干燥,50米,35公里/小时,10米,普通轿车,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,50米,50公里/小时
131450,雨天,白天,干燥,50米,35公里/小时,10米,普通轿车,无特别需求,应急车辆,普通轿车,接近中,10米,30公里/小时
131589,雨天,白天,干燥,50米,35公里/小时,10米,卡车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,10米,50公里/小时
131592,雨天,白天,干燥,50米,35公里/小时,10米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,100米,80公里/小时
131715,雨天,白天,干燥,50米,35公里/小时,10米,卡车,无特别需求,应急车辆,普通轿车,接近中,50米,80公里/小时
131763,雨天,白天,干燥,50米,35公里/小时,10米,应急车辆,紧急（送医）,普通轿车,无,接近中,100米,50公里/小时
131781,雨天,白天,干燥,50米,35公里/小时,10米,应急车辆,紧急（送医）,普通轿车,应急车辆,静止,0米,0公里/小时
132051,雨天,白天,干燥,50米,35公里/小时,50米,普通轿车,紧急（送医）,普通轿车,应急车辆,静止,0米,0公里/小时
132577,雨天,白天,干燥,50米,35公里/小时,50米,应急车辆,紧急（送医）,普通轿车,无,接近中,50米,30公里/小时
132936,雨天,白天,干燥,50米,35公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,50米,50公里/小时
133039,雨天,白天,干燥,50米,35公里/小时,100米,普通轿车,无特别需求,普通轿车,普通轿车,接近中,10米,50公里/小时
133074,雨天,白天,干燥,50米,35公里/小时,100米,普通轿车,无特别需求,应急车辆,应急车辆,接近中,100米,30公里/小时
133145,雨天,白天,干燥,50米,35公里/小时,100米,卡车,紧急（送医）,应急车辆,无,接近中,50米,80公里/小时
133329,雨天,白天,干燥,50米,35公里/小时,100米,卡车,无特别需求,应急车辆,无,接近中,10米,50公里/小时
133334,雨天,白天,干燥,50米,35公里/小时,100米,卡车,无特别需求,应急车辆,普通轿车,接近中,100米,30公里/小时
133409,雨天,白天,干燥,50米,35公里/小时,100米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,10米,50公里/小时
133505,雨天,白天,干燥,50米,35公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,无,接近中,50米,80公里/小时
133547,雨天,白天,干燥,50米,35公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,50米,30公里/小时
133745,雨天,白天,干燥,50米,60公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,50米,80公里/小时
133807,雨天,白天,干燥,50米,60公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,卡车,无,接近中,50米,30公里/小时
134014,雨天,白天,干燥,50米,60公里/小时,50米,卡车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,100米,30公里/小时
134326,雨天,白天,干燥,50米,60公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,50米,50公里/小时
134541,雨天,白天,干燥,50米,60公里/小时,100米,普通轿车,紧急（送医）,卡车,应急车辆,静止,0米,0公里/小时
134853,雨天,白天,干燥,50米,60公里/小时,100米,卡车,赶时间（通勤/赶飞机）,应急车辆,无,接近中,100米,50公里/小时
135105,雨天,白天,干燥,50米,60公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,50米,80公里/小时
135496,雨天,白天,干燥,50米,60公里/小时,150米,普通轿车,无特别需求,应急车辆,普通轿车,接近中,50米,50公里/小时
135944,雨天,白天,干燥,50米,60公里/小时,150米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,100米,30公里/小时
136091,雨天,白天,干燥,50米,100公里/小时,100米,普通轿车,紧急（送医）,普通轿车,普通轿车,静止,0米,0公里/小时
136606,雨天,白天,干燥,50米,100公里/小时,100米,卡车,无特别需求,卡车,普通轿车,接近中,50米,50公里/小时
136624,雨天,白天,干燥,50米,100公里/小时,100米,应急车辆,紧急（送医）,普通轿车,无,接近中,100米,30公里/小时
136670,雨天,白天,干燥,50米,100公里/小时,100米,应急车辆,紧急（送医）,应急车辆,普通轿车,接近中,10米,30公里/小时
136730,雨天,白天,干燥,50米,100公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,30公里/小时
136848,雨天,白天,干燥,50米,100公里/小时,100米,应急车辆,无特别需求,应急车辆,普通轿车,接近中,10米,80公里/小时
136973,雨天,白天,干燥,50米,100公里/小时,150米,普通轿车,紧急（送医）,卡车,应急车辆,接近中,100米,50公里/小时
137152,雨天,白天,干燥,50米,100公里/小时,150米,普通轿车,无特别需求,卡车,应急车辆,接近中,100米,80公里/小时
137155,雨天,白天,干燥,50米,100公里/小时,150米,普通轿车,无特别需求,卡车,应急车辆,接近中,50米,80公里/小时
137186,雨天,白天,干燥,50米,100公里/小时,150米,卡车,紧急（送医）,普通轿车,应急车辆,接近中,50米,50公里/小时
137619,雨天,白天,干燥,50米,100公里/小时,150米,应急车辆,无特别需求,普通轿车,无,接近中,10米,50公里/小时
137723,雨天,白天,干燥,50米,100公里/小时,200米,普通轿车,紧急（送医）,普通轿车,应急车辆,接近中,100米,50公里/小时
137764,雨天,白天,干燥,50米,100公里/小时,200米,普通轿车,紧急（送医）,卡车,无,接近中,100米,30公里/小时
137964,雨天,白天,干燥,50米,100公里/小时,200米,普通轿车,无特别需求,卡车,应急车辆,接近中,100米,30公里/小时
138011,雨天,白天,干燥,50米,100公里/小时,200米,卡车,紧急（送医）,应急车辆,普通轿车,静止,0米,0公里/小时
138034,雨天,白天,干燥,50米,100公里/小时,200米,卡车,紧急（送医）,卡车,无,接近中,100米,30公里/小时
138053,雨天,白天,干燥,50米,100公里/小时,200米,卡车,紧急（送医）,卡车,应急车辆,接近中,100米,50公里/小时
138135,雨天,白天,干燥,50米,100公里/小时,200米,卡车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,50米,80公里/小时
138222,雨天,白天,干燥,50米,100公里/小时,200米,卡车,无特别需求,卡车,普通轿车,接近中,100米,80公里/小时
138390,雨天,白天,干燥,50米,100公里/小时,200米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,10米,30公里/小时
138418,雨天,白天,干燥,50米,100公里/小时,200米,应急车辆,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,10米,80公里/小时
138617,雨天,白天,干燥,20米,35公里/小时,10米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,50米,30公里/小时
138662,雨天,白天,干燥,20米,35公里/小时,10米,普通轿车,赶时间（通勤/赶飞机）,卡车,无,接近中,100米,80公里/小时
138681,雨天,白天,干燥,20米,35公里/小时,10米,普通轿车,赶时间（通勤/赶飞机）,卡车,应急车辆,静止,0米,0公里/小时
138788,雨天,白天,干燥,20米,35公里/小时,10米,卡车,紧急（送医）,普通轿车,无,接近中,10米,80公里/小时
138937,雨天,白天,干燥,20米,35公里/小时,10米,卡车,赶时间（通勤/赶飞机）,卡车,无,接近中,50米,30公里/小时
138957,雨天,白天,干燥,20米,35公里/小时,10米,卡车,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,50米,30公里/小时
139027,雨天,白天,干燥,20米,35公里/小时,10米,卡车,无特别需求,卡车,无,接近中,50米,30公里/小时
139177,雨天,白天,干燥,20米,35公里/小时,10米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,无,接近中,50米,30公里/小时
139254,雨天,白天,干燥,20米,35公里/小时,10米,应急车辆,无特别需求,普通轿车,应急车辆,接近中,100米,30公里/小时
139307,雨天,白天,干燥,20米,35公里/小时,10米,应急车辆,无特别需求,卡车,普通轿车,接近中,50米,30公里/小时
139315,雨天,白天,干燥,20米,35公里/小时,10米,应急车辆,无特别需求,卡车,应急车辆,接近中,50米,80公里/小时
139354,雨天,白天,干燥,20米,35公里/小时,50米,普通轿车,紧急（送医）,应急车辆,无,接近中,100米,30公里/小时
139390,雨天,白天,干燥,20米,35公里/小时,50米,普通轿车,紧急（送医）,卡车,无,接近中,10米,30公里/小时
139585,雨天,白天,干燥,20米,35公里/小时,50米,普通轿车,无特别需求,卡车,应急车辆,接近中,50米,80公里/小时
139637,雨天,白天,干燥,20米,35公里/小时,50米,卡车,紧急（送医）,应急车辆,普通轿车,接近中,50米,30公里/小时
139665,雨天,白天,干燥,20米,35公里/小时,50米,卡车,紧急（送医）,卡车,普通轿车,接近中,50米,80公里/小时
140056,雨天,白天,干燥,20米,35公里/小时,50米,应急车辆,无特别需求,普通轿车,普通轿车,接近中,50米,50公里/小时
140069,雨天,白天,干燥,20米,35公里/小时,50米,应急车辆,无特别需求,普通轿车,应急车辆,接近中,10米,50公里/小时
140484,雨天,白天,干燥,20米,35公里/小时,100米,卡车,紧急（送医）,卡车,应急车辆,接近中,100米,30公里/小时
140659,雨天,白天,干燥,20米,35公里/小时,100米,卡车,无特别需求,卡车,普通轿车,接近中,10米,50公里/小时
140696,雨天,白天,干燥,20米,35公里/小时,100米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,50米,50公里/小时
140739,雨天,白天,干燥,20米,35公里/小时,100米,应急车辆,紧急（送医）,卡车,无,接近中,10米,50公里/小时
140757,雨天,白天,干燥,20米,35公里/小时,100米,应急车辆,紧急（送医）,卡车,应急车辆,接近中,50米,30公里/小时
140759,雨天,白天,干燥,20米,35公里/小时,100米,应急车辆,紧急（送医）,卡车,应急车辆,接近中,10米,50公里/小时
140812,雨天,白天,干燥,20米,35公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,100米,80公里/小时
140931,雨天,白天,干燥,20米,35公里/小时,100米,应急车辆,无特别需求,卡车,应急车辆,静止,0米,0公里/小时
141018,雨天,白天,干燥,20米,60公里/小时,50米,普通轿车,紧急（送医）,卡车,普通轿车,接近中,10米,80公里/小时
141151,雨天,白天,干燥,20米,60公里/小时,50米,普通轿车,无特别需求,应急车辆,无,静止,0米,0公里/小时
141506,雨天,白天,干燥,20米,60公里/小时,50米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,50米,50公里/小时
141552,雨天,白天,干燥,20米,60公里/小时,50米,应急车辆,紧急（送医）,卡车,普通轿车,接近中,100米,80公里/小时
141576,雨天,白天,干燥,20米,60公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,无,接近中,50米,50公里/小时
141940,雨天,白天,干燥,20米,60公里/小时,100米,普通轿车,无特别需求,普通轿车,无,接近中,10米,30公里/小时
141943,雨天,白天,干燥,20米,60公里/小时,100米,普通轿车,无特别需求,普通轿车,普通轿车,接近中,100米,50公里/小时
141970,雨天,白天,干燥,20米,60公里/小时,100米,普通轿车,无特别需求,应急车辆,无,接近中,10米,30公里/小时
142089,雨天,白天,干燥,20米,60公里/小时,100米,卡车,紧急（送医）,卡车,无,接近中,10米,50公里/小时
142135,雨天,白天,干燥,20米,60公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,50米,80公里/小时
142538,雨天,白天,干燥,20米,60公里/小时,100米,应急车辆,无特别需求,卡车,无,接近中,10米,80公里/小时
142975,雨天,白天,干燥,20米,60公里/小时,150米,卡车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,50米,80公里/小时
143113,雨天,白天,干燥,20米,60公里/小时,150米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,100米,50公里/小时
143179,雨天,白天,干燥,20米,60公里/小时,150米,应急车辆,紧急（送医）,卡车,普通轿车,接近中,10米,50公里/小时
143445,雨天,白天,干燥,20米,100公里/小时,100米,普通轿车,紧急（送医）,卡车,普通轿车,接近中,50米,80公里/小时
143551,雨天,白天,干燥,20米,100公里/小时,100米,普通轿车,无特别需求,普通轿车,无,静止,0米,0公里/小时
143559,雨天,白天,干燥,20米,100公里/小时,100米,普通轿车,无特别需求,普通轿车,无,接近中,10米,50公里/小时
143667,雨天,白天,干燥,20米,100公里/小时,100米,卡车,紧急（送医）,普通轿车,应急车辆,接近中,50米,30公里/小时
143754,雨天,白天,干燥,20米,100公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,100米,30公里/小时
144146,雨天,白天,干燥,20米,100公里/小时,100米,应急车辆,无特别需求,应急车辆,应急车辆,接近中,50米,50公里/小时
144363,雨天,白天,干燥,20米,100公里/小时,150米,普通轿车,无特别需求,普通轿车,无,接近中,100米,50公里/小时
144808,雨天,白天,干燥,20米,100公里/小时,150米,应急车辆,紧急（送医）,卡车,应急车辆,接近中,10米,80公里/小时
144898,雨天,白天,干燥,20米,100公里/小时,150米,应急车辆,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,10米,80公里/小时
145224,雨天,白天,干燥,20米,100公里/小时,200米,普通轿车,无特别需求,应急车辆,应急车辆,接近中,100米,30公里/小时
145326,雨天,白天,干燥,20米,100公里/小时,200米,卡车,紧急（送医）,卡车,无,接近中,50米,50公里/小时
145346,雨天,白天,干燥,20米,100公里/小时,200米,卡车,紧急（送医）,卡车,应急车辆,接近中,50米,50公里/小时
145354,雨天,白天,干燥,20米,100公里/小时,200米,卡车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,100米,30公里/小时
146467,雨天,白天,湿滑,畅通,35公里/小时,10米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,无,接近中,50米,30公里/小时
146600,雨天,白天,湿滑,畅通,35公里/小时,10米,应急车辆,无特别需求,卡车,普通轿车,接近中,10米,30公里/小时
146882,雨天,白天,湿滑,畅通,35公里/小时,50米,卡车,紧急（送医）,普通轿车,无,接近中,100米,80公里/小时
146967,雨天,白天,湿滑,畅通,35公里/小时,50米,卡车,紧急（送医）,卡车,应急车辆,接近中,50米,30公里/小时
147063,雨天,白天,湿滑,畅通,35公里/小时,50米,卡车,无特别需求,普通轿车,无,接近中,100米,50公里/小时
147241,雨天,白天,湿滑,畅通,35公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,无,静止,0米,0公里/小时
147315,雨天,白天,湿滑,畅通,35公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,50米,80公里/小时
147828,雨天,白天,湿滑,畅通,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,10米,80公里/小时
147859,雨天,白天,湿滑,畅通,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,10米,50公里/小时
147996,雨天,白天,湿滑,畅通,35公里/小时,100米,应急车辆,紧急（送医）,应急车辆,无,接近中,50米,50公里/小时
148243,雨天,白天,湿滑,畅通,60公里/小时,50米,普通轿车,紧急（送医）,普通轿车,普通轿车,接近中,100米,50公里/小时
148366,雨天,白天,湿滑,畅通,60公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,50米,50公里/小时
148403,雨天,白天,湿滑,畅通,60公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,100米,50公里/小时
148492,雨天,白天,湿滑,畅通,60公里/小时,50米,普通轿车,无特别需求,卡车,应急车辆,接近中,100米,80公里/小时
148719,雨天,白天,湿滑,畅通,60公里/小时,50米,卡车,无特别需求,应急车辆,无,接近中,10米,50公里/小时
148808,雨天,白天,湿滑,畅通,60公里/小时,50米,应急车辆,紧急（送医）,应急车辆,无,接近中,10米,80公里/小时
