id,weather,time,road_condition,mainstream_front_space,mainstream_vehicle_speed,mainstream_gap,mainstream_vehicle_type,occupant_requirement,ego_role,following_vehicle,ego_state,ego_distance,ego_velocity
112680,sunny,night,wet,20m,60km/h,100m,normal car,urgent (to hospital),truck,emergency vehicle,approaching,10m,30km/h
113015,sunny,night,wet,20m,60km/h,100m,truck,hurry (commute or flight),truck,none,approaching,50m,80km/h
113280,sunny,night,wet,20m,60km/h,100m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,10m,30km/h
113396,sunny,night,wet,20m,60km/h,100m,emergency vehicle,none,truck,emergency vehicle,approaching,50m,50km/h
113563,sunny,night,wet,20m,60km/h,150m,normal car,hurry (commute or flight),truck,normal car,approaching,100m,50km/h
113836,sunny,night,wet,20m,60km/h,150m,truck,hurry (commute or flight),truck,normal car,approaching,50m,50km/h
113953,sunny,night,wet,20m,60km/h,150m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,100m,50km/h
114044,sunny,night,wet,20m,60km/h,150m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,100m,30km/h
114394,sunny,night,wet,20m,100km/h,100m,normal car,none,normal car,none,approaching,100m,30km/h
114634,sunny,night,wet,20m,100km/h,100m,truck,hurry (commute or flight),truck,none,approaching,100m,30km/h
114745,sunny,night,wet,20m,100km/h,100m,truck,none,truck,emergency vehicle,approaching,50m,80km/h
114979,sunny,night,wet,20m,100km/h,100m,emergency vehicle,none,emergency vehicle,normal car,approaching,10m,50km/h
115223,sunny,night,wet,20m,100km/h,150m,normal car,none,normal car,emergency vehicle,approaching,100m,50km/h
115292,sunny,night,wet,20m,100km/h,150m,truck,urgent (to hospital),normal car,none,approaching,100m,80km/h
115312,sunny,night,wet,20m,100km/h,150m,truck,urgent (to hospital),normal car,emergency vehicle,approaching,100m,80km/h
115543,sunny,night,wet,20m,100km/h,150m,truck,none,truck,normal car,approaching,100m,50km/h
115563,sunny,night,wet,20m,100km/h,150m,emergency vehicle,urgent (to hospital),normal car,none,approaching,100m,50km/h
115603,sunny,night,wet,20m,100km/h,150m,emergency vehicle,urgent (to hospital),emergency vehicle,normal car,approaching,100m,50km/h
115608,sunny,night,wet,20m,100km/h,150m,emergency vehicle,urgent (to hospital),emergency vehicle,normal car,approaching,10m,80km/h
115628,sunny,night,wet,20m,100km/h,150m,emergency vehicle,urgent (to hospital),truck,none,approaching,10m,80km/h
115654,sunny,night,wet,20m,100km/h,150m,emergency vehicle,hurry (commute or flight),normal car,none,approaching,100m,30km/h
115657,sunny,night,wet,20m,100km/h,150m,emergency vehicle,hurry (commute or flight),normal car,none,approaching,50m,30km/h
115749,sunny,night,wet,20m,100km/h,150m,emergency vehicle,none,normal car,none,approaching,10m,50km/h
115804,sunny,night,wet,20m,100km/h,150m,emergency vehicle,none,truck,none,approaching,100m,30km/h
115822,sunny,night,wet,20m,100km/h,150m,emergency vehicle,none,truck,emergency vehicle,approaching,100m,80km/h
115835,sunny,night,wet,20m,100km/h,200m,normal car,urgent (to hospital),normal car,none,approaching,50m,80km/h
115989,sunny,night,wet,20m,100km/h,200m,normal car,hurry (commute or flight),truck,none,approaching,10m,50km/h
116018,sunny,night,wet,20m,100km/h,200m,normal car,none,normal car,none,approaching,10m,80km/h
116086,sunny,night,wet,20m,100km/h,200m,normal car,none,truck,normal car,approaching,50m,50km/h
116111,sunny,night,wet,20m,100km/h,200m,truck,urgent (to hospital),normal car,normal car,stopping,0m,0km/h
116329,sunny,night,wet,20m,100km/h,200m,truck,none,emergency vehicle,normal car,approaching,10m,50km/h
116517,sunny,night,wet,20m,100km/h,200m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,50m,30km/h
116638,sunny,night,wet,20m,100km/h,200m,emergency vehicle,none,truck,emergency vehicle,approaching,10m,80km/h
116646,rainy,day,dry,free,35km/h,10m,normal car,urgent (to hospital),normal car,none,approaching,50m,50km/h
116692,rainy,day,dry,free,35km/h,10m,normal car,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,100m,80km/h
116702,rainy,day,dry,free,35km/h,10m,normal car,urgent (to hospital),truck,none,approaching,100m,80km/h
116753,rainy,day,dry,free,35km/h,10m,normal car,hurry (commute or flight),normal car,emergency vehicle,approaching,100m,50km/h
116856,rainy,day,dry,free,35km/h,10m,normal car,none,emergency vehicle,none,approaching,50m,50km/h
116858,rainy,day,dry,free,35km/h,10m,normal car,none,emergency vehicle,none,approaching,10m,80km/h
117056,rainy,day,dry,free,35km/h,10m,truck,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,50m,50km/h
117441,rainy,day,dry,free,35km/h,10m,emergency vehicle,none,truck,emergency vehicle,stopping,0m,0km/h
117523,rainy,day,dry,free,35km/h,50m,normal car,urgent (to hospital),truck,normal car,approaching,100m,50km/h
117664,rainy,day,dry,free,35km/h,50m,normal car,none,emergency vehicle,none,approaching,100m,30km/h
117674,rainy,day,dry,free,35km/h,50m,normal car,none,emergency vehicle,normal car,approaching,100m,30km/h
117727,rainy,day,dry,free,35km/h,50m,truck,urgent (to hospital),normal car,none,approaching,50m,30km/h
117734,rainy,day,dry,free,35km/h,50m,truck,urgent (to hospital),normal car,normal car,approaching,100m,30km/h
117942,rainy,day,dry,free,35km/h,50m,truck,none,emergency vehicle,normal car,approaching,100m,80km/h
118545,rainy,day,dry,free,35km/h,100m,truck,urgent (to hospital),normal car,normal car,approaching,50m,80km/h
118665,rainy,day,dry,free,35km/h,100m,truck,hurry (commute or flight),emergency vehicle,normal car,approaching,50m,80km/h
118810,rainy,day,dry,free,35km/h,100m,emergency vehicle,urgent (to hospital),normal car,none,approaching,10m,30km/h
118815,rainy,day,dry,free,35km/h,100m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,50m,80km/h
118863,rainy,day,dry,free,35km/h,100m,emergency vehicle,urgent (to hospital),truck,none,approaching,100m,50km/h
119062,rainy,day,dry,free,35km/h,100m,emergency vehicle,none,truck,emergency vehicle,approaching,100m,80km/h
119099,rainy,day,dry,free,60km/h,50m,normal car,urgent (to hospital),normal car,emergency vehicle,approaching,10m,50km/h
119214,rainy,day,dry,free,60km/h,50m,normal car,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,100m,30km/h
119254,rainy,day,dry,free,60km/h,50m,normal car,none,normal car,none,approaching,100m,30km/h
119277,rainy,day,dry,free,60km/h,50m,normal car,none,normal car,emergency vehicle,approaching,50m,30km/h
119525,rainy,day,dry,free,60km/h,50m,truck,none,normal car,none,approaching,50m,80km/h
119680,rainy,day,dry,free,60km/h,50m,emergency vehicle,urgent (to hospital),truck,none,approaching,10m,30km/h
119767,rainy,day,dry,free,60km/h,50m,emergency vehicle,hurry (commute or flight),truck,none,approaching,50m,30km/h
119835,rainy,day,dry,free,60km/h,50m,emergency vehicle,none,emergency vehicle,normal car,approaching,50m,80km/h
119988,rainy,day,dry,free,60km/h,100m,normal car,hurry (commute or flight),normal car,normal car,approaching,10m,80km/h
120148,rainy,day,dry,free,60km/h,100m,normal car,none,truck,emergency vehicle,approaching,10m,80km/h
120159,rainy,day,dry,free,60km/h,100m,truck,urgent (to hospital),normal car,none,approaching,10m,50km/h
120167,rainy,day,dry,free,60km/h,100m,truck,urgent (to hospital),normal car,normal car,approaching,50m,30km/h
120193,rainy,day,dry,free,60km/h,100m,truck,urgent (to hospital),emergency vehicle,normal car,approaching,100m,50km/h
120253,rainy,day,dry,free,60km/h,100m,truck,hurry (commute or flight),normal car,normal car,approaching,100m,50km/h
120832,rainy,day,dry,free,60km/h,150m,normal car,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,100m,80km/h
121061,rainy,day,dry,free,60km/h,150m,truck,hurry (commute or flight),normal car,normal car,stopping,0m,0km/h
121441,rainy,day,dry,free,60km/h,150m,emergency vehicle,none,emergency vehicle,none,stopping,0m,0km/h
121548,rainy,day,dry,free,100km/h,100m,normal car,urgent (to hospital),emergency vehicle,normal car,approaching,10m,80km/h
121921,rainy,day,dry,free,100km/h,100m,truck,hurry (commute or flight),truck,none,stopping,0m,0km/h
122145,rainy,day,dry,free,100km/h,100m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,50m,80km/h
122158,rainy,day,dry,free,100km/h,100m,emergency vehicle,hurry (commute or flight),normal car,emergency vehicle,approaching,10m,80km/h
122359,rainy,day,dry,free,100km/h,150m,normal car,urgent (to hospital),emergency vehicle,normal car,approaching,10m,50km/h
122559,rainy,day,dry,free,100km/h,150m,normal car,none,truck,none,approaching,10m,50km/h
122800,rainy,day,dry,free,100km/h,150m,truck,none,emergency vehicle,none,approaching,10m,30km/h
122827,rainy,day,dry,free,100km/h,150m,truck,none,truck,none,approaching,50m,30km/h
122934,rainy,day,dry,free,100km/h,150m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,approaching,100m,30km/h
123163,rainy,day,dry,free,100km/h,200m,normal car,urgent (to hospital),emergency vehicle,normal car,approaching,100m,50km/h
123176,rainy,day,dry,free,100km/h,200m,normal car,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,50m,50km/h
123205,rainy,day,dry,free,100km/h,200m,normal car,urgent (to hospital),truck,emergency vehicle,approaching,50m,80km/h
123330,rainy,day,dry,free,100km/h,200m,normal car,none,normal car,emergency vehicle,approaching,10m,30km/h
123346,rainy,day,dry,free,100km/h,200m,normal car,none,emergency vehicle,normal car,approaching,50m,50km/h
123497,rainy,day,dry,free,100km/h,200m,truck,hurry (commute or flight),normal car,normal car,approaching,50m,30km/h
123546,rainy,day,dry,free,100km/h,200m,truck,hurry (commute or flight),truck,none,approaching,50m,50km/h
123641,rainy,day,dry,free,100km/h,200m,truck,none,truck,normal car,stopping,0m,0km/h
123877,rainy,day,dry,free,100km/h,200m,emergency vehicle,none,emergency vehicle,none,approaching,50m,30km/h
124040,rainy,day,dry,100m,35km/h,10m,normal car,hurry (commute or flight),normal car,normal car,approaching,10m,30km/h
124304,rainy,day,dry,100m,35km/h,10m,truck,hurry (commute or flight),normal car,normal car,approaching,100m,30km/h
124467,rainy,day,dry,100m,35km/h,10m,truck,none,truck,emergency vehicle,approaching,50m,30km/h
124677,rainy,day,dry,100m,35km/h,10m,emergency vehicle,none,normal car,emergency vehicle,approaching,50m,30km/h
124770,rainy,day,dry,100m,35km/h,50m,normal car,urgent (to hospital),normal car,emergency vehicle,approaching,10m,30km/h
124842,rainy,day,dry,100m,35km/h,50m,normal car,hurry (commute or flight),normal car,normal car,approaching,100m,80km/h
124887,rainy,day,dry,100m,35km/h,50m,normal car,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,50m,30km/h
124895,rainy,day,dry,100m,35km/h,50m,normal car,hurry (commute or flight),truck,none,approaching,50m,80km/h
125284,rainy,day,dry,100m,35km/h,50m,emergency vehicle,urgent (to hospital),normal car,none,approaching,100m,30km/h
125631,rainy,day,dry,100m,35km/h,100m,normal car,urgent (to hospital),truck,emergency vehicle,stopping,0m,0km/h
125787,rainy,day,dry,100m,35km/h,100m,normal car,none,emergency vehicle,emergency vehicle,approaching,50m,30km/h
126065,rainy,day,dry,100m,35km/h,100m,truck,none,truck,none,approaching,50m,80km/h
126179,rainy,day,dry,100m,35km/h,100m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,approaching,10m,50km/h
126331,rainy,day,dry,100m,35km/h,100m,emergency vehicle,none,truck,none,stopping,0m,0km/h
126716,rainy,day,dry,100m,60km/h,50m,truck,urgent (to hospital),truck,emergency vehicle,approaching,50m,50km/h
126963,rainy,day,dry,100m,60km/h,50m,emergency vehicle,urgent (to hospital),truck,none,approaching,100m,50km/h
127452,rainy,day,dry,100m,60km/h,100m,truck,urgent (to hospital),normal car,normal car,approaching,100m,80km/h
127542,rainy,day,dry,100m,60km/h,100m,truck,hurry (commute or flight),normal car,normal car,approaching,100m,80km/h
127721,rainy,day,dry,100m,60km/h,100m,emergency vehicle,urgent (to hospital),normal car,normal car,stopping,0m,0km/h
127830,rainy,day,dry,100m,60km/h,100m,emergency vehicle,hurry (commute or flight),normal car,emergency vehicle,approaching,10m,30km/h
127961,rainy,day,dry,100m,60km/h,100m,emergency vehicle,none,truck,normal car,stopping,0m,0km/h
127982,rainy,day,dry,100m,60km/h,150m,normal car,urgent (to hospital),normal car,none,approaching,100m,80km/h
128435,rainy,day,dry,100m,60km/h,150m,truck,none,normal car,none,approaching,50m,80km/h
128438,rainy,day,dry,100m,60km/h,150m,truck,none,normal car,none,approaching,10m,80km/h
128983,rainy,day,dry,100m,100km/h,100m,normal car,none,normal car,normal car,approaching,100m,50km/h
129126,rainy,day,dry,100m,100km/h,100m,truck,urgent (to hospital),truck,none,approaching,50m,50km/h
129353,rainy,day,dry,100m,100km/h,100m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,100m,50km/h
129374,rainy,day,dry,100m,100km/h,100m,emergency vehicle,urgent (to hospital),emergency vehicle,normal car,approaching,100m,30km/h
129560,rainy,day,dry,100m,100km/h,100m,emergency vehicle,none,emergency vehicle,normal car,approaching,10m,30km/h
129756,rainy,day,dry,100m,100km/h,150m,normal car,hurry (commute or flight),truck,none,approaching,50m,50km/h
129931,rainy,day,dry,100m,100km/h,150m,truck,urgent (to hospital),truck,none,stopping,0m,0km/h
130366,rainy,day,dry,100m,100km/h,150m,emergency vehicle,none,emergency vehicle,normal car,approaching,50m,50km/h
130370,rainy,day,dry,100m,100km/h,150m,emergency vehicle,none,emergency vehicle,normal car,approaching,10m,30km/h
130451,rainy,day,dry,100m,100km/h,200m,normal car,urgent (to hospital),emergency vehicle,normal car,stopping,0m,0km/h
130533,rainy,day,dry,100m,100km/h,200m,normal car,hurry (commute or flight),emergency vehicle,none,approaching,100m,50km/h
130608,rainy,day,dry,100m,100km/h,200m,normal car,none,normal car,normal car,approaching,10m,80km/h
130617,rainy,day,dry,100m,100km/h,200m,normal car,none,normal car,emergency vehicle,approaching,50m,30km/h
130623,rainy,day,dry,100m,100km/h,200m,normal car,none,emergency vehicle,none,approaching,100m,50km/h
130632,rainy,day,dry,100m,100km/h,200m,normal car,none,emergency vehicle,normal car,approaching,100m,80km/h
130940,rainy,day,dry,100m,100km/h,200m,truck,none,truck,normal car,approaching,10m,30km/h
131167,rainy,day,dry,100m,100km/h,200m,emergency vehicle,none,emergency vehicle,none,approaching,50m,30km/h
131257,rainy,day,dry,50m,35km/h,10m,normal car,urgent (to hospital),emergency vehicle,none,approaching,50m,30km/h
131260,rainy,day,dry,50m,35km/h,10m,normal car,urgent (to hospital),emergency vehicle,none,approaching,10m,30km/h
131396,rainy,day,dry,50m,35km/h,10m,normal car,hurry (commute or flight),truck,emergency vehicle,approaching,50m,50km/h
131450,rainy,day,dry,50m,35km/h,10m,normal car,none,emergency vehicle,normal car,approaching,10m,30km/h
131589,rainy,day,dry,50m,35km/h,10m,truck,hurry (commute or flight),normal car,none,approaching,10m,50km/h
131592,rainy,day,dry,50m,35km/h,10m,truck,hurry (commute or flight),normal car,normal car,approaching,100m,80km/h
131715,rainy,day,dry,50m,35km/h,10m,truck,none,emergency vehicle,normal car,approaching,50m,80km/h
131763,rainy,day,dry,50m,35km/h,10m,emergency vehicle,urgent (to hospital),normal car,none,approaching,100m,50km/h
131781,rainy,day,dry,50m,35km/h,10m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,stopping,0m,0km/h
132051,rainy,day,dry,50m,35km/h,50m,normal car,urgent (to hospital),normal car,emergency vehicle,stopping,0m,0km/h
132577,rainy,day,dry,50m,35km/h,50m,emergency vehicle,urgent (to hospital),normal car,none,approaching,50m,30km/h
132936,rainy,day,dry,50m,35km/h,100m,normal car,hurry (commute or flight),normal car,none,approaching,50m,50km/h
133039,rainy,day,dry,50m,35km/h,100m,normal car,none,normal car,normal car,approaching,10m,50km/h
133074,rainy,day,dry,50m,35km/h,100m,normal car,none,emergency vehicle,emergency vehicle,approaching,100m,30km/h
133145,rainy,day,dry,50m,35km/h,100m,truck,urgent (to hospital),emergency vehicle,none,approaching,50m,80km/h
133329,rainy,day,dry,50m,35km/h,100m,truck,none,emergency vehicle,none,approaching,10m,50km/h
133334,rainy,day,dry,50m,35km/h,100m,truck,none,emergency vehicle,normal car,approaching,100m,30km/h
133409,rainy,day,dry,50m,35km/h,100m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,10m,50km/h
133505,rainy,day,dry,50m,35km/h,100m,emergency vehicle,hurry (commute or flight),emergency vehicle,none,approaching,50m,80km/h
133547,rainy,day,dry,50m,35km/h,100m,emergency vehicle,hurry (commute or flight),truck,normal car,approaching,50m,30km/h
133745,rainy,day,dry,50m,60km/h,50m,normal car,hurry (commute or flight),normal car,none,approaching,50m,80km/h
133807,rainy,day,dry,50m,60km/h,50m,normal car,hurry (commute or flight),truck,none,approaching,50m,30km/h
134014,rainy,day,dry,50m,60km/h,50m,truck,hurry (commute or flight),normal car,none,approaching,100m,30km/h
134326,rainy,day,dry,50m,60km/h,50m,emergency vehicle,hurry (commute or flight),emergency vehicle,normal car,approaching,50m,50km/h
134541,rainy,day,dry,50m,60km/h,100m,normal car,urgent (to hospital),truck,emergency vehicle,stopping,0m,0km/h
134853,rainy,day,dry,50m,60km/h,100m,truck,hurry (commute or flight),emergency vehicle,none,approaching,100m,50km/h
135105,rainy,day,dry,50m,60km/h,100m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,50m,80km/h
135496,rainy,day,dry,50m,60km/h,150m,normal car,none,emergency vehicle,normal car,approaching,50m,50km/h
135944,rainy,day,dry,50m,60km/h,150m,emergency vehicle,hurry (commute or flight),emergency vehicle,normal car,approaching,100m,30km/h
136091,rainy,day,dry,50m,100km/h,100m,normal car,urgent (to hospital),normal car,normal car,stopping,0m,0km/h
136606,rainy,day,dry,50m,100km/h,100m,truck,none,truck,normal car,approaching,50m,50km/h
136624,rainy,day,dry,50m,100km/h,100m,emergency vehicle,urgent (to hospital),normal car,none,approaching,100m,30km/h
136670,rainy,day,dry,50m,100km/h,100m,emergency vehicle,urgent (to hospital),emergency vehicle,normal car,approaching,10m,30km/h
136730,rainy,day,dry,50m,100km/h,100m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,10m,30km/h
136848,rainy,day,dry,50m,100km/h,100m,emergency vehicle,none,emergency vehicle,normal car,approaching,10m,80km/h
136973,rainy,day,dry,50m,100km/h,150m,normal car,urgent (to hospital),truck,emergency vehicle,approaching,100m,50km/h
137152,rainy,day,dry,50m,100km/h,150m,normal car,none,truck,emergency vehicle,approaching,100m,80km/h
137155,rainy,day,dry,50m,100km/h,150m,normal car,none,truck,emergency vehicle,approaching,50m,80km/h
137186,rainy,day,dry,50m,100km/h,150m,truck,urgent (to hospital),normal car,emergency vehicle,approaching,50m,50km/h
137619,rainy,day,dry,50m,100km/h,150m,emergency vehicle,none,normal car,none,approaching,10m,50km/h
137723,rainy,day,dry,50m,100km/h,200m,normal car,urgent (to hospital),normal car,emergency vehicle,approaching,100m,50km/h
137764,rainy,day,dry,50m,100km/h,200m,normal car,urgent (to hospital),truck,none,approaching,100m,30km/h
137964,rainy,day,dry,50m,100km/h,200m,normal car,none,truck,emergency vehicle,approaching,100m,30km/h
138011,rainy,day,dry,50m,100km/h,200m,truck,urgent (to hospital),emergency vehicle,normal car,stopping,0m,0km/h
138034,rainy,day,dry,50m,100km/h,200m,truck,urgent (to hospital),truck,none,approaching,100m,30km/h
138053,rainy,day,dry,50m,100km/h,200m,truck,urgent (to hospital),truck,emergency vehicle,approaching,100m,50km/h
138135,rainy,day,dry,50m,100km/h,200m,truck,hurry (commute or flight),truck,normal car,approaching,50m,80km/h
138222,rainy,day,dry,50m,100km/h,200m,truck,none,truck,normal car,approaching,100m,80km/h
138390,rainy,day,dry,50m,100km/h,200m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,10m,30km/h
138418,rainy,day,dry,50m,100km/h,200m,emergency vehicle,hurry (commute or flight),truck,emergency vehicle,approaching,10m,80km/h
138617,rainy,day,dry,20m,35km/h,10m,normal car,hurry (commute or flight),normal car,normal car,approaching,50m,30km/h
138662,rainy,day,dry,20m,35km/h,10m,normal car,hurry (commute or flight),truck,none,approaching,100m,80km/h
138681,rainy,day,dry,20m,35km/h,10m,normal car,hurry (commute or flight),truck,emergency vehicle,stopping,0m,0km/h
138788,rainy,day,dry,20m,35km/h,10m,truck,urgent (to hospital),normal car,none,approaching,10m,80km/h
138937,rainy,day,dry,20m,35km/h,10m,truck,hurry (commute or flight),truck,none,approaching,50m,30km/h
138957,rainy,day,dry,20m,35km/h,10m,truck,hurry (commute or flight),truck,emergency vehicle,approaching,50m,30km/h
139027,rainy,day,dry,20m,35km/h,10m,truck,none,truck,none,approaching,50m,30km/h
139177,rainy,day,dry,20m,35km/h,10m,emergency vehicle,hurry (commute or flight),emergency vehicle,none,approaching,50m,30km/h
139254,rainy,day,dry,20m,35km/h,10m,emergency vehicle,none,normal car,emergency vehicle,approaching,100m,30km/h
139307,rainy,day,dry,20m,35km/h,10m,emergency vehicle,none,truck,normal car,approaching,50m,30km/h
139315,rainy,day,dry,20m,35km/h,10m,emergency vehicle,none,truck,emergency vehicle,approaching,50m,80km/h
139354,rainy,day,dry,20m,35km/h,50m,normal car,urgent (to hospital),emergency vehicle,none,approaching,100m,30km/h
139390,rainy,day,dry,20m,35km/h,50m,normal car,urgent (to hospital),truck,none,approaching,10m,30km/h
139585,rainy,day,dry,20m,35km/h,50m,normal car,none,truck,emergency vehicle,approaching,50m,80km/h
139637,rainy,day,dry,20m,35km/h,50m,truck,urgent (to hospital),emergency vehicle,normal car,approaching,50m,30km/h
139665,rainy,day,dry,20m,35km/h,50m,truck,urgent (to hospital),truck,normal car,approaching,50m,80km/h
140056,rainy,day,dry,20m,35km/h,50m,emergency vehicle,none,normal car,normal car,approaching,50m,50km/h
140069,rainy,day,dry,20m,35km/h,50m,emergency vehicle,none,normal car,emergency vehicle,approaching,10m,50km/h
140484,rainy,day,dry,20m,35km/h,100m,truck,urgent (to hospital),truck,emergency vehicle,approaching,100m,30km/h
140659,rainy,day,dry,20m,35km/h,100m,truck,none,truck,normal car,approaching,10m,50km/h
140696,rainy,day,dry,20m,35km/h,100m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,50m,50km/h
140739,rainy,day,dry,20m,35km/h,100m,emergency vehicle,urgent (to hospital),truck,none,approaching,10m,50km/h
140757,rainy,day,dry,20m,35km/h,100m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,approaching,50m,30km/h
140759,rainy,day,dry,20m,35km/h,100m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,approaching,10m,50km/h
140812,rainy,day,dry,20m,35km/h,100m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,100m,80km/h
140931,rainy,day,dry,20m,35km/h,100m,emergency vehicle,none,truck,emergency vehicle,stopping,0m,0km/h
141018,rainy,day,dry,20m,60km/h,50m,normal car,urgent (to hospital),truck,normal car,approaching,10m,80km/h
141151,rainy,day,dry,20m,60km/h,50m,normal car,none,emergency vehicle,none,stopping,0m,0km/h
141506,rainy,day,dry,20m,60km/h,50m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,50m,50km/h
141552,rainy,day,dry,20m,60km/h,50m,emergency vehicle,urgent (to hospital),truck,normal car,approaching,100m,80km/h
141576,rainy,day,dry,20m,60km/h,50m,emergency vehicle,hurry (commute or flight),normal car,none,approaching,50m,50km/h
141940,rainy,day,dry,20m,60km/h,100m,normal car,none,normal car,none,approaching,10m,30km/h
141943,rainy,day,dry,20m,60km/h,100m,normal car,none,normal car,normal car,approaching,100m,50km/h
141970,rainy,day,dry,20m,60km/h,100m,normal car,none,emergency vehicle,none,approaching,10m,30km/h
142089,rainy,day,dry,20m,60km/h,100m,truck,urgent (to hospital),truck,none,approaching,10m,50km/h
142135,rainy,day,dry,20m,60km/h,100m,truck,hurry (commute or flight),normal car,emergency vehicle,approaching,50m,80km/h
142538,rainy,day,dry,20m,60km/h,100m,emergency vehicle,none,truck,none,approaching,10m,80km/h
142975,rainy,day,dry,20m,60km/h,150m,truck,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,50m,80km/h
143113,rainy,day,dry,20m,60km/h,150m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,100m,50km/h
143179,rainy,day,dry,20m,60km/h,150m,emergency vehicle,urgent (to hospital),truck,normal car,approaching,10m,50km/h
143445,rainy,day,dry,20m,100km/h,100m,normal car,urgent (to hospital),truck,normal car,approaching,50m,80km/h
143551,rainy,day,dry,20m,100km/h,100m,normal car,none,normal car,none,stopping,0m,0km/h
143559,rainy,day,dry,20m,100km/h,100m,normal car,none,normal car,none,approaching,10m,50km/h
143667,rainy,day,dry,20m,100km/h,100m,truck,urgent (to hospital),normal car,emergency vehicle,approaching,50m,30km/h
143754,rainy,day,dry,20m,100km/h,100m,truck,hurry (commute or flight),normal car,emergency vehicle,approaching,100m,30km/h
144146,rainy,day,dry,20m,100km/h,100m,emergency vehicle,none,emergency vehicle,emergency vehicle,approaching,50m,50km/h
144363,rainy,day,dry,20m,100km/h,150m,normal car,none,normal car,none,approaching,100m,50km/h
144808,rainy,day,dry,20m,100km/h,150m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,approaching,10m,80km/h
144898,rainy,day,dry,20m,100km/h,150m,emergency vehicle,hurry (commute or flight),truck,emergency vehicle,approaching,10m,80km/h
145224,rainy,day,dry,20m,100km/h,200m,normal car,none,emergency vehicle,emergency vehicle,approaching,100m,30km/h
145326,rainy,day,dry,20m,100km/h,200m,truck,urgent (to hospital),truck,none,approaching,50m,50km/h
145346,rainy,day,dry,20m,100km/h,200m,truck,urgent (to hospital),truck,emergency vehicle,approaching,50m,50km/h
145354,rainy,day,dry,20m,100km/h,200m,truck,hurry (commute or flight),normal car,none,approaching,100m,30km/h
146467,rainy,day,wet,free,35km/h,10m,emergency vehicle,hurry (commute or flight),emergency vehicle,none,approaching,50m,30km/h
146600,rainy,day,wet,free,35km/h,10m,emergency vehicle,none,truck,normal car,approaching,10m,30km/h
146882,rainy,day,wet,free,35km/h,50m,truck,urgent (to hospital),normal car,none,approaching,100m,80km/h
146967,rainy,day,wet,free,35km/h,50m,truck,urgent (to hospital),truck,emergency vehicle,approaching,50m,30km/h
147063,rainy,day,wet,free,35km/h,50m,truck,none,normal car,none,approaching,100m,50km/h
147241,rainy,day,wet,free,35km/h,50m,emergency vehicle,hurry (commute or flight),normal car,none,stopping,0m,0km/h
147315,rainy,day,wet,free,35km/h,50m,emergency vehicle,hurry (commute or flight),truck,normal car,approaching,50m,80km/h
147828,rainy,day,wet,free,35km/h,100m,truck,hurry (commute or flight),emergency vehicle,normal car,approaching,10m,80km/h
147859,rainy,day,wet,free,35km/h,100m,truck,hurry (commute or flight),truck,normal car,approaching,10m,50km/h
147996,rainy,day,wet,free,35km/h,100m,emergency vehicle,urgent (to hospital),emergency vehicle,none,approaching,50m,50km/h
148243,rainy,day,wet,free,60km/h,50m,normal car,urgent (to hospital),normal car,normal car,approaching,100m,50km/h
148366,rainy,day,wet,free,60km/h,50m,normal car,hurry (commute or flight),emergency vehicle,normal car,approaching,50m,50km/h
148403,rainy,day,wet,free,60km/h,50m,normal car,hurry (commute or flight),truck,emergency vehicle,approaching,100m,50km/h
148492,rainy,day,wet,free,60km/h,50m,normal car,none,truck,emergency vehicle,approaching,100m,80km/h
148719,rainy,day,wet,free,60km/h,50m,truck,none,emergency vehicle,none,approaching,10m,50km/h
148808,rainy,day,wet,free,60km/h,50m,emergency vehicle,urgent (to hospital),emergency vehicle,none,approaching,10m,80km/h
