id,Météo,Moment de la journée,État de la route,Type de piéton,Comportement du piéton,Action du piéton,Rôle du véhicule ego,Besoin du passager,Distance au piéton,Vitesse du véhicule ego
6722,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
6723,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
6724,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
6725,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
6726,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
6727,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),10m,25km/h
6728,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),50m,25km/h
6729,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,25km/h
6730,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),10m,50km/h
6731,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),50m,50km/h
6732,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,50km/h
6733,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,voiture normale,aucun,10m,25km/h
6734,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,voiture normale,aucun,50m,25km/h
6735,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,voiture normale,aucun,100m,25km/h
6736,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,voiture normale,aucun,10m,50km/h
6737,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,voiture normale,aucun,50m,50km/h
6738,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,voiture normale,aucun,100m,50km/h
6739,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,10m,25km/h
6740,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,50m,25km/h
6741,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,25km/h
6742,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,10m,50km/h
6743,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,50m,50km/h
6744,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,50km/h
6745,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,aucun,10m,25km/h
6746,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,aucun,50m,25km/h
6747,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,aucun,100m,25km/h
6748,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,aucun,10m,50km/h
6749,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,aucun,50m,50km/h
6750,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,aucun,100m,50km/h
6751,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,25km/h
6752,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),50m,25km/h
6753,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),100m,25km/h
6754,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
6755,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
6756,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
6757,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
6758,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
6759,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
6760,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
6761,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
6762,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
6763,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),10m,25km/h
6764,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),50m,25km/h
6765,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,25km/h
6766,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),10m,50km/h
6767,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),50m,50km/h
6768,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,50km/h
6769,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
6770,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),50m,25km/h
6771,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
6772,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),10m,50km/h
6773,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
6774,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
6775,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
6776,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
6777,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
6778,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
6779,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
6780,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
6781,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),10m,25km/h
6782,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,25km/h
6783,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,25km/h
6784,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),10m,50km/h
6785,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,50km/h
6786,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,50km/h
6787,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,10m,25km/h
6788,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,25km/h
6789,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,25km/h
6790,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,10m,50km/h
6791,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,50km/h
6792,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,50km/h
6793,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,10m,25km/h
6794,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,25km/h
6795,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,100m,25km/h
6796,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,10m,50km/h
6797,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,50km/h
6798,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,100m,50km/h
6799,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,25km/h
6800,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,25km/h
6801,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,100m,25km/h
6802,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,50km/h
6803,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,50km/h
6804,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,100m,50km/h
6805,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),10m,25km/h
6806,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),50m,25km/h
6807,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),100m,25km/h
6808,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),10m,50km/h
6809,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),50m,50km/h
6810,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),100m,50km/h
6811,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
6812,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
6813,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
6814,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
6815,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
6816,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
6817,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),10m,25km/h
6818,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),50m,25km/h
6819,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),100m,25km/h
6820,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),10m,50km/h
6821,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),50m,50km/h
6822,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),100m,50km/h
6823,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),10m,25km/h
6824,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),50m,25km/h
6825,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),100m,25km/h
6826,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),10m,50km/h
6827,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),50m,50km/h
6828,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),100m,50km/h
6829,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
6830,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
6831,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
6832,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
6833,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
6834,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
6835,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),10m,25km/h
6836,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),50m,25km/h
6837,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),100m,25km/h
6838,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),10m,50km/h
6839,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),50m,50km/h
6840,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),100m,50km/h
6841,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,aucun,10m,25km/h
6842,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,aucun,50m,25km/h
6843,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,aucun,100m,25km/h
6844,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,aucun,10m,50km/h
6845,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,aucun,50m,50km/h
6846,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,aucun,100m,50km/h
6847,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,10m,25km/h
6848,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,50m,25km/h
6849,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,100m,25km/h
6850,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,10m,50km/h
6851,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,50m,50km/h
6852,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,100m,50km/h
6853,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,aucun,10m,25km/h
6854,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,aucun,50m,25km/h
6855,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,aucun,100m,25km/h
6856,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,aucun,10m,50km/h
6857,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,aucun,50m,50km/h
6858,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,aucun,100m,50km/h
6859,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,25km/h
6860,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),50m,25km/h
6861,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,25km/h
6862,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
6863,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
6864,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
6865,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
6866,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
6867,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
6868,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
6869,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
6870,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
6871,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,25km/h
6872,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),50m,25km/h
6873,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),100m,25km/h
6874,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,50km/h
6875,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),50m,50km/h
6876,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),100m,50km/h
6877,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
6878,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,25km/h
6879,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
6880,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,50km/h
6881,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
6882,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
6883,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
6884,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
6885,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
6886,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
6887,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
6888,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
6889,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),10m,25km/h
6890,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),50m,25km/h
6891,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,25km/h
6892,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),10m,50km/h
6893,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),50m,50km/h
6894,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,50km/h
6895,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,10m,25km/h
6896,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,50m,25km/h
6897,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,100m,25km/h
6898,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,10m,50km/h
6899,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,50m,50km/h
6900,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,100m,50km/h
6901,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,10m,25km/h
6902,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,50m,25km/h
6903,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,25km/h
6904,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,10m,50km/h
6905,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,50m,50km/h
6906,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,50km/h
6907,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,10m,25km/h
6908,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,50m,25km/h
6909,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,100m,25km/h
6910,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,10m,50km/h
6911,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,50m,50km/h
6912,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,100m,50km/h
6913,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,25km/h
6914,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),50m,25km/h
6915,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),100m,25km/h
6916,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
6917,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
6918,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
