id,Météo,Moment de la journée,État de la route,Type de piéton,Comportement du piéton,Action du piéton,Rôle du véhicule ego,Besoin du passager,Distance au piéton,Vitesse du véhicule ego
9469,ensoleillé,nuit,mouillé,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
9474,ensoleillé,nuit,mouillé,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
9483,ensoleillé,nuit,mouillé,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,25km/h
9516,ensoleillé,nuit,mouillé,étudiant universitaire,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
9548,ensoleillé,nuit,mouillé,étudiant universitaire,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,25km/h
9618,ensoleillé,nuit,mouillé,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
9619,ensoleillé,nuit,mouillé,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
9623,ensoleillé,nuit,mouillé,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
9640,ensoleillé,nuit,mouillé,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
9646,ensoleillé,nuit,mouillé,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),10m,50km/h
9653,ensoleillé,nuit,mouillé,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,voiture normale,aucun,50m,50km/h
9660,ensoleillé,nuit,mouillé,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,50km/h
9682,ensoleillé,nuit,mouillé,étudiant universitaire,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),10m,50km/h
9694,ensoleillé,nuit,mouillé,étudiant universitaire,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
9699,ensoleillé,nuit,mouillé,étudiant universitaire,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,25km/h
9705,ensoleillé,nuit,mouillé,étudiant universitaire,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,25km/h
9718,ensoleillé,nuit,mouillé,étudiant universitaire,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,50km/h
9721,pluvieux,jour,sec,enfant,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),10m,25km/h
9724,pluvieux,jour,sec,enfant,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),10m,50km/h
9726,pluvieux,jour,sec,enfant,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),100m,50km/h
9768,pluvieux,jour,sec,enfant,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,100m,50km/h
9777,pluvieux,jour,sec,enfant,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,25km/h
9779,pluvieux,jour,sec,enfant,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
9782,pluvieux,jour,sec,enfant,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
9787,pluvieux,jour,sec,enfant,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,25km/h
9801,pluvieux,jour,sec,enfant,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
9810,pluvieux,jour,sec,enfant,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,50km/h
9815,pluvieux,jour,sec,enfant,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,50m,50km/h
9828,pluvieux,jour,sec,enfant,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,100m,50km/h
9855,pluvieux,jour,sec,enfant,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
9864,pluvieux,jour,sec,enfant,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,50km/h
9870,pluvieux,jour,sec,enfant,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,50km/h
9884,pluvieux,jour,sec,enfant,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),50m,25km/h
9890,pluvieux,jour,sec,enfant,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
9903,pluvieux,jour,sec,enfant,parle à quelqu'un,s’arrêter,voiture normale,pressé (travail ou vol),100m,25km/h
9911,pluvieux,jour,sec,enfant,parle à quelqu'un,s’arrêter,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
9923,pluvieux,jour,sec,enfant,parle à quelqu'un,s’arrêter,voiture normale,aucun,50m,50km/h
9934,pluvieux,jour,sec,enfant,parle à quelqu'un,s’arrêter,camion,aucun,10m,50km/h
9939,pluvieux,jour,sec,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,25km/h
9956,pluvieux,jour,sec,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,25km/h
9959,pluvieux,jour,sec,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
9961,pluvieux,jour,sec,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
9971,pluvieux,jour,sec,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),50m,50km/h
9977,pluvieux,jour,sec,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,aucun,50m,50km/h
9979,pluvieux,jour,sec,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,10m,25km/h
10011,pluvieux,jour,sec,enfant,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
10012,pluvieux,jour,sec,enfant,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),10m,50km/h
10022,pluvieux,jour,sec,enfant,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,25km/h
10045,pluvieux,jour,sec,enfant,regarde autour,s’arrêter,voiture normale,urgence (vers hôpital),10m,25km/h
10057,pluvieux,jour,sec,enfant,regarde autour,s’arrêter,camion,urgence (vers hôpital),10m,25km/h
10073,pluvieux,jour,sec,enfant,regarde autour,s’arrêter,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
10102,pluvieux,jour,sec,enfant,regarde autour,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
10116,pluvieux,jour,sec,enfant,regarde autour,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),100m,50km/h
10156,pluvieux,jour,sec,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
10157,pluvieux,jour,sec,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
10158,pluvieux,jour,sec,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
10164,pluvieux,jour,sec,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
10171,pluvieux,jour,sec,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
10205,pluvieux,jour,sec,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,50km/h
10209,pluvieux,jour,sec,personne âgée,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),100m,25km/h
10229,pluvieux,jour,sec,personne âgée,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),50m,50km/h
10255,pluvieux,jour,sec,personne âgée,regarde son téléphone,s’arrêter,camion,aucun,10m,25km/h
10262,pluvieux,jour,sec,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),50m,25km/h
10263,pluvieux,jour,sec,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,25km/h
10265,pluvieux,jour,sec,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
10283,pluvieux,jour,sec,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
10324,pluvieux,jour,sec,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
10326,pluvieux,jour,sec,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
10347,pluvieux,jour,sec,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,25km/h
10371,pluvieux,jour,sec,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),100m,25km/h
10407,pluvieux,jour,sec,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,aucun,100m,25km/h
10417,pluvieux,jour,sec,personne âgée,parle à quelqu'un,s’arrêter,camion,aucun,10m,25km/h
10423,pluvieux,jour,sec,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,25km/h
10441,pluvieux,jour,sec,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
10447,pluvieux,jour,sec,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
10456,pluvieux,jour,sec,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),10m,50km/h
10462,pluvieux,jour,sec,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,aucun,10m,50km/h
10485,pluvieux,jour,sec,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
10526,pluvieux,jour,sec,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,25km/h
10528,pluvieux,jour,sec,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,50km/h
10541,pluvieux,jour,sec,personne âgée,regarde autour,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
10560,pluvieux,jour,sec,personne âgée,regarde autour,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
10570,pluvieux,jour,sec,personne âgée,regarde autour,s’arrêter,voiture normale,aucun,10m,50km/h
10595,pluvieux,jour,sec,personne âgée,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
10605,pluvieux,jour,sec,personne âgée,regarde autour,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
10614,pluvieux,jour,sec,personne âgée,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
10622,pluvieux,jour,sec,personne âgée,regarde autour,se déplacer en direction du passage piéton,voiture normale,aucun,50m,25km/h
10649,pluvieux,jour,sec,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
10679,pluvieux,jour,sec,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,50km/h
10684,pluvieux,jour,sec,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,10m,50km/h
10685,pluvieux,jour,sec,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,50km/h
10690,pluvieux,jour,sec,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,50km/h
10712,pluvieux,jour,sec,policier,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),50m,25km/h
10713,pluvieux,jour,sec,policier,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),100m,25km/h
10719,pluvieux,jour,sec,policier,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
10731,pluvieux,jour,sec,policier,regarde son téléphone,s’arrêter,voiture normale,aucun,100m,25km/h
10743,pluvieux,jour,sec,policier,regarde son téléphone,s’arrêter,camion,aucun,100m,25km/h
10766,pluvieux,jour,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,25km/h
10770,pluvieux,jour,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
10787,pluvieux,jour,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,50m,50km/h
10791,pluvieux,jour,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,25km/h
10796,pluvieux,jour,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,50m,25km/h
10808,pluvieux,jour,sec,policier,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
10837,pluvieux,jour,sec,policier,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,10m,25km/h
10846,pluvieux,jour,sec,policier,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,10m,50km/h
10869,pluvieux,jour,sec,policier,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),100m,25km/h
10874,pluvieux,jour,sec,policier,parle à quelqu'un,s’arrêter,voiture normale,pressé (travail ou vol),50m,25km/h
10882,pluvieux,jour,sec,policier,parle à quelqu'un,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
10888,pluvieux,jour,sec,policier,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),10m,50km/h
10889,pluvieux,jour,sec,policier,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),50m,50km/h
10891,pluvieux,jour,sec,policier,parle à quelqu'un,s’arrêter,voiture normale,aucun,10m,25km/h
10896,pluvieux,jour,sec,policier,parle à quelqu'un,s’arrêter,voiture normale,aucun,100m,50km/h
10903,pluvieux,jour,sec,policier,parle à quelqu'un,s’arrêter,camion,aucun,10m,25km/h
10907,pluvieux,jour,sec,policier,parle à quelqu'un,s’arrêter,camion,aucun,50m,50km/h
10927,pluvieux,jour,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
10958,pluvieux,jour,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,camion,aucun,50m,25km/h
10975,pluvieux,jour,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),10m,25km/h
10978,pluvieux,jour,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),10m,50km/h
10979,pluvieux,jour,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),50m,50km/h
11011,pluvieux,jour,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,25km/h
11013,pluvieux,jour,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,100m,25km/h
11019,pluvieux,jour,sec,policier,regarde autour,s’arrêter,voiture normale,urgence (vers hôpital),100m,25km/h
11048,pluvieux,jour,sec,policier,regarde autour,s’arrêter,camion,pressé (travail ou vol),50m,25km/h
11063,pluvieux,jour,sec,policier,regarde autour,s’arrêter,véhicule d'urgence,aucun,50m,50km/h
11093,pluvieux,jour,sec,policier,regarde autour,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
11119,pluvieux,jour,sec,policier,regarde autour,se déplacer en direction du passage piéton,camion,aucun,10m,25km/h
11132,pluvieux,jour,sec,policier,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
11148,pluvieux,jour,sec,policier,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
11166,pluvieux,jour,sec,policier,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,50km/h
11171,pluvieux,jour,sec,policier,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,50km/h
11188,pluvieux,jour,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
11192,pluvieux,jour,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),50m,25km/h
11193,pluvieux,jour,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),100m,25km/h
11263,pluvieux,jour,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),10m,25km/h
11287,pluvieux,jour,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,25km/h
11298,pluvieux,jour,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
11322,pluvieux,jour,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,50km/h
11341,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),10m,25km/h
11342,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),50m,25km/h
11343,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),100m,25km/h
11352,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
11355,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),100m,25km/h
11360,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,pressé (travail ou vol),50m,25km/h
11370,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
11371,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),10m,25km/h
11377,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,aucun,10m,25km/h
11402,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
11403,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
11417,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
11427,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,25km/h
11430,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,50km/h
11431,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,aucun,10m,25km/h
11434,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,aucun,10m,50km/h
11452,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
11490,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,50km/h
11492,pluvieux,jour,sec,femme enceinte,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,25km/h
11525,pluvieux,jour,sec,femme enceinte,regarde autour,s’arrêter,voiture normale,pressé (travail ou vol),50m,50km/h
11546,pluvieux,jour,sec,femme enceinte,regarde autour,s’arrêter,véhicule d'urgence,aucun,50m,25km/h
11552,pluvieux,jour,sec,femme enceinte,regarde autour,s’arrêter,camion,aucun,50m,25km/h
11572,pluvieux,jour,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,50km/h
11580,pluvieux,jour,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
11593,pluvieux,jour,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,voiture normale,aucun,10m,25km/h
11604,pluvieux,jour,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,50km/h
11609,pluvieux,jour,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,aucun,50m,50km/h
11616,pluvieux,jour,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
11617,pluvieux,jour,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
11637,pluvieux,jour,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
11645,pluvieux,jour,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,50km/h
11652,pluvieux,jour,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,50km/h
11655,pluvieux,jour,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,100m,25km/h
11661,pluvieux,jour,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,100m,25km/h
11694,pluvieux,jour,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
11699,pluvieux,jour,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),50m,50km/h
11700,pluvieux,jour,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),100m,50km/h
11718,pluvieux,jour,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,aucun,100m,50km/h
11722,pluvieux,jour,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
11726,pluvieux,jour,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
11735,pluvieux,jour,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),50m,50km/h
11747,pluvieux,jour,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
11757,pluvieux,jour,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,100m,25km/h
11763,pluvieux,jour,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,25km/h
11785,pluvieux,jour,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),10m,25km/h
11793,pluvieux,jour,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
11799,pluvieux,jour,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
11812,pluvieux,jour,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,10m,50km/h
11828,pluvieux,jour,sec,étudiant universitaire,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),50m,25km/h
11845,pluvieux,jour,sec,étudiant universitaire,parle à quelqu'un,s’arrêter,voiture normale,pressé (travail ou vol),10m,25km/h
11854,pluvieux,jour,sec,étudiant universitaire,parle à quelqu'un,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
11867,pluvieux,jour,sec,étudiant universitaire,parle à quelqu'un,s’arrêter,voiture normale,aucun,50m,50km/h
11880,pluvieux,jour,sec,étudiant universitaire,parle à quelqu'un,s’arrêter,camion,aucun,100m,50km/h
11884,pluvieux,jour,sec,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
11899,pluvieux,jour,sec,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
11907,pluvieux,jour,sec,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
11932,pluvieux,jour,sec,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,camion,aucun,10m,50km/h
11938,pluvieux,jour,sec,étudiant universitaire,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
11948,pluvieux,jour,sec,étudiant universitaire,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),50m,25km/h
11953,pluvieux,jour,sec,étudiant universitaire,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
11998,pluvieux,jour,sec,étudiant universitaire,regarde autour,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
12033,pluvieux,jour,sec,étudiant universitaire,regarde autour,s’arrêter,véhicule d'urgence,aucun,100m,25km/h
12053,pluvieux,jour,sec,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
12078,pluvieux,jour,sec,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,50km/h
12114,pluvieux,jour,sec,étudiant universitaire,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,50km/h
12117,pluvieux,jour,sec,étudiant universitaire,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
12120,pluvieux,jour,sec,étudiant universitaire,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
12137,pluvieux,jour,sec,étudiant universitaire,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,50km/h
12152,pluvieux,jour,mouillé,enfant,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),50m,25km/h
