id,weather,time,road_condition,pedestrian_type,pedestrian_behavior,pedestiran_action,ego_role,occupant_requirement,distance to pedestrian,ego_vehicle_speed
11249,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,urgent (to hospital),50m,50km/h
11250,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,urgent (to hospital),100m,50km/h
11251,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
11252,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
11253,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
11254,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
11255,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
11256,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
11257,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
11258,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
11259,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
11260,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
11261,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
11262,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
11263,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,25km/h
11264,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,25km/h
11265,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),100m,25km/h
11266,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,50km/h
11267,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,50km/h
11268,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),100m,50km/h
11269,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,none,10m,25km/h
11270,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,none,50m,25km/h
11271,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,none,100m,25km/h
11272,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,none,10m,50km/h
11273,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,none,50m,50km/h
11274,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,none,100m,50km/h
11275,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,emergency vehicle,none,10m,25km/h
11276,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,emergency vehicle,none,50m,25km/h
11277,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,emergency vehicle,none,100m,25km/h
11278,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,emergency vehicle,none,10m,50km/h
11279,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,emergency vehicle,none,50m,50km/h
11280,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,emergency vehicle,none,100m,50km/h
11281,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,none,10m,25km/h
11282,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,none,50m,25km/h
11283,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,none,100m,25km/h
11284,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,none,10m,50km/h
11285,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,none,50m,50km/h
11286,rainy,day,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,none,100m,50km/h
11287,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,urgent (to hospital),10m,25km/h
11288,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,25km/h
11289,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,25km/h
11290,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,urgent (to hospital),10m,50km/h
11291,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,50km/h
11292,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,50km/h
11293,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),10m,25km/h
11294,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
11295,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
11296,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),10m,50km/h
11297,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
11298,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
11299,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,25km/h
11300,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,25km/h
11301,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,25km/h
11302,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,50km/h
11303,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,50km/h
11304,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,50km/h
11305,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
11306,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
11307,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
11308,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
11309,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
11310,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
11311,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
11312,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
11313,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
11314,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
11315,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
11316,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
11317,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,25km/h
11318,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,25km/h
11319,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,25km/h
11320,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,50km/h
11321,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,50km/h
11322,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,50km/h
11323,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,none,10m,25km/h
11324,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,none,50m,25km/h
11325,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,none,100m,25km/h
11326,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,none,10m,50km/h
11327,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,none,50m,50km/h
11328,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,none,100m,50km/h
11329,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,10m,25km/h
11330,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,50m,25km/h
11331,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,100m,25km/h
11332,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,10m,50km/h
11333,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,50m,50km/h
11334,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,100m,50km/h
11335,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,none,10m,25km/h
11336,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,none,50m,25km/h
11337,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,none,100m,25km/h
11338,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,none,10m,50km/h
11339,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,none,50m,50km/h
11340,rainy,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,none,100m,50km/h
11341,rainy,day,dry,pregnant,talking to someone,stop,normal car,urgent (to hospital),10m,25km/h
11342,rainy,day,dry,pregnant,talking to someone,stop,normal car,urgent (to hospital),50m,25km/h
11343,rainy,day,dry,pregnant,talking to someone,stop,normal car,urgent (to hospital),100m,25km/h
11344,rainy,day,dry,pregnant,talking to someone,stop,normal car,urgent (to hospital),10m,50km/h
11345,rainy,day,dry,pregnant,talking to someone,stop,normal car,urgent (to hospital),50m,50km/h
11346,rainy,day,dry,pregnant,talking to someone,stop,normal car,urgent (to hospital),100m,50km/h
11347,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,urgent (to hospital),10m,25km/h
11348,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,urgent (to hospital),50m,25km/h
11349,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,urgent (to hospital),100m,25km/h
11350,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,urgent (to hospital),10m,50km/h
11351,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,urgent (to hospital),50m,50km/h
11352,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,urgent (to hospital),100m,50km/h
11353,rainy,day,dry,pregnant,talking to someone,stop,truck,urgent (to hospital),10m,25km/h
11354,rainy,day,dry,pregnant,talking to someone,stop,truck,urgent (to hospital),50m,25km/h
11355,rainy,day,dry,pregnant,talking to someone,stop,truck,urgent (to hospital),100m,25km/h
11356,rainy,day,dry,pregnant,talking to someone,stop,truck,urgent (to hospital),10m,50km/h
11357,rainy,day,dry,pregnant,talking to someone,stop,truck,urgent (to hospital),50m,50km/h
11358,rainy,day,dry,pregnant,talking to someone,stop,truck,urgent (to hospital),100m,50km/h
11359,rainy,day,dry,pregnant,talking to someone,stop,normal car,hurry (commute or flight),10m,25km/h
11360,rainy,day,dry,pregnant,talking to someone,stop,normal car,hurry (commute or flight),50m,25km/h
11361,rainy,day,dry,pregnant,talking to someone,stop,normal car,hurry (commute or flight),100m,25km/h
11362,rainy,day,dry,pregnant,talking to someone,stop,normal car,hurry (commute or flight),10m,50km/h
11363,rainy,day,dry,pregnant,talking to someone,stop,normal car,hurry (commute or flight),50m,50km/h
11364,rainy,day,dry,pregnant,talking to someone,stop,normal car,hurry (commute or flight),100m,50km/h
11365,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,hurry (commute or flight),10m,25km/h
11366,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,hurry (commute or flight),50m,25km/h
11367,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,hurry (commute or flight),100m,25km/h
11368,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,hurry (commute or flight),10m,50km/h
11369,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,hurry (commute or flight),50m,50km/h
11370,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,hurry (commute or flight),100m,50km/h
11371,rainy,day,dry,pregnant,talking to someone,stop,truck,hurry (commute or flight),10m,25km/h
11372,rainy,day,dry,pregnant,talking to someone,stop,truck,hurry (commute or flight),50m,25km/h
11373,rainy,day,dry,pregnant,talking to someone,stop,truck,hurry (commute or flight),100m,25km/h
11374,rainy,day,dry,pregnant,talking to someone,stop,truck,hurry (commute or flight),10m,50km/h
11375,rainy,day,dry,pregnant,talking to someone,stop,truck,hurry (commute or flight),50m,50km/h
11376,rainy,day,dry,pregnant,talking to someone,stop,truck,hurry (commute or flight),100m,50km/h
11377,rainy,day,dry,pregnant,talking to someone,stop,normal car,none,10m,25km/h
11378,rainy,day,dry,pregnant,talking to someone,stop,normal car,none,50m,25km/h
11379,rainy,day,dry,pregnant,talking to someone,stop,normal car,none,100m,25km/h
11380,rainy,day,dry,pregnant,talking to someone,stop,normal car,none,10m,50km/h
11381,rainy,day,dry,pregnant,talking to someone,stop,normal car,none,50m,50km/h
11382,rainy,day,dry,pregnant,talking to someone,stop,normal car,none,100m,50km/h
11383,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,none,10m,25km/h
11384,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,none,50m,25km/h
11385,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,none,100m,25km/h
11386,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,none,10m,50km/h
11387,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,none,50m,50km/h
11388,rainy,day,dry,pregnant,talking to someone,stop,emergency vehicle,none,100m,50km/h
11389,rainy,day,dry,pregnant,talking to someone,stop,truck,none,10m,25km/h
11390,rainy,day,dry,pregnant,talking to someone,stop,truck,none,50m,25km/h
11391,rainy,day,dry,pregnant,talking to someone,stop,truck,none,100m,25km/h
11392,rainy,day,dry,pregnant,talking to someone,stop,truck,none,10m,50km/h
11393,rainy,day,dry,pregnant,talking to someone,stop,truck,none,50m,50km/h
11394,rainy,day,dry,pregnant,talking to someone,stop,truck,none,100m,50km/h
11395,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,urgent (to hospital),10m,25km/h
11396,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,25km/h
11397,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,25km/h
11398,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,urgent (to hospital),10m,50km/h
11399,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,50km/h
11400,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,50km/h
11401,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),10m,25km/h
11402,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
11403,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
11404,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),10m,50km/h
11405,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
11406,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
11407,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,urgent (to hospital),10m,25km/h
11408,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,urgent (to hospital),50m,25km/h
11409,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,urgent (to hospital),100m,25km/h
11410,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,urgent (to hospital),10m,50km/h
11411,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,urgent (to hospital),50m,50km/h
11412,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,urgent (to hospital),100m,50km/h
11413,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
11414,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
11415,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
11416,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
11417,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
11418,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
11419,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
11420,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
11421,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
11422,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
11423,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
11424,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
11425,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,25km/h
11426,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,25km/h
11427,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,hurry (commute or flight),100m,25km/h
11428,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,50km/h
11429,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,50km/h
11430,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,hurry (commute or flight),100m,50km/h
11431,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,none,10m,25km/h
11432,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,none,50m,25km/h
11433,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,none,100m,25km/h
11434,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,none,10m,50km/h
11435,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,none,50m,50km/h
11436,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,none,100m,50km/h
11437,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,none,10m,25km/h
11438,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,none,50m,25km/h
11439,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,none,100m,25km/h
11440,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,none,10m,50km/h
11441,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,none,50m,50km/h
11442,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,none,100m,50km/h
11443,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,none,10m,25km/h
11444,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,none,50m,25km/h
11445,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,none,100m,25km/h
11446,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,none,10m,50km/h
11447,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,none,50m,50km/h
11448,rainy,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,none,100m,50km/h
11449,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,urgent (to hospital),10m,25km/h
11450,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,25km/h
11451,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,25km/h
11452,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,urgent (to hospital),10m,50km/h
11453,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,50km/h
11454,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,50km/h
11455,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),10m,25km/h
11456,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
11457,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
11458,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),10m,50km/h
11459,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
11460,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
11461,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,25km/h
11462,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,25km/h
11463,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,25km/h
11464,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,50km/h
11465,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,50km/h
11466,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,50km/h
11467,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
11468,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
11469,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
11470,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
11471,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
11472,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
11473,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
11474,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
11475,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
11476,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
11477,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
11478,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
11479,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,25km/h
11480,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,25km/h
11481,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,25km/h
11482,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,50km/h
11483,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,50km/h
11484,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,50km/h
11485,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,none,10m,25km/h
11486,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,none,50m,25km/h
11487,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,none,100m,25km/h
11488,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,none,10m,50km/h
11489,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,none,50m,50km/h
11490,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,none,100m,50km/h
11491,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,10m,25km/h
11492,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,50m,25km/h
11493,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,100m,25km/h
11494,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,10m,50km/h
11495,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,50m,50km/h
11496,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,100m,50km/h
11497,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,none,10m,25km/h
11498,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,none,50m,25km/h
11499,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,none,100m,25km/h
11500,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,none,10m,50km/h
11501,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,none,50m,50km/h
11502,rainy,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,none,100m,50km/h
11503,rainy,day,dry,pregnant,looking around,stop,normal car,urgent (to hospital),10m,25km/h
11504,rainy,day,dry,pregnant,looking around,stop,normal car,urgent (to hospital),50m,25km/h
11505,rainy,day,dry,pregnant,looking around,stop,normal car,urgent (to hospital),100m,25km/h
11506,rainy,day,dry,pregnant,looking around,stop,normal car,urgent (to hospital),10m,50km/h
11507,rainy,day,dry,pregnant,looking around,stop,normal car,urgent (to hospital),50m,50km/h
