id,天气,时间,路况,自行车前方空隙,骑车人类型,骑车人位置,与骑车人距离,本车速度,本车角色,乘客需求,后车类型
7908,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,应急车辆,紧急（去医院）,应急车辆
7909,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,卡车,紧急（去医院）,无
7910,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,卡车,紧急（去医院）,无
7911,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,卡车,紧急（去医院）,无
7912,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,卡车,紧急（去医院）,无
7913,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,卡车,紧急（去医院）,普通车辆
7914,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,卡车,紧急（去医院）,普通车辆
7915,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,卡车,紧急（去医院）,普通车辆
7916,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,卡车,紧急（去医院）,普通车辆
7917,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,卡车,紧急（去医院）,应急车辆
7918,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,卡车,紧急（去医院）,应急车辆
7919,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,卡车,紧急（去医院）,应急车辆
7920,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,卡车,紧急（去医院）,应急车辆
7921,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
7922,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
7923,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
7924,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
7925,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
7926,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
7927,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
7928,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
7929,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
7930,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
7931,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
7932,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
7933,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
7934,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
7935,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
7936,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
7937,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
7938,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
7939,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
7940,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
7941,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
7942,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
7943,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
7944,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
7945,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,无
7946,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,无
7947,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,无
7948,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,无
7949,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
7950,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
7951,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
7952,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
7953,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
7954,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
7955,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
7956,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
7957,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,普通车辆,无特殊需求,无
7958,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,普通车辆,无特殊需求,无
7959,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,普通车辆,无特殊需求,无
7960,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,普通车辆,无特殊需求,无
7961,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,普通车辆,无特殊需求,普通车辆
7962,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,普通车辆,无特殊需求,普通车辆
7963,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,普通车辆,无特殊需求,普通车辆
7964,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,普通车辆,无特殊需求,普通车辆
7965,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,普通车辆,无特殊需求,应急车辆
7966,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,普通车辆,无特殊需求,应急车辆
7967,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,普通车辆,无特殊需求,应急车辆
7968,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,普通车辆,无特殊需求,应急车辆
7969,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,应急车辆,无特殊需求,无
7970,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,应急车辆,无特殊需求,无
7971,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,应急车辆,无特殊需求,无
7972,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,应急车辆,无特殊需求,无
7973,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,应急车辆,无特殊需求,普通车辆
7974,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,应急车辆,无特殊需求,普通车辆
7975,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,应急车辆,无特殊需求,普通车辆
7976,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,应急车辆,无特殊需求,普通车辆
7977,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,应急车辆,无特殊需求,应急车辆
7978,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,应急车辆,无特殊需求,应急车辆
7979,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,应急车辆,无特殊需求,应急车辆
7980,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,应急车辆,无特殊需求,应急车辆
7981,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,卡车,无特殊需求,无
7982,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,卡车,无特殊需求,无
7983,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,卡车,无特殊需求,无
7984,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,卡车,无特殊需求,无
7985,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,卡车,无特殊需求,普通车辆
7986,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,卡车,无特殊需求,普通车辆
7987,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,卡车,无特殊需求,普通车辆
7988,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,卡车,无特殊需求,普通车辆
7989,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,卡车,无特殊需求,应急车辆
7990,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,卡车,无特殊需求,应急车辆
7991,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,卡车,无特殊需求,应急车辆
7992,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,卡车,无特殊需求,应急车辆
7993,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,普通车辆,紧急（去医院）,无
7994,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,紧急（去医院）,无
7995,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,普通车辆,紧急（去医院）,无
7996,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,普通车辆,紧急（去医院）,无
7997,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,普通车辆,紧急（去医院）,普通车辆
7998,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,紧急（去医院）,普通车辆
7999,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,普通车辆,紧急（去医院）,普通车辆
8000,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,普通车辆,紧急（去医院）,普通车辆
8001,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,普通车辆,紧急（去医院）,应急车辆
8002,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,紧急（去医院）,应急车辆
8003,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,普通车辆,紧急（去医院）,应急车辆
8004,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,普通车辆,紧急（去医院）,应急车辆
8005,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,应急车辆,紧急（去医院）,无
8006,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,无
8007,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,应急车辆,紧急（去医院）,无
8008,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,无
8009,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,应急车辆,紧急（去医院）,普通车辆
8010,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,普通车辆
8011,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,应急车辆,紧急（去医院）,普通车辆
8012,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,普通车辆
8013,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,应急车辆,紧急（去医院）,应急车辆
8014,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,应急车辆
8015,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,应急车辆,紧急（去医院）,应急车辆
8016,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,应急车辆
8017,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,卡车,紧急（去医院）,无
8018,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,卡车,紧急（去医院）,无
8019,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,卡车,紧急（去医院）,无
8020,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,无
8021,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,卡车,紧急（去医院）,普通车辆
8022,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,卡车,紧急（去医院）,普通车辆
8023,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,卡车,紧急（去医院）,普通车辆
8024,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,普通车辆
8025,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,卡车,紧急（去医院）,应急车辆
8026,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,卡车,紧急（去医院）,应急车辆
8027,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,卡车,紧急（去医院）,应急车辆
8028,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,应急车辆
8029,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
8030,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
8031,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
8032,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
8033,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
8034,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
8035,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
8036,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
8037,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
8038,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
8039,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
8040,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
8041,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
8042,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
8043,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
8044,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
8045,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
8046,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
8047,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
8048,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
8049,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
8050,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
8051,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
8052,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
8053,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,无
8054,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,无
8055,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,无
8056,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,无
8057,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
8058,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
8059,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
8060,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
8061,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
8062,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
8063,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
8064,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
8065,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,普通车辆,无特殊需求,无
8066,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,无特殊需求,无
8067,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,普通车辆,无特殊需求,无
8068,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,普通车辆,无特殊需求,无
8069,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,普通车辆,无特殊需求,普通车辆
8070,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,无特殊需求,普通车辆
8071,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,普通车辆,无特殊需求,普通车辆
8072,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,普通车辆,无特殊需求,普通车辆
8073,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,普通车辆,无特殊需求,应急车辆
8074,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,无特殊需求,应急车辆
8075,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,普通车辆,无特殊需求,应急车辆
8076,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,普通车辆,无特殊需求,应急车辆
8077,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,应急车辆,无特殊需求,无
8078,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,无特殊需求,无
8079,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,应急车辆,无特殊需求,无
8080,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,应急车辆,无特殊需求,无
8081,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,应急车辆,无特殊需求,普通车辆
8082,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,无特殊需求,普通车辆
8083,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,应急车辆,无特殊需求,普通车辆
8084,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,应急车辆,无特殊需求,普通车辆
8085,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,应急车辆,无特殊需求,应急车辆
8086,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,无特殊需求,应急车辆
8087,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,应急车辆,无特殊需求,应急车辆
8088,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,应急车辆,无特殊需求,应急车辆
8089,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,卡车,无特殊需求,无
8090,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,卡车,无特殊需求,无
8091,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,卡车,无特殊需求,无
8092,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,卡车,无特殊需求,无
8093,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,卡车,无特殊需求,普通车辆
8094,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,卡车,无特殊需求,普通车辆
8095,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,卡车,无特殊需求,普通车辆
8096,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,卡车,无特殊需求,普通车辆
8097,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,25km/h,卡车,无特殊需求,应急车辆
8098,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,卡车,无特殊需求,应急车辆
8099,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,卡车,无特殊需求,应急车辆
8100,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,卡车,无特殊需求,应急车辆
8101,晴天,夜晚,潮湿,无车辆,成年人,车道中间,10米,50km/h,普通车辆,紧急（去医院）,无
8102,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,无
8103,晴天,夜晚,潮湿,无车辆,儿童,车道中间,10米,50km/h,普通车辆,紧急（去医院）,无
8104,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,无
8105,晴天,夜晚,潮湿,无车辆,成年人,车道中间,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
8106,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
8107,晴天,夜晚,潮湿,无车辆,儿童,车道中间,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
8108,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
8109,晴天,夜晚,潮湿,无车辆,成年人,车道中间,10米,50km/h,普通车辆,紧急（去医院）,应急车辆
8110,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,应急车辆
8111,晴天,夜晚,潮湿,无车辆,儿童,车道中间,10米,50km/h,普通车辆,紧急（去医院）,应急车辆
8112,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,应急车辆
8113,晴天,夜晚,潮湿,无车辆,成年人,车道中间,10米,50km/h,应急车辆,紧急（去医院）,无
8114,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,无
8115,晴天,夜晚,潮湿,无车辆,儿童,车道中间,10米,50km/h,应急车辆,紧急（去医院）,无
8116,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,无
8117,晴天,夜晚,潮湿,无车辆,成年人,车道中间,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
8118,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
8119,晴天,夜晚,潮湿,无车辆,儿童,车道中间,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
8120,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
8121,晴天,夜晚,潮湿,无车辆,成年人,车道中间,10米,50km/h,应急车辆,紧急（去医院）,应急车辆
8122,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,应急车辆
8123,晴天,夜晚,潮湿,无车辆,儿童,车道中间,10米,50km/h,应急车辆,紧急（去医院）,应急车辆
8124,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,应急车辆
8125,晴天,夜晚,潮湿,无车辆,成年人,车道中间,10米,50km/h,卡车,紧急（去医院）,无
8126,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,卡车,紧急（去医院）,无
8127,晴天,夜晚,潮湿,无车辆,儿童,车道中间,10米,50km/h,卡车,紧急（去医院）,无
8128,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,10米,50km/h,卡车,紧急（去医院）,无
8129,晴天,夜晚,潮湿,无车辆,成年人,车道中间,10米,50km/h,卡车,紧急（去医院）,普通车辆
8130,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,卡车,紧急（去医院）,普通车辆
8131,晴天,夜晚,潮湿,无车辆,儿童,车道中间,10米,50km/h,卡车,紧急（去医院）,普通车辆
8132,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,10米,50km/h,卡车,紧急（去医院）,普通车辆
8133,晴天,夜晚,潮湿,无车辆,成年人,车道中间,10米,50km/h,卡车,紧急（去医院）,应急车辆
8134,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,卡车,紧急（去医院）,应急车辆
8135,晴天,夜晚,潮湿,无车辆,儿童,车道中间,10米,50km/h,卡车,紧急（去医院）,应急车辆
8136,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,10米,50km/h,卡车,紧急（去医院）,应急车辆
8137,晴天,夜晚,潮湿,无车辆,成年人,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
8138,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
8139,晴天,夜晚,潮湿,无车辆,儿童,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
