id,天气,时间,路况,自行车前方空隙,骑车人类型,骑车人位置,与骑车人距离,本车速度,本车角色,乘客需求,后车类型
6915,晴天,夜晚,干燥,50米,儿童,车道中间,50米,50km/h,普通车辆,紧急（去医院）,无
6921,晴天,夜晚,干燥,50米,成年人,车道中间,50米,50km/h,普通车辆,紧急（去医院）,应急车辆
6952,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
7027,晴天,夜晚,干燥,50米,儿童,车道中间,100米,50km/h,普通车辆,紧急（去医院）,普通车辆
7039,晴天,夜晚,干燥,50米,儿童,车道中间,100米,50km/h,应急车辆,紧急（去医院）,普通车辆
7041,晴天,夜晚,干燥,50米,成年人,车道中间,100米,50km/h,应急车辆,紧急（去医院）,应急车辆
7069,晴天,夜晚,干燥,50米,成年人,车道中间,100米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
7086,晴天,夜晚,干燥,50米,成年人,车道右侧,100米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
7158,晴天,夜晚,干燥,20米,成年人,车道右侧,10米,25km/h,卡车,紧急（去医院）,普通车辆
7164,晴天,夜晚,干燥,20米,儿童,车道右侧,10米,25km/h,卡车,紧急（去医院）,应急车辆
7168,晴天,夜晚,干燥,20米,儿童,车道右侧,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
7176,晴天,夜晚,干燥,20米,儿童,车道右侧,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
7182,晴天,夜晚,干燥,20米,成年人,车道右侧,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
7192,晴天,夜晚,干燥,20米,儿童,车道右侧,10米,25km/h,卡车,赶时间（通勤或赶飞机）,无
7199,晴天,夜晚,干燥,20米,儿童,车道中间,10米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
7201,晴天,夜晚,干燥,20米,成年人,车道中间,10米,25km/h,普通车辆,无特殊需求,无
7202,晴天,夜晚,干燥,20米,成年人,车道右侧,10米,25km/h,普通车辆,无特殊需求,无
7204,晴天,夜晚,干燥,20米,儿童,车道右侧,10米,25km/h,普通车辆,无特殊需求,无
7251,晴天,夜晚,干燥,20米,儿童,车道中间,50米,25km/h,应急车辆,紧急（去医院）,无
7294,晴天,夜晚,干燥,20米,成年人,车道右侧,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
7301,晴天,夜晚,干燥,20米,成年人,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
7306,晴天,夜晚,干燥,20米,成年人,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
7307,晴天,夜晚,干燥,20米,儿童,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
7308,晴天,夜晚,干燥,20米,儿童,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
7318,晴天,夜晚,干燥,20米,成年人,车道右侧,50米,25km/h,普通车辆,无特殊需求,应急车辆
7334,晴天,夜晚,干燥,20米,成年人,车道右侧,50米,25km/h,卡车,无特殊需求,无
7336,晴天,夜晚,干燥,20米,儿童,车道右侧,50米,25km/h,卡车,无特殊需求,无
7337,晴天,夜晚,干燥,20米,成年人,车道中间,50米,25km/h,卡车,无特殊需求,普通车辆
7338,晴天,夜晚,干燥,20米,成年人,车道右侧,50米,25km/h,卡车,无特殊需求,普通车辆
7364,晴天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,普通车辆
7366,晴天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,应急车辆
7370,晴天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,卡车,紧急（去医院）,无
7376,晴天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,普通车辆
7410,晴天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
7412,晴天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
7429,晴天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,应急车辆,无特殊需求,无
7432,晴天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,应急车辆,无特殊需求,无
7439,晴天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,应急车辆,无特殊需求,应急车辆
7463,晴天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,普通车辆,紧急（去医院）,应急车辆
7469,晴天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
7477,晴天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,卡车,紧急（去医院）,无
7511,晴天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
7512,晴天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
7514,晴天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,卡车,赶时间（通勤或赶飞机）,无
7516,晴天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,卡车,赶时间（通勤或赶飞机）,无
7525,晴天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,普通车辆,无特殊需求,无
7531,晴天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,普通车辆,无特殊需求,普通车辆
7537,晴天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,应急车辆,无特殊需求,无
7538,晴天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,应急车辆,无特殊需求,无
7590,晴天,夜晚,干燥,20米,成年人,车道右侧,50米,50km/h,卡车,紧急（去医院）,普通车辆
7627,晴天,夜晚,干燥,20米,儿童,车道中间,50米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
7628,晴天,夜晚,干燥,20米,儿童,车道右侧,50米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
7649,晴天,夜晚,干燥,20米,成年人,车道中间,50米,50km/h,应急车辆,无特殊需求,普通车辆
7668,晴天,夜晚,干燥,20米,儿童,车道右侧,50米,50km/h,卡车,无特殊需求,应急车辆
7669,晴天,夜晚,干燥,20米,成年人,车道中间,100米,50km/h,普通车辆,紧急（去医院）,无
7672,晴天,夜晚,干燥,20米,儿童,车道右侧,100米,50km/h,普通车辆,紧急（去医院）,无
7683,晴天,夜晚,干燥,20米,儿童,车道中间,100米,50km/h,应急车辆,紧急（去医院）,无
7684,晴天,夜晚,干燥,20米,儿童,车道右侧,100米,50km/h,应急车辆,紧急（去医院）,无
7699,晴天,夜晚,干燥,20米,儿童,车道中间,100米,50km/h,卡车,紧急（去医院）,普通车辆
7713,晴天,夜晚,干燥,20米,成年人,车道中间,100米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
7718,晴天,夜晚,干燥,20米,成年人,车道右侧,100米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
7724,晴天,夜晚,干燥,20米,儿童,车道右侧,100米,50km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
7726,晴天,夜晚,干燥,20米,成年人,车道右侧,100米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
7727,晴天,夜晚,干燥,20米,儿童,车道中间,100米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
7732,晴天,夜晚,干燥,20米,儿童,车道右侧,100米,50km/h,卡车,赶时间（通勤或赶飞机）,无
7733,晴天,夜晚,干燥,20米,成年人,车道中间,100米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
7745,晴天,夜晚,干燥,20米,成年人,车道中间,100米,50km/h,普通车辆,无特殊需求,普通车辆
7746,晴天,夜晚,干燥,20米,成年人,车道右侧,100米,50km/h,普通车辆,无特殊需求,普通车辆
7753,晴天,夜晚,干燥,20米,成年人,车道中间,100米,50km/h,应急车辆,无特殊需求,无
7758,晴天,夜晚,干燥,20米,成年人,车道右侧,100米,50km/h,应急车辆,无特殊需求,普通车辆
7772,晴天,夜晚,干燥,20米,儿童,车道右侧,100米,50km/h,卡车,无特殊需求,普通车辆
7783,晴天,夜晚,潮湿,无车辆,儿童,车道中间,10米,25km/h,普通车辆,紧急（去医院）,普通车辆
7785,晴天,夜晚,潮湿,无车辆,成年人,车道中间,10米,25km/h,普通车辆,紧急（去医院）,应急车辆
7790,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,25km/h,应急车辆,紧急（去医院）,无
7794,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,25km/h,应急车辆,紧急（去医院）,普通车辆
7801,晴天,夜晚,潮湿,无车辆,成年人,车道中间,10米,25km/h,卡车,紧急（去医院）,无
7809,晴天,夜晚,潮湿,无车辆,成年人,车道中间,10米,25km/h,卡车,紧急（去医院）,应急车辆
7822,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
7835,晴天,夜晚,潮湿,无车辆,儿童,车道中间,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
7884,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,10米,25km/h,卡车,无特殊需求,应急车辆
7886,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,普通车辆,紧急（去医院）,无
7890,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,普通车辆,紧急（去医院）,普通车辆
7900,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,应急车辆,紧急（去医院）,无
7914,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,25km/h,卡车,紧急（去医院）,普通车辆
7937,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
7956,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
7959,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,25km/h,普通车辆,无特殊需求,无
7976,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,25km/h,应急车辆,无特殊需求,普通车辆
8031,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
8038,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
8046,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
8064,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
8110,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,应急车辆
8122,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,应急车辆
8138,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
8144,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
8150,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
8159,晴天,夜晚,潮湿,无车辆,儿童,车道中间,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
8162,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,卡车,赶时间（通勤或赶飞机）,无
8165,晴天,夜晚,潮湿,无车辆,成年人,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
8166,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,10米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
8171,晴天,夜晚,潮湿,无车辆,儿童,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
8172,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,10米,50km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
8192,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,10米,50km/h,应急车辆,无特殊需求,普通车辆
8215,晴天,夜晚,潮湿,无车辆,儿童,车道中间,50米,50km/h,普通车辆,紧急（去医院）,普通车辆
8226,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,50km/h,应急车辆,紧急（去医院）,普通车辆
8230,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,50km/h,应急车辆,紧急（去医院）,应急车辆
8249,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
8256,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
8289,晴天,夜晚,潮湿,无车辆,成年人,车道中间,50米,50km/h,普通车辆,无特殊需求,应急车辆
8310,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,50米,50km/h,卡车,无特殊需求,普通车辆
8342,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,50km/h,卡车,紧急（去医院）,无
8356,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
8366,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
8374,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
8381,晴天,夜晚,潮湿,无车辆,成年人,车道中间,100米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
8391,晴天,夜晚,潮湿,无车辆,儿童,车道中间,100米,50km/h,普通车辆,无特殊需求,无
8422,晴天,夜晚,潮湿,无车辆,成年人,车道右侧,100米,50km/h,卡车,无特殊需求,应急车辆
8424,晴天,夜晚,潮湿,无车辆,儿童,车道右侧,100米,50km/h,卡车,无特殊需求,应急车辆
8454,晴天,夜晚,潮湿,100米,成年人,车道右侧,10米,25km/h,卡车,紧急（去医院）,普通车辆
8471,晴天,夜晚,潮湿,100米,儿童,车道中间,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
8488,晴天,夜晚,潮湿,100米,儿童,车道右侧,10米,25km/h,卡车,赶时间（通勤或赶飞机）,无
8493,晴天,夜晚,潮湿,100米,成年人,车道中间,10米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
8538,晴天,夜晚,潮湿,100米,成年人,车道右侧,50米,25km/h,普通车辆,紧急（去医院）,普通车辆
8539,晴天,夜晚,潮湿,100米,儿童,车道中间,50米,25km/h,普通车辆,紧急（去医院）,普通车辆
8569,晴天,夜晚,潮湿,100米,成年人,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
8587,晴天,夜晚,潮湿,100米,儿童,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
8611,晴天,夜晚,潮湿,100米,儿童,车道中间,50米,25km/h,普通车辆,无特殊需求,普通车辆
8615,晴天,夜晚,潮湿,100米,儿童,车道中间,50米,25km/h,普通车辆,无特殊需求,应急车辆
8616,晴天,夜晚,潮湿,100米,儿童,车道右侧,50米,25km/h,普通车辆,无特殊需求,应急车辆
8640,晴天,夜晚,潮湿,100米,儿童,车道右侧,50米,25km/h,卡车,无特殊需求,应急车辆
8655,晴天,夜晚,潮湿,100米,儿童,车道中间,100米,25km/h,应急车辆,紧急（去医院）,无
8671,晴天,夜晚,潮湿,100米,儿童,车道中间,100米,25km/h,卡车,紧急（去医院）,普通车辆
8689,晴天,夜晚,潮湿,100米,成年人,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
8699,晴天,夜晚,潮湿,100米,儿童,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
8726,晴天,夜晚,潮湿,100米,成年人,车道右侧,100米,25km/h,应急车辆,无特殊需求,无
8740,晴天,夜晚,潮湿,100米,儿童,车道右侧,100米,25km/h,卡车,无特殊需求,无
8764,晴天,夜晚,潮湿,100米,儿童,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,无
8802,晴天,夜晚,潮湿,100米,成年人,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
8815,晴天,夜晚,潮湿,100米,儿童,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
8817,晴天,夜晚,潮湿,100米,成年人,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
8820,晴天,夜晚,潮湿,100米,儿童,车道右侧,10米,50km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
8825,晴天,夜晚,潮湿,100米,成年人,车道中间,10米,50km/h,普通车辆,无特殊需求,普通车辆
8830,晴天,夜晚,潮湿,100米,成年人,车道右侧,10米,50km/h,普通车辆,无特殊需求,应急车辆
8879,晴天,夜晚,潮湿,100米,儿童,车道中间,50米,50km/h,应急车辆,紧急（去医院）,应急车辆
8883,晴天,夜晚,潮湿,100米,儿童,车道中间,50米,50km/h,卡车,紧急（去医院）,无
8884,晴天,夜晚,潮湿,100米,儿童,车道右侧,50米,50km/h,卡车,紧急（去医院）,无
8888,晴天,夜晚,潮湿,100米,儿童,车道右侧,50米,50km/h,卡车,紧急（去医院）,普通车辆
8915,晴天,夜晚,潮湿,100米,儿童,车道中间,50米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
8938,晴天,夜晚,潮湿,100米,成年人,车道右侧,50米,50km/h,普通车辆,无特殊需求,应急车辆
8942,晴天,夜晚,潮湿,100米,成年人,车道右侧,50米,50km/h,应急车辆,无特殊需求,无
8958,晴天,夜晚,潮湿,100米,成年人,车道右侧,50米,50km/h,卡车,无特殊需求,普通车辆
8974,晴天,夜晚,潮湿,100米,成年人,车道右侧,100米,50km/h,普通车辆,紧急（去医院）,应急车辆
8982,晴天,夜晚,潮湿,100米,成年人,车道右侧,100米,50km/h,应急车辆,紧急（去医院）,普通车辆
9015,晴天,夜晚,潮湿,100米,儿童,车道中间,100米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
9016,晴天,夜晚,潮湿,100米,儿童,车道右侧,100米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
9021,晴天,夜晚,潮湿,100米,成年人,车道中间,100米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
9048,晴天,夜晚,潮湿,100米,儿童,车道右侧,100米,50km/h,普通车辆,无特殊需求,应急车辆
9051,晴天,夜晚,潮湿,100米,儿童,车道中间,100米,50km/h,应急车辆,无特殊需求,无
9093,晴天,夜晚,潮湿,50米,成年人,车道中间,10米,25km/h,应急车辆,紧急（去医院）,应急车辆
9099,晴天,夜晚,潮湿,50米,儿童,车道中间,10米,25km/h,卡车,紧急（去医院）,无
9110,晴天,夜晚,潮湿,50米,成年人,车道右侧,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
9115,晴天,夜晚,潮湿,50米,儿童,车道中间,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
9130,晴天,夜晚,潮湿,50米,成年人,车道右侧,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
9144,晴天,夜晚,潮湿,50米,儿童,车道右侧,10米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
9151,晴天,夜晚,潮湿,50米,儿童,车道中间,10米,25km/h,普通车辆,无特殊需求,普通车辆
9162,晴天,夜晚,潮湿,50米,成年人,车道右侧,10米,25km/h,应急车辆,无特殊需求,普通车辆
9164,晴天,夜晚,潮湿,50米,儿童,车道右侧,10米,25km/h,应急车辆,无特殊需求,普通车辆
9186,晴天,夜晚,潮湿,50米,成年人,车道右侧,50米,25km/h,普通车辆,紧急（去医院）,普通车辆
9195,晴天,夜晚,潮湿,50米,儿童,车道中间,50米,25km/h,应急车辆,紧急（去医院）,无
9199,晴天,夜晚,潮湿,50米,儿童,车道中间,50米,25km/h,应急车辆,紧急（去医院）,普通车辆
9238,晴天,夜晚,潮湿,50米,成年人,车道右侧,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
9252,晴天,夜晚,潮湿,50米,儿童,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
9264,晴天,夜晚,潮湿,50米,儿童,车道右侧,50米,25km/h,普通车辆,无特殊需求,应急车辆
9274,晴天,夜晚,潮湿,50米,成年人,车道右侧,50米,25km/h,应急车辆,无特殊需求,应急车辆
9279,晴天,夜晚,潮湿,50米,儿童,车道中间,50米,25km/h,卡车,无特殊需求,无
9296,晴天,夜晚,潮湿,50米,儿童,车道右侧,100米,25km/h,普通车辆,紧急（去医院）,普通车辆
9301,晴天,夜晚,潮湿,50米,成年人,车道中间,100米,25km/h,应急车辆,紧急（去医院）,无
9316,晴天,夜晚,潮湿,50米,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,无
9327,晴天,夜晚,潮湿,50米,儿童,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
9332,晴天,夜晚,潮湿,50米,儿童,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
9333,晴天,夜晚,潮湿,50米,成年人,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
9368,晴天,夜晚,潮湿,50米,儿童,车道右侧,100米,25km/h,普通车辆,无特殊需求,普通车辆
9388,晴天,夜晚,潮湿,50米,儿童,车道右侧,100米,25km/h,卡车,无特殊需求,无
9393,晴天,夜晚,潮湿,50米,成年人,车道中间,100米,25km/h,卡车,无特殊需求,应急车辆
9403,晴天,夜晚,潮湿,50米,儿童,车道中间,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
9407,晴天,夜晚,潮湿,50米,儿童,车道中间,10米,50km/h,普通车辆,紧急（去医院）,应急车辆
9420,晴天,夜晚,潮湿,50米,儿童,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,应急车辆
9427,晴天,夜晚,潮湿,50米,儿童,车道中间,10米,50km/h,卡车,紧急（去医院）,普通车辆
9441,晴天,夜晚,潮湿,50米,成年人,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
9444,晴天,夜晚,潮湿,50米,儿童,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
9452,晴天,夜晚,潮湿,50米,儿童,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
9470,晴天,夜晚,潮湿,50米,成年人,车道右侧,10米,50km/h,普通车辆,无特殊需求,无
9499,晴天,夜晚,潮湿,50米,儿童,车道中间,10米,50km/h,卡车,无特殊需求,普通车辆
9503,晴天,夜晚,潮湿,50米,儿童,车道中间,10米,50km/h,卡车,无特殊需求,应急车辆
9543,晴天,夜晚,潮湿,50米,儿童,车道中间,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
9561,晴天,夜晚,潮湿,50米,成年人,车道中间,50米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
9562,晴天,夜晚,潮湿,50米,成年人,车道右侧,50米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
9564,晴天,夜晚,潮湿,50米,儿童,车道右侧,50米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
9568,晴天,夜晚,潮湿,50米,儿童,车道右侧,50米,50km/h,卡车,赶时间（通勤或赶飞机）,无
9593,晴天,夜晚,潮湿,50米,成年人,车道中间,50米,50km/h,应急车辆,无特殊需求,普通车辆
9611,晴天,夜晚,潮湿,50米,儿童,车道中间,50米,50km/h,卡车,无特殊需求,应急车辆
9631,晴天,夜晚,潮湿,50米,儿童,车道中间,100米,50km/h,应急车辆,紧急（去医院）,普通车辆
9647,晴天,夜晚,潮湿,50米,儿童,车道中间,100米,50km/h,卡车,紧急（去医院）,应急车辆
9676,晴天,夜晚,潮湿,50米,儿童,车道右侧,100米,50km/h,卡车,赶时间（通勤或赶飞机）,无
9682,晴天,夜晚,潮湿,50米,成年人,车道右侧,100米,50km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
9683,晴天,夜晚,潮湿,50米,儿童,车道中间,100米,50km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
9686,晴天,夜晚,潮湿,50米,成年人,车道右侧,100米,50km/h,普通车辆,无特殊需求,无
9702,晴天,夜晚,潮湿,50米,成年人,车道右侧,100米,50km/h,应急车辆,无特殊需求,普通车辆
9709,晴天,夜晚,潮湿,50米,成年人,车道中间,100米,50km/h,卡车,无特殊需求,无
9752,晴天,夜晚,潮湿,20米,儿童,车道右侧,10米,25km/h,卡车,紧急（去医院）,普通车辆
9761,晴天,夜晚,潮湿,20米,成年人,车道中间,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
9774,晴天,夜晚,潮湿,20米,成年人,车道右侧,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
9779,晴天,夜晚,潮湿,20米,儿童,车道中间,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
9786,晴天,夜晚,潮湿,20米,成年人,车道右侧,10米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
9812,晴天,夜晚,潮湿,20米,儿童,车道右侧,10米,25km/h,应急车辆,无特殊需求,普通车辆
9846,晴天,夜晚,潮湿,20米,成年人,车道右侧,50米,25km/h,应急车辆,紧急（去医院）,普通车辆
9865,晴天,夜晚,潮湿,20米,成年人,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
9889,晴天,夜晚,潮湿,20米,成年人,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,无
9936,晴天,夜晚,潮湿,20米,儿童,车道右侧,50米,25km/h,卡车,无特殊需求,应急车辆
9977,晴天,夜晚,潮湿,20米,成年人,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
9984,晴天,夜晚,潮湿,20米,儿童,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
10008,晴天,夜晚,潮湿,20米,儿童,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
10014,晴天,夜晚,潮湿,20米,成年人,车道右侧,100米,25km/h,普通车辆,无特殊需求,普通车辆
10034,晴天,夜晚,潮湿,20米,成年人,车道右侧,100米,25km/h,卡车,无特殊需求,无
10039,晴天,夜晚,潮湿,20米,儿童,车道中间,100米,25km/h,卡车,无特殊需求,普通车辆
10040,晴天,夜晚,潮湿,20米,儿童,车道右侧,100米,25km/h,卡车,无特殊需求,普通车辆
10050,晴天,夜晚,潮湿,20米,成年人,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
10084,晴天,夜晚,潮湿,20米,儿童,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
10090,晴天,夜晚,潮湿,20米,成年人,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
10105,晴天,夜晚,潮湿,20米,成年人,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,无
10106,晴天,夜晚,潮湿,20米,成年人,车道右侧,10米,50km/h,卡车,赶时间（通勤或赶飞机）,无
10126,晴天,夜晚,潮湿,20米,成年人,车道右侧,10米,50km/h,普通车辆,无特殊需求,应急车辆
10129,晴天,夜晚,潮湿,20米,成年人,车道中间,10米,50km/h,应急车辆,无特殊需求,无
10150,晴天,夜晚,潮湿,20米,成年人,车道右侧,10米,50km/h,卡车,无特殊需求,应急车辆
10169,晴天,夜晚,潮湿,20米,成年人,车道中间,50米,50km/h,应急车辆,紧急（去医院）,普通车辆
