id,weather,time,road_condition,merging_vehicle_speed,merging_gap,merging_vehicle_type,mainstream_front_space,occupant_requirement,ego_role,ego_state,ego_distance,ego_velocity,following_vehicle
65647,sunny,night,dry,35km/h,10m,normal car,50m,urgent (to hospital),emergency vehicle,approaching,100m,80km/h,normal car
65855,sunny,night,dry,35km/h,10m,truck,50m,urgent (to hospital),normal car,approaching,100m,50km/h,none
65915,sunny,night,dry,35km/h,10m,truck,50m,urgent (to hospital),truck,approaching,10m,50km/h,none
65990,sunny,night,dry,35km/h,10m,truck,50m,hurry (commute or flight),truck,approaching,100m,50km/h,none
66044,sunny,night,dry,35km/h,10m,truck,50m,none,emergency vehicle,approaching,100m,50km/h,none
66110,sunny,night,dry,35km/h,10m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,50m,50km/h,normal car
66211,sunny,night,dry,35km/h,10m,emergency vehicle,50m,hurry (commute or flight),emergency vehicle,approaching,10m,80km/h,none
66423,sunny,night,dry,35km/h,50m,normal car,50m,hurry (commute or flight),normal car,approaching,100m,30km/h,none
66508,sunny,night,dry,35km/h,50m,normal car,50m,none,normal car,approaching,10m,80km/h,none
66881,sunny,night,dry,35km/h,50m,emergency vehicle,50m,urgent (to hospital),truck,approaching,100m,50km/h,none
67162,sunny,night,dry,35km/h,100m,normal car,50m,hurry (commute or flight),normal car,approaching,50m,80km/h,normal car
67328,sunny,night,dry,35km/h,100m,truck,50m,urgent (to hospital),normal car,approaching,10m,50km/h,normal car
67349,sunny,night,dry,35km/h,100m,truck,50m,urgent (to hospital),emergency vehicle,approaching,100m,50km/h,normal car
67474,sunny,night,dry,35km/h,100m,truck,50m,none,normal car,approaching,100m,80km/h,none
67596,sunny,night,dry,35km/h,100m,emergency vehicle,50m,urgent (to hospital),emergency vehicle,approaching,50m,30km/h,normal car
67717,sunny,night,dry,35km/h,100m,emergency vehicle,50m,none,normal car,approaching,100m,80km/h,none
67808,sunny,night,dry,60km/h,50m,normal car,50m,urgent (to hospital),normal car,approaching,100m,50km/h,normal car
67827,sunny,night,dry,60km/h,50m,normal car,50m,urgent (to hospital),emergency vehicle,approaching,100m,30km/h,none
68024,sunny,night,dry,60km/h,50m,normal car,50m,none,truck,approaching,100m,50km/h,normal car
68395,sunny,night,dry,60km/h,50m,emergency vehicle,50m,hurry (commute or flight),emergency vehicle,approaching,50m,80km/h,none
69064,sunny,night,dry,60km/h,100m,emergency vehicle,50m,urgent (to hospital),emergency vehicle,approaching,10m,80km/h,emergency vehicle
69243,sunny,night,dry,60km/h,100m,emergency vehicle,50m,none,truck,approaching,50m,30km/h,normal car
69276,sunny,night,dry,60km/h,150m,normal car,50m,urgent (to hospital),normal car,approaching,100m,30km/h,emergency vehicle
69559,sunny,night,dry,60km/h,150m,truck,50m,urgent (to hospital),truck,approaching,10m,80km/h,none
69595,sunny,night,dry,60km/h,150m,truck,50m,hurry (commute or flight),normal car,approaching,10m,80km/h,normal car
70264,sunny,night,dry,100km/h,100m,truck,50m,urgent (to hospital),emergency vehicle,approaching,100m,80km/h,normal car
70402,sunny,night,dry,100km/h,100m,truck,50m,none,normal car,approaching,50m,80km/h,normal car
70407,sunny,night,dry,100km/h,100m,truck,50m,none,normal car,approaching,10m,30km/h,normal car
70437,sunny,night,dry,100km/h,100m,truck,50m,none,emergency vehicle,approaching,100m,30km/h,emergency vehicle
70627,sunny,night,dry,100km/h,100m,emergency vehicle,50m,hurry (commute or flight),truck,approaching,50m,80km/h,emergency vehicle
70642,sunny,night,dry,100km/h,100m,emergency vehicle,50m,none,normal car,approaching,100m,80km/h,normal car
70778,sunny,night,dry,100km/h,150m,normal car,50m,urgent (to hospital),truck,approaching,100m,50km/h,normal car
70883,sunny,night,dry,100km/h,150m,normal car,50m,none,normal car,approaching,10m,50km/h,none
71206,sunny,night,dry,100km/h,150m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,10m,80km/h,none
71573,sunny,night,dry,100km/h,200m,normal car,50m,hurry (commute or flight),emergency vehicle,approaching,50m,50km/h,emergency vehicle
71604,sunny,night,dry,100km/h,200m,normal car,50m,hurry (commute or flight),truck,approaching,10m,30km/h,emergency vehicle
71970,sunny,night,dry,100km/h,200m,emergency vehicle,50m,urgent (to hospital),emergency vehicle,approaching,50m,30km/h,normal car
72030,sunny,night,dry,100km/h,200m,emergency vehicle,50m,hurry (commute or flight),normal car,approaching,100m,30km/h,emergency vehicle
72172,sunny,night,dry,35km/h,10m,normal car,20m,urgent (to hospital),normal car,approaching,100m,80km/h,none
72409,sunny,night,dry,35km/h,10m,normal car,20m,none,truck,approaching,50m,80km/h,emergency vehicle
72431,sunny,night,dry,35km/h,10m,truck,20m,urgent (to hospital),normal car,approaching,10m,50km/h,normal car
72870,sunny,night,dry,35km/h,10m,emergency vehicle,20m,none,emergency vehicle,approaching,50m,30km/h,emergency vehicle
72959,sunny,night,dry,35km/h,50m,normal car,20m,urgent (to hospital),truck,approaching,50m,50km/h,none
73116,sunny,night,dry,35km/h,50m,normal car,20m,none,emergency vehicle,approaching,10m,30km/h,emergency vehicle
73477,sunny,night,dry,35km/h,50m,emergency vehicle,20m,hurry (commute or flight),normal car,approaching,100m,80km/h,normal car
73585,sunny,night,dry,35km/h,50m,emergency vehicle,20m,none,emergency vehicle,approaching,100m,80km/h,normal car
73971,sunny,night,dry,35km/h,100m,truck,20m,hurry (commute or flight),normal car,approaching,10m,30km/h,normal car
73983,sunny,night,dry,35km/h,100m,truck,20m,hurry (commute or flight),emergency vehicle,approaching,100m,30km/h,none
74225,sunny,night,dry,35km/h,100m,emergency vehicle,20m,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,none
74280,sunny,night,dry,35km/h,100m,emergency vehicle,20m,none,normal car,approaching,100m,30km/h,none
74426,sunny,night,dry,60km/h,50m,normal car,20m,urgent (to hospital),truck,approaching,50m,50km/h,normal car
74811,sunny,night,dry,60km/h,50m,truck,20m,none,emergency vehicle,approaching,100m,30km/h,emergency vehicle
74883,sunny,night,dry,60km/h,50m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,100m,30km/h,normal car
75005,sunny,night,dry,60km/h,50m,emergency vehicle,20m,hurry (commute or flight),truck,approaching,10m,50km/h,emergency vehicle
75200,sunny,night,dry,60km/h,100m,normal car,20m,hurry (commute or flight),emergency vehicle,approaching,50m,50km/h,none
75338,sunny,night,dry,60km/h,100m,truck,20m,urgent (to hospital),normal car,approaching,10m,50km/h,none
75462,sunny,night,dry,60km/h,100m,truck,20m,hurry (commute or flight),emergency vehicle,approaching,50m,30km/h,emergency vehicle
75468,sunny,night,dry,60km/h,100m,truck,20m,hurry (commute or flight),truck,approaching,100m,30km/h,none
75526,sunny,night,dry,60km/h,100m,truck,20m,none,emergency vehicle,approaching,10m,80km/h,none
75557,sunny,night,dry,60km/h,100m,truck,20m,none,truck,approaching,100m,50km/h,normal car
75944,sunny,night,dry,60km/h,150m,normal car,20m,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,emergency vehicle
76080,sunny,night,dry,60km/h,150m,truck,20m,urgent (to hospital),normal car,approaching,100m,30km/h,emergency vehicle
76139,sunny,night,dry,60km/h,150m,truck,20m,urgent (to hospital),truck,approaching,10m,50km/h,emergency vehicle
76201,sunny,night,dry,60km/h,150m,truck,20m,hurry (commute or flight),truck,approaching,10m,80km/h,none
76283,sunny,night,dry,60km/h,150m,truck,20m,none,truck,approaching,10m,50km/h,none
76598,sunny,night,dry,100km/h,100m,normal car,20m,urgent (to hospital),emergency vehicle,approaching,10m,50km/h,emergency vehicle
76833,sunny,night,dry,100km/h,100m,truck,20m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,normal car
76953,sunny,night,dry,100km/h,100m,truck,20m,none,normal car,approaching,100m,30km/h,none
77003,sunny,night,dry,100km/h,100m,truck,20m,none,emergency vehicle,approaching,10m,50km/h,emergency vehicle
77216,sunny,night,dry,100km/h,100m,emergency vehicle,20m,none,normal car,approaching,50m,50km/h,emergency vehicle
77270,sunny,night,dry,100km/h,100m,emergency vehicle,20m,none,truck,approaching,50m,50km/h,emergency vehicle
77502,sunny,night,dry,100km/h,150m,normal car,20m,none,truck,approaching,100m,30km/h,normal car
77692,sunny,night,dry,100km/h,150m,truck,20m,none,normal car,approaching,50m,80km/h,normal car
77753,sunny,night,dry,100km/h,150m,truck,20m,none,truck,approaching,100m,50km/h,emergency vehicle
78160,sunny,night,dry,100km/h,200m,normal car,20m,hurry (commute or flight),truck,approaching,50m,80km/h,emergency vehicle
78356,sunny,night,dry,100km/h,200m,truck,20m,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,none
78436,sunny,night,dry,100km/h,200m,truck,20m,none,emergency vehicle,approaching,100m,80km/h,none
78502,sunny,night,dry,100km/h,200m,emergency vehicle,20m,urgent (to hospital),normal car,approaching,50m,80km/h,normal car
78771,sunny,night,wet,35km/h,10m,normal car,free,urgent (to hospital),emergency vehicle,approaching,100m,30km/h,normal car
78824,sunny,night,wet,35km/h,10m,normal car,free,hurry (commute or flight),normal car,approaching,100m,50km/h,normal car
79094,sunny,night,wet,35km/h,10m,truck,free,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,normal car
79112,sunny,night,wet,35km/h,10m,truck,free,hurry (commute or flight),truck,approaching,100m,50km/h,none
79168,sunny,night,wet,35km/h,10m,truck,free,none,emergency vehicle,approaching,50m,80km/h,none
79183,sunny,night,wet,35km/h,10m,truck,free,none,emergency vehicle,approaching,100m,80km/h,emergency vehicle
79305,sunny,night,wet,35km/h,10m,emergency vehicle,free,hurry (commute or flight),normal car,approaching,50m,30km/h,none
79346,sunny,night,wet,35km/h,10m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,emergency vehicle
79349,sunny,night,wet,35km/h,10m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,50m,50km/h,emergency vehicle
79557,sunny,night,wet,35km/h,50m,normal car,free,hurry (commute or flight),normal car,approaching,50m,30km/h,normal car
79744,sunny,night,wet,35km/h,50m,truck,free,urgent (to hospital),emergency vehicle,approaching,50m,80km/h,normal car
79799,sunny,night,wet,35km/h,50m,truck,free,hurry (commute or flight),normal car,approaching,50m,50km/h,normal car
80071,sunny,night,wet,35km/h,50m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,10m,80km/h,normal car
80505,sunny,night,wet,35km/h,100m,truck,free,urgent (to hospital),truck,approaching,10m,30km/h,normal car
80541,sunny,night,wet,35km/h,100m,truck,free,hurry (commute or flight),normal car,approaching,10m,30km/h,emergency vehicle
80614,sunny,night,wet,35km/h,100m,truck,free,none,normal car,approaching,100m,80km/h,emergency vehicle
80684,sunny,night,wet,35km/h,100m,emergency vehicle,free,urgent (to hospital),normal car,approaching,10m,50km/h,none
80780,sunny,night,wet,35km/h,100m,emergency vehicle,free,hurry (commute or flight),normal car,approaching,50m,50km/h,emergency vehicle
80924,sunny,night,wet,60km/h,50m,normal car,free,urgent (to hospital),normal car,approaching,50m,50km/h,none
80938,sunny,night,wet,60km/h,50m,normal car,free,urgent (to hospital),normal car,approaching,100m,80km/h,emergency vehicle
81058,sunny,night,wet,60km/h,50m,normal car,free,hurry (commute or flight),truck,approaching,50m,80km/h,none
81523,sunny,night,wet,60km/h,50m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,normal car
81539,sunny,night,wet,60km/h,50m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,10m,50km/h,emergency vehicle
81632,sunny,night,wet,60km/h,50m,emergency vehicle,free,none,truck,approaching,100m,50km/h,normal car
81820,sunny,night,wet,60km/h,100m,normal car,free,none,normal car,approaching,100m,80km/h,normal car
81884,sunny,night,wet,60km/h,100m,normal car,free,none,truck,approaching,100m,50km/h,emergency vehicle
81954,sunny,night,wet,60km/h,100m,truck,free,urgent (to hospital),truck,approaching,10m,30km/h,none
81985,sunny,night,wet,60km/h,100m,truck,free,hurry (commute or flight),normal car,approaching,50m,80km/h,normal car
82023,sunny,night,wet,60km/h,100m,truck,free,hurry (commute or flight),emergency vehicle,approaching,50m,30km/h,emergency vehicle
82044,sunny,night,wet,60km/h,100m,truck,free,hurry (commute or flight),truck,approaching,10m,30km/h,normal car
82060,sunny,night,wet,60km/h,100m,truck,free,none,normal car,approaching,10m,80km/h,none
82360,sunny,night,wet,60km/h,100m,emergency vehicle,free,none,truck,approaching,100m,80km/h,normal car
82632,sunny,night,wet,60km/h,150m,truck,free,urgent (to hospital),normal car,approaching,100m,30km/h,normal car
82857,sunny,night,wet,60km/h,150m,truck,free,none,truck,approaching,100m,30km/h,emergency vehicle
82879,sunny,night,wet,60km/h,150m,emergency vehicle,free,urgent (to hospital),normal car,approaching,10m,80km/h,normal car
82976,sunny,night,wet,60km/h,150m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,50m,50km/h,none
83100,sunny,night,wet,60km/h,150m,emergency vehicle,free,none,truck,approaching,100m,30km/h,emergency vehicle
83129,sunny,night,wet,100km/h,100m,normal car,free,urgent (to hospital),normal car,approaching,50m,50km/h,emergency vehicle
83459,sunny,night,wet,100km/h,100m,truck,free,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,none
83478,sunny,night,wet,100km/h,100m,truck,free,hurry (commute or flight),emergency vehicle,approaching,100m,30km/h,emergency vehicle
83557,sunny,night,wet,100km/h,100m,truck,free,none,emergency vehicle,approaching,100m,80km/h,emergency vehicle
83629,sunny,night,wet,100km/h,100m,emergency vehicle,free,urgent (to hospital),emergency vehicle,approaching,100m,80km/h,normal car
83758,sunny,night,wet,100km/h,100m,emergency vehicle,free,none,normal car,approaching,50m,80km/h,none
83775,sunny,night,wet,100km/h,100m,emergency vehicle,free,none,normal car,approaching,100m,30km/h,emergency vehicle
83842,sunny,night,wet,100km/h,150m,normal car,free,urgent (to hospital),normal car,approaching,10m,80km/h,none
84279,sunny,night,wet,100km/h,150m,truck,free,none,emergency vehicle,approaching,100m,30km/h,normal car
84399,sunny,night,wet,100km/h,150m,emergency vehicle,free,urgent (to hospital),truck,approaching,50m,30km/h,emergency vehicle
84705,sunny,night,wet,100km/h,200m,normal car,free,hurry (commute or flight),truck,approaching,50m,30km/h,none
84759,sunny,night,wet,100km/h,200m,normal car,free,none,emergency vehicle,approaching,50m,30km/h,none
84966,sunny,night,wet,100km/h,200m,truck,free,hurry (commute or flight),truck,approaching,50m,30km/h,emergency vehicle
85379,sunny,night,wet,35km/h,10m,normal car,100m,hurry (commute or flight),normal car,approaching,50m,50km/h,none
85577,sunny,night,wet,35km/h,10m,truck,100m,urgent (to hospital),emergency vehicle,approaching,50m,50km/h,normal car
85905,sunny,night,wet,35km/h,10m,emergency vehicle,100m,hurry (commute or flight),emergency vehicle,approaching,10m,30km/h,normal car
85984,sunny,night,wet,35km/h,10m,emergency vehicle,100m,none,emergency vehicle,approaching,10m,80km/h,normal car
86105,sunny,night,wet,35km/h,50m,normal car,100m,hurry (commute or flight),normal car,approaching,100m,50km/h,none
86244,sunny,night,wet,35km/h,50m,normal car,100m,none,truck,approaching,50m,30km/h,none
86442,sunny,night,wet,35km/h,50m,truck,100m,none,normal car,approaching,50m,30km/h,normal car
86655,sunny,night,wet,35km/h,50m,emergency vehicle,100m,hurry (commute or flight),truck,approaching,100m,30km/h,normal car
86790,sunny,night,wet,35km/h,100m,normal car,100m,urgent (to hospital),emergency vehicle,approaching,100m,30km/h,normal car
86836,sunny,night,wet,35km/h,100m,normal car,100m,hurry (commute or flight),normal car,approaching,50m,80km/h,none
86965,sunny,night,wet,35km/h,100m,normal car,100m,none,emergency vehicle,approaching,10m,80km/h,emergency vehicle
87093,sunny,night,wet,35km/h,100m,truck,100m,hurry (commute or flight),normal car,approaching,10m,30km/h,normal car
87210,sunny,night,wet,35km/h,100m,truck,100m,none,emergency vehicle,approaching,10m,30km/h,emergency vehicle
87217,sunny,night,wet,35km/h,100m,truck,100m,none,truck,approaching,10m,80km/h,none
87342,sunny,night,wet,35km/h,100m,emergency vehicle,100m,hurry (commute or flight),normal car,approaching,50m,30km/h,emergency vehicle
87460,sunny,night,wet,35km/h,100m,emergency vehicle,100m,none,truck,approaching,10m,80km/h,none
87625,sunny,night,wet,60km/h,50m,normal car,100m,hurry (commute or flight),truck,approaching,100m,80km/h,normal car
87798,sunny,night,wet,60km/h,50m,truck,100m,urgent (to hospital),truck,approaching,100m,30km/h,emergency vehicle
88046,sunny,night,wet,60km/h,50m,emergency vehicle,100m,urgent (to hospital),truck,approaching,10m,50km/h,emergency vehicle
88245,sunny,night,wet,60km/h,100m,normal car,100m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,none
88255,sunny,night,wet,60km/h,100m,normal car,100m,urgent (to hospital),emergency vehicle,approaching,100m,80km/h,emergency vehicle
88493,sunny,night,wet,60km/h,100m,truck,100m,urgent (to hospital),emergency vehicle,approaching,50m,50km/h,normal car
88526,sunny,night,wet,60km/h,100m,truck,100m,urgent (to hospital),truck,approaching,100m,50km/h,emergency vehicle
88597,sunny,night,wet,60km/h,100m,truck,100m,hurry (commute or flight),truck,approaching,100m,80km/h,normal car
88740,sunny,night,wet,60km/h,100m,emergency vehicle,100m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,normal car
88815,sunny,night,wet,60km/h,100m,emergency vehicle,100m,hurry (commute or flight),emergency vehicle,approaching,100m,30km/h,normal car
88892,sunny,night,wet,60km/h,100m,emergency vehicle,100m,none,emergency vehicle,approaching,10m,50km/h,none
88896,sunny,night,wet,60km/h,100m,emergency vehicle,100m,none,emergency vehicle,approaching,100m,30km/h,normal car
89123,sunny,night,wet,60km/h,150m,normal car,100m,none,normal car,approaching,50m,50km/h,emergency vehicle
89161,sunny,night,wet,60km/h,150m,normal car,100m,none,truck,approaching,10m,80km/h,none
89199,sunny,night,wet,60km/h,150m,truck,100m,urgent (to hospital),normal car,approaching,10m,30km/h,normal car
89306,sunny,night,wet,60km/h,150m,truck,100m,hurry (commute or flight),emergency vehicle,approaching,10m,50km/h,normal car
89482,sunny,night,wet,60km/h,150m,emergency vehicle,100m,urgent (to hospital),truck,approaching,50m,80km/h,none
89666,sunny,night,wet,60km/h,150m,emergency vehicle,100m,none,truck,approaching,10m,50km/h,emergency vehicle
89776,sunny,night,wet,100km/h,100m,normal car,100m,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,none
89881,sunny,night,wet,100km/h,100m,normal car,100m,none,emergency vehicle,approaching,10m,80km/h,emergency vehicle
89930,sunny,night,wet,100km/h,100m,truck,100m,urgent (to hospital),normal car,approaching,100m,50km/h,emergency vehicle
90040,sunny,night,wet,100km/h,100m,truck,100m,hurry (commute or flight),emergency vehicle,approaching,50m,80km/h,emergency vehicle
90079,sunny,night,wet,100km/h,100m,truck,100m,none,normal car,approaching,10m,80km/h,none
90109,sunny,night,wet,100km/h,100m,truck,100m,none,emergency vehicle,approaching,100m,80km/h,normal car
90189,sunny,night,wet,100km/h,100m,emergency vehicle,100m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,none
90661,sunny,night,wet,100km/h,150m,truck,100m,urgent (to hospital),normal car,approaching,50m,80km/h,emergency vehicle
90738,sunny,night,wet,100km/h,150m,truck,100m,hurry (commute or flight),normal car,approaching,10m,30km/h,normal car
90779,sunny,night,wet,100km/h,150m,truck,100m,hurry (commute or flight),truck,approaching,50m,50km/h,none
90797,sunny,night,wet,100km/h,150m,truck,100m,hurry (commute or flight),truck,approaching,50m,50km/h,emergency vehicle
90885,sunny,night,wet,100km/h,150m,emergency vehicle,100m,urgent (to hospital),normal car,approaching,100m,30km/h,none
91202,sunny,night,wet,100km/h,200m,normal car,100m,urgent (to hospital),truck,approaching,50m,50km/h,emergency vehicle
91446,sunny,night,wet,100km/h,200m,truck,100m,urgent (to hospital),truck,approaching,50m,30km/h,emergency vehicle
91525,sunny,night,wet,100km/h,200m,truck,100m,hurry (commute or flight),truck,approaching,50m,80km/h,emergency vehicle
91537,sunny,night,wet,100km/h,200m,truck,100m,none,normal car,approaching,10m,80km/h,none
91818,sunny,night,wet,100km/h,200m,emergency vehicle,100m,none,emergency vehicle,approaching,10m,30km/h,normal car
92024,sunny,night,wet,35km/h,10m,normal car,50m,none,normal car,approaching,10m,50km/h,none
92281,sunny,night,wet,35km/h,10m,truck,50m,none,normal car,approaching,50m,80km/h,emergency vehicle
92360,sunny,night,wet,35km/h,10m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,100m,50km/h,emergency vehicle
92619,sunny,night,wet,35km/h,50m,normal car,50m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,none
92797,sunny,night,wet,35km/h,50m,normal car,50m,none,emergency vehicle,approaching,10m,80km/h,emergency vehicle
93147,sunny,night,wet,35km/h,50m,emergency vehicle,50m,urgent (to hospital),truck,approaching,50m,30km/h,emergency vehicle
93215,sunny,night,wet,35km/h,50m,emergency vehicle,50m,hurry (commute or flight),truck,approaching,100m,50km/h,normal car
93337,sunny,night,wet,35km/h,100m,normal car,50m,urgent (to hospital),normal car,approaching,10m,80km/h,emergency vehicle
93364,sunny,night,wet,35km/h,100m,normal car,50m,urgent (to hospital),emergency vehicle,approaching,10m,80km/h,emergency vehicle
93370,sunny,night,wet,35km/h,100m,normal car,50m,urgent (to hospital),truck,approaching,50m,80km/h,none
93587,sunny,night,wet,35km/h,100m,truck,50m,urgent (to hospital),emergency vehicle,approaching,50m,50km/h,none
93593,sunny,night,wet,35km/h,100m,truck,50m,urgent (to hospital),emergency vehicle,approaching,100m,50km/h,normal car
93856,sunny,night,wet,35km/h,100m,emergency vehicle,50m,urgent (to hospital),truck,approaching,50m,80km/h,none
93867,sunny,night,wet,35km/h,100m,emergency vehicle,50m,urgent (to hospital),truck,approaching,50m,30km/h,normal car
94107,sunny,night,wet,60km/h,50m,normal car,50m,urgent (to hospital),truck,approaching,100m,30km/h,normal car
94179,sunny,night,wet,60km/h,50m,normal car,50m,hurry (commute or flight),truck,approaching,100m,30km/h,none
94421,sunny,night,wet,60km/h,50m,truck,50m,hurry (commute or flight),truck,approaching,100m,50km/h,none
94482,sunny,night,wet,60km/h,50m,truck,50m,none,emergency vehicle,approaching,10m,30km/h,none
94695,sunny,night,wet,60km/h,50m,emergency vehicle,50m,none,normal car,approaching,50m,30km/h,none
94763,sunny,night,wet,60km/h,50m,emergency vehicle,50m,none,truck,approaching,100m,50km/h,emergency vehicle
94988,sunny,night,wet,60km/h,100m,normal car,50m,none,truck,approaching,100m,50km/h,none
95089,sunny,night,wet,60km/h,100m,truck,50m,urgent (to hospital),truck,approaching,50m,80km/h,emergency vehicle
95110,sunny,night,wet,60km/h,100m,truck,50m,hurry (commute or flight),normal car,approaching,10m,80km/h,normal car
95394,sunny,night,wet,60km/h,100m,emergency vehicle,50m,hurry (commute or flight),truck,approaching,100m,30km/h,none
95538,sunny,night,wet,60km/h,150m,normal car,50m,urgent (to hospital),emergency vehicle,approaching,100m,30km/h,normal car
95664,sunny,night,wet,60km/h,150m,normal car,50m,none,normal car,approaching,100m,30km/h,none
95667,sunny,night,wet,60km/h,150m,normal car,50m,none,normal car,approaching,50m,30km/h,none
95862,sunny,night,wet,60km/h,150m,truck,50m,hurry (commute or flight),emergency vehicle,approaching,100m,30km/h,normal car
95909,sunny,night,wet,60km/h,150m,truck,50m,none,normal car,approaching,50m,50km/h,none
95944,sunny,night,wet,60km/h,150m,truck,50m,none,emergency vehicle,approaching,50m,80km/h,normal car
96137,sunny,night,wet,60km/h,150m,emergency vehicle,50m,hurry (commute or flight),truck,approaching,10m,50km/h,normal car
96175,sunny,night,wet,60km/h,150m,emergency vehicle,50m,none,emergency vehicle,approaching,100m,80km/h,none
96190,sunny,night,wet,60km/h,150m,emergency vehicle,50m,none,emergency vehicle,approaching,10m,80km/h,normal car
96292,sunny,night,wet,100km/h,100m,normal car,50m,urgent (to hospital),truck,approaching,100m,80km/h,normal car
96416,sunny,night,wet,100km/h,100m,normal car,50m,none,normal car,approaching,10m,50km/h,emergency vehicle
96552,sunny,night,wet,100km/h,100m,truck,50m,urgent (to hospital),truck,approaching,10m,30km/h,emergency vehicle
96964,sunny,night,wet,100km/h,150m,normal car,50m,urgent (to hospital),normal car,approaching,10m,80km/h,none
97051,sunny,night,wet,100km/h,150m,normal car,50m,hurry (commute or flight),normal car,approaching,50m,80km/h,normal car
97370,sunny,night,wet,100km/h,150m,truck,50m,none,normal car,approaching,10m,50km/h,none
97378,sunny,night,wet,100km/h,150m,truck,50m,none,normal car,approaching,10m,80km/h,normal car
97608,sunny,night,wet,100km/h,150m,emergency vehicle,50m,none,normal car,approaching,100m,30km/h,none
97656,sunny,night,wet,100km/h,150m,emergency vehicle,50m,none,emergency vehicle,approaching,50m,30km/h,emergency vehicle
97746,sunny,night,wet,100km/h,200m,normal car,50m,urgent (to hospital),truck,approaching,50m,30km/h,none
97809,sunny,night,wet,100km/h,200m,normal car,50m,hurry (commute or flight),emergency vehicle,approaching,50m,30km/h,normal car
97878,sunny,night,wet,100km/h,200m,normal car,50m,none,emergency vehicle,approaching,100m,30km/h,none
97917,sunny,night,wet,100km/h,200m,normal car,50m,none,truck,approaching,50m,30km/h,normal car
98071,sunny,night,wet,100km/h,200m,truck,50m,hurry (commute or flight),truck,approaching,10m,80km/h,none
98126,sunny,night,wet,100km/h,200m,truck,50m,none,emergency vehicle,approaching,10m,50km/h,none
98141,sunny,night,wet,100km/h,200m,truck,50m,none,emergency vehicle,approaching,50m,50km/h,emergency vehicle
98144,sunny,night,wet,100km/h,200m,truck,50m,none,emergency vehicle,approaching,10m,50km/h,emergency vehicle
98462,sunny,night,wet,35km/h,10m,normal car,20m,urgent (to hospital),emergency vehicle,approaching,100m,50km/h,emergency vehicle
98496,sunny,night,wet,35km/h,10m,normal car,20m,urgent (to hospital),truck,approaching,10m,30km/h,emergency vehicle
98710,sunny,night,wet,35km/h,10m,truck,20m,urgent (to hospital),emergency vehicle,approaching,10m,80km/h,emergency vehicle
98768,sunny,night,wet,35km/h,10m,truck,20m,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,none
98937,sunny,night,wet,35km/h,10m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,none
98982,sunny,night,wet,35km/h,10m,emergency vehicle,20m,urgent (to hospital),truck,approaching,10m,30km/h,emergency vehicle
99020,sunny,night,wet,35km/h,10m,emergency vehicle,20m,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,normal car
99085,sunny,night,wet,35km/h,10m,emergency vehicle,20m,none,normal car,approaching,50m,80km/h,emergency vehicle
99147,sunny,night,wet,35km/h,50m,normal car,20m,urgent (to hospital),normal car,approaching,100m,30km/h,none
99227,sunny,night,wet,35km/h,50m,normal car,20m,hurry (commute or flight),normal car,approaching,100m,50km/h,none
99463,sunny,night,wet,35km/h,50m,truck,20m,urgent (to hospital),truck,approaching,50m,80km/h,emergency vehicle
99506,sunny,night,wet,35km/h,50m,truck,20m,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,normal car
99538,sunny,night,wet,35km/h,50m,truck,20m,hurry (commute or flight),truck,approaching,10m,80km/h,normal car
99544,sunny,night,wet,35km/h,50m,truck,20m,hurry (commute or flight),truck,approaching,50m,80km/h,emergency vehicle
99713,sunny,night,wet,35km/h,50m,emergency vehicle,20m,hurry (commute or flight),normal car,approaching,100m,50km/h,none
99842,sunny,night,wet,35km/h,50m,emergency vehicle,20m,none,emergency vehicle,approaching,50m,50km/h,emergency vehicle
100061,sunny,night,wet,35km/h,100m,normal car,20m,none,normal car,approaching,10m,50km/h,emergency vehicle
100099,sunny,night,wet,35km/h,100m,normal car,20m,none,truck,approaching,100m,80km/h,normal car
