id,天气,时间,路况,并车车速,并车与本车距,并车车辆类型,主车道前方空隙,乘客需求,本车角色,本车状态,本车距合流点距离,本车速度,后车类型
107911,雨天,白天,干燥,60公里/小时,100米,普通轿车,畅通,紧急（送医）,普通轿车,接近中,100米,80公里/小时,应急车辆
107917,雨天,白天,干燥,60公里/小时,100米,普通轿车,畅通,紧急（送医）,普通轿车,接近中,10米,80公里/小时,应急车辆
108080,雨天,白天,干燥,60公里/小时,100米,普通轿车,畅通,无特殊需求,普通轿车,接近中,10米,50公里/小时,应急车辆
108138,雨天,白天,干燥,60公里/小时,100米,卡车,畅通,紧急（送医）,普通轿车,接近中,100米,30公里/小时,无
108219,雨天,白天,干燥,60公里/小时,100米,卡车,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,30公里/小时,无
108222,雨天,白天,干燥,60公里/小时,100米,卡车,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,30公里/小时,无
108484,雨天,白天,干燥,60公里/小时,100米,应急车辆,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,80公里/小时,应急车辆
108623,雨天,白天,干燥,60公里/小时,150米,普通轿车,畅通,紧急（送医）,普通轿车,接近中,100米,50公里/小时,无
109139,雨天,白天,干燥,60公里/小时,150米,应急车辆,畅通,紧急（送医）,应急车辆,接近中,50米,50公里/小时,无
109202,雨天,白天,干燥,60公里/小时,150米,应急车辆,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,50公里/小时,普通轿车
109254,雨天,白天,干燥,60公里/小时,150米,应急车辆,畅通,赶时间（通勤/赶飞机）,卡车,接近中,100米,30公里/小时,普通轿车
109308,雨天,白天,干燥,60公里/小时,150米,应急车辆,畅通,无特殊需求,应急车辆,接近中,100米,30公里/小时,普通轿车
109570,雨天,白天,干燥,100公里/小时,100米,普通轿车,畅通,无特殊需求,卡车,接近中,50米,80公里/小时,无
109582,雨天,白天,干燥,100公里/小时,100米,普通轿车,畅通,无特殊需求,卡车,接近中,10米,80公里/小时,普通轿车
109678,雨天,白天,干燥,100公里/小时,100米,卡车,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,80公里/小时,无
109843,雨天,白天,干燥,100公里/小时,100米,应急车辆,畅通,紧急（送医）,普通轿车,接近中,10米,80公里/小时,无
110097,雨天,白天,干燥,100公里/小时,150米,普通轿车,畅通,紧急（送医）,普通轿车,接近中,10米,30公里/小时,普通轿车
110142,雨天,白天,干燥,100公里/小时,150米,普通轿车,畅通,紧急（送医）,卡车,接近中,10米,30公里/小时,无
110439,雨天,白天,干燥,100公里/小时,150米,卡车,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,30公里/小时,无
110514,雨天,白天,干燥,100公里/小时,150米,卡车,畅通,无特殊需求,应急车辆,接近中,100米,30公里/小时,无
110674,雨天,白天,干燥,100公里/小时,150米,应急车辆,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,80公里/小时,无
110689,雨天,白天,干燥,100公里/小时,150米,应急车辆,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,80公里/小时,普通轿车
110816,雨天,白天,干燥,100公里/小时,200米,普通轿车,畅通,紧急（送医）,普通轿车,接近中,10米,50公里/小时,无
110903,雨天,白天,干燥,100公里/小时,200米,普通轿车,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,50公里/小时,普通轿车
111021,雨天,白天,干燥,100公里/小时,200米,普通轿车,畅通,无特殊需求,应急车辆,接近中,50米,30公里/小时,应急车辆
111102,雨天,白天,干燥,100公里/小时,200米,卡车,畅通,紧急（送医）,应急车辆,接近中,50米,30公里/小时,应急车辆
111155,雨天,白天,干燥,100公里/小时,200米,卡车,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,50公里/小时,应急车辆
111225,雨天,白天,干燥,100公里/小时,200米,卡车,畅通,无特殊需求,普通轿车,接近中,100米,30公里/小时,普通轿车
111245,雨天,白天,干燥,100公里/小时,200米,卡车,畅通,无特殊需求,应急车辆,接近中,50米,50公里/小时,无
111323,雨天,白天,干燥,100公里/小时,200米,应急车辆,畅通,紧急（送医）,应急车辆,接近中,100米,50公里/小时,无
111495,雨天,白天,干燥,100公里/小时,200米,应急车辆,畅通,无特殊需求,应急车辆,接近中,100米,30公里/小时,普通轿车
111584,雨天,白天,干燥,35公里/小时,10米,普通轿车,100米,紧急（送医）,应急车辆,接近中,100米,50公里/小时,应急车辆
111749,雨天,白天,干燥,35公里/小时,10米,普通轿车,100米,无特殊需求,应急车辆,接近中,50米,50公里/小时,应急车辆
111860,雨天,白天,干燥,35公里/小时,10米,卡车,100米,紧急（送医）,卡车,接近中,10米,50公里/小时,应急车辆
111992,雨天,白天,干燥,35公里/小时,10米,卡车,100米,无特殊需求,应急车辆,接近中,50米,50公里/小时,应急车辆
112157,雨天,白天,干燥,35公里/小时,10米,应急车辆,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,50公里/小时,应急车辆
112336,雨天,白天,干燥,35公里/小时,50米,普通轿车,100米,紧急（送医）,卡车,接近中,10米,80公里/小时,普通轿车
112426,雨天,白天,干燥,35公里/小时,50米,普通轿车,100米,赶时间（通勤/赶飞机）,卡车,接近中,10米,80公里/小时,应急车辆
112680,雨天,白天,干燥,35公里/小时,50米,卡车,100米,无特殊需求,普通轿车,接近中,10米,30公里/小时,无
112772,雨天,白天,干燥,35公里/小时,50米,应急车辆,100米,紧急（送医）,普通轿车,接近中,100米,50公里/小时,应急车辆
112990,雨天,白天,干燥,35公里/小时,50米,应急车辆,100米,无特殊需求,卡车,接近中,50米,80公里/小时,应急车辆
113457,雨天,白天,干燥,35公里/小时,100米,卡车,100米,无特殊需求,卡车,接近中,100米,30公里/小时,无
113589,雨天,白天,干燥,35公里/小时,100米,应急车辆,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,30公里/小时,应急车辆
113751,雨天,白天,干燥,60公里/小时,50米,普通轿车,100米,紧急（送医）,普通轿车,接近中,10米,30公里/小时,应急车辆
113833,雨天,白天,干燥,60公里/小时,50米,普通轿车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,80公里/小时,无
114108,雨天,白天,干燥,60公里/小时,50米,卡车,100米,赶时间（通勤/赶飞机）,卡车,接近中,50米,30公里/小时,无
114246,雨天,白天,干燥,60公里/小时,50米,应急车辆,100米,紧急（送医）,应急车辆,接近中,10米,30公里/小时,无
114515,雨天,白天,干燥,60公里/小时,100米,普通轿车,100米,紧急（送医）,卡车,接近中,10米,50公里/小时,无
114658,雨天,白天,干燥,60公里/小时,100米,普通轿车,100米,无特殊需求,应急车辆,接近中,10米,80公里/小时,普通轿车
115123,雨天,白天,干燥,60公里/小时,100米,应急车辆,100米,无特殊需求,普通轿车,接近中,50米,80公里/小时,应急车辆
115126,雨天,白天,干燥,60公里/小时,100米,应急车辆,100米,无特殊需求,普通轿车,接近中,10米,80公里/小时,应急车辆
115203,雨天,白天,干燥,60公里/小时,150米,普通轿车,100米,紧急（送医）,普通轿车,接近中,100米,30公里/小时,应急车辆
115616,雨天,白天,干燥,60公里/小时,150米,卡车,100米,无特殊需求,应急车辆,接近中,100米,50公里/小时,无
115639,雨天,白天,干燥,60公里/小时,150米,卡车,100米,无特殊需求,应急车辆,接近中,10米,80公里/小时,应急车辆
116195,雨天,白天,干燥,100公里/小时,100米,卡车,100米,紧急（送医）,应急车辆,接近中,50米,50公里/小时,普通轿车
116467,雨天,白天,干燥,100公里/小时,100米,应急车辆,100米,紧急（送医）,卡车,接近中,10米,80公里/小时,普通轿车
116710,雨天,白天,干燥,100公里/小时,150米,普通轿车,100米,紧急（送医）,卡车,接近中,10米,80公里/小时,普通轿车
116779,雨天,白天,干燥,100公里/小时,150米,普通轿车,100米,赶时间（通勤/赶飞机）,卡车,接近中,50米,80公里/小时,无
116893,雨天,白天,干燥,100公里/小时,150米,卡车,100米,紧急（送医）,普通轿车,接近中,100米,80公里/小时,普通轿车
116903,雨天,白天,干燥,100公里/小时,150米,卡车,100米,紧急（送医）,普通轿车,接近中,100米,50公里/小时,应急车辆
116996,雨天,白天,干燥,100公里/小时,150米,卡车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,50公里/小时,无
117107,雨天,白天,干燥,100公里/小时,150米,卡车,100米,无特殊需求,卡车,接近中,10米,50公里/小时,无
117170,雨天,白天,干燥,100公里/小时,150米,应急车辆,100米,紧急（送医）,应急车辆,接近中,10米,50公里/小时,普通轿车
117260,雨天,白天,干燥,100公里/小时,150米,应急车辆,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,50公里/小时,应急车辆
117326,雨天,白天,干燥,100公里/小时,150米,应急车辆,100米,无特殊需求,应急车辆,接近中,100米,50公里/小时,普通轿车
117506,雨天,白天,干燥,100公里/小时,200米,普通轿车,100米,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,无
117574,雨天,白天,干燥,100公里/小时,200米,普通轿车,100米,无特殊需求,应急车辆,接近中,10米,80公里/小时,普通轿车
117625,雨天,白天,干燥,100公里/小时,200米,卡车,100米,紧急（送医）,普通轿车,接近中,50米,80公里/小时,普通轿车
117637,雨天,白天,干燥,100公里/小时,200米,卡车,100米,紧急（送医）,普通轿车,接近中,10米,80公里/小时,应急车辆
117643,雨天,白天,干燥,100公里/小时,200米,卡车,100米,紧急（送医）,应急车辆,接近中,50米,80公里/小时,无
118139,雨天,白天,干燥,35公里/小时,10米,普通轿车,50米,紧急（送医）,应急车辆,接近中,50米,50公里/小时,普通轿车
118420,雨天,白天,干燥,35公里/小时,10米,卡车,50米,紧急（送医）,卡车,接近中,10米,80公里/小时,应急车辆
118775,雨天,白天,干燥,35公里/小时,10米,应急车辆,50米,无特殊需求,应急车辆,接近中,100米,50公里/小时,无
118853,雨天,白天,干燥,35公里/小时,50米,普通轿车,50米,紧急（送医）,普通轿车,接近中,10米,50公里/小时,应急车辆
118930,雨天,白天,干燥,35公里/小时,50米,普通轿车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,80公里/小时,应急车辆
119056,雨天,白天,干燥,35公里/小时,50米,普通轿车,50米,无特殊需求,卡车,接近中,50米,80公里/小时,普通轿车
119117,雨天,白天,干燥,35公里/小时,50米,卡车,50米,紧急（送医）,应急车辆,接近中,100米,50公里/小时,应急车辆
119207,雨天,白天,干燥,35公里/小时,50米,卡车,50米,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,无
119227,雨天,白天,干燥,35公里/小时,50米,卡车,50米,赶时间（通勤/赶飞机）,卡车,接近中,50米,80公里/小时,应急车辆
119254,雨天,白天,干燥,35公里/小时,50米,卡车,50米,无特殊需求,普通轿车,接近中,50米,80公里/小时,应急车辆
119324,雨天,白天,干燥,35公里/小时,50米,应急车辆,50米,紧急（送医）,普通轿车,接近中,100米,50公里/小时,普通轿车
119334,雨天,白天,干燥,35公里/小时,50米,应急车辆,50米,紧急（送医）,普通轿车,接近中,100米,30公里/小时,应急车辆
119354,雨天,白天,干燥,35公里/小时,50米,应急车辆,50米,紧急（送医）,应急车辆,接近中,50米,50公里/小时,普通轿车
119377,雨天,白天,干燥,35公里/小时,50米,应急车辆,50米,紧急（送医）,卡车,接近中,100米,80公里/小时,普通轿车
119709,雨天,白天,干燥,35公里/小时,100米,普通轿车,50米,赶时间（通勤/赶飞机）,卡车,接近中,10米,30公里/小时,普通轿车
119793,雨天,白天,干燥,35公里/小时,100米,普通轿车,50米,无特殊需求,卡车,接近中,100米,30公里/小时,应急车辆
119911,雨天,白天,干燥,35公里/小时,100米,卡车,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,80公里/小时,无
119983,雨天,白天,干燥,35公里/小时,100米,卡车,50米,无特殊需求,普通轿车,接近中,50米,80公里/小时,应急车辆
120292,雨天,白天,干燥,60公里/小时,50米,普通轿车,50米,紧急（送医）,普通轿车,接近中,10米,80公里/小时,无
120436,雨天,白天,干燥,60公里/小时,50米,普通轿车,50米,赶时间（通勤/赶飞机）,卡车,接近中,10米,80公里/小时,普通轿车
120696,雨天,白天,干燥,60公里/小时,50米,卡车,50米,无特殊需求,普通轿车,接近中,50米,30公里/小时,无
120724,雨天,白天,干燥,60公里/小时,50米,卡车,50米,无特殊需求,应急车辆,接近中,10米,80公里/小时,无
120772,雨天,白天,干燥,60公里/小时,50米,应急车辆,50米,紧急（送医）,普通轿车,接近中,100米,80公里/小时,无
120811,雨天,白天,干燥,60公里/小时,50米,应急车辆,50米,紧急（送医）,应急车辆,接近中,50米,80公里/小时,普通轿车
120867,雨天,白天,干燥,60公里/小时,50米,应急车辆,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,30公里/小时,普通轿车
120941,雨天,白天,干燥,60公里/小时,50米,应急车辆,50米,无特殊需求,普通轿车,接近中,10米,50公里/小时,无
121221,雨天,白天,干燥,60公里/小时,100米,普通轿车,50米,无特殊需求,应急车辆,接近中,10米,30公里/小时,普通轿车
121556,雨天,白天,干燥,60公里/小时,100米,应急车辆,50米,紧急（送医）,卡车,接近中,100米,50公里/小时,无
121612,雨天,白天,干燥,60公里/小时,100米,应急车辆,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,80公里/小时,无
121623,雨天,白天,干燥,60公里/小时,100米,应急车辆,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,30公里/小时,普通轿车
121694,雨天,白天,干燥,60公里/小时,100米,应急车辆,50米,无特殊需求,应急车辆,接近中,50米,50公里/小时,无
121742,雨天,白天,干燥,60公里/小时,100米,应急车辆,50米,无特殊需求,卡车,接近中,10米,50公里/小时,应急车辆
121815,雨天,白天,干燥,60公里/小时,150米,普通轿车,50米,紧急（送医）,卡车,接近中,10米,30公里/小时,普通轿车
121829,雨天,白天,干燥,60公里/小时,150米,普通轿车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,50公里/小时,无
121929,雨天,白天,干燥,60公里/小时,150米,普通轿车,50米,无特殊需求,普通轿车,接近中,50米,30公里/小时,应急车辆
122075,雨天,白天,干燥,60公里/小时,150米,卡车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,50公里/小时,无
122199,雨天,白天,干燥,60公里/小时,150米,卡车,50米,无特殊需求,应急车辆,接近中,50米,30公里/小时,应急车辆
122247,雨天,白天,干燥,60公里/小时,150米,应急车辆,50米,紧急（送医）,普通轿车,接近中,10米,30公里/小时,普通轿车
122555,雨天,白天,干燥,100公里/小时,100米,普通轿车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,50公里/小时,无
122629,雨天,白天,干燥,100公里/小时,100米,普通轿车,50米,赶时间（通勤/赶飞机）,卡车,接近中,50米,80公里/小时,应急车辆
122697,雨天,白天,干燥,100公里/小时,100米,普通轿车,50米,无特殊需求,卡车,接近中,10米,30公里/小时,无
122827,雨天,白天,干燥,100公里/小时,100米,卡车,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,80公里/小时,无
123033,雨天,白天,干燥,100公里/小时,100米,应急车辆,50米,紧急（送医）,卡车,接近中,100米,30公里/小时,应急车辆
123066,雨天,白天,干燥,100公里/小时,100米,应急车辆,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,30公里/小时,应急车辆
123227,雨天,白天,干燥,100公里/小时,150米,普通轿车,50米,紧急（送医）,普通轿车,接近中,10米,50公里/小时,应急车辆
123507,雨天,白天,干燥,100公里/小时,150米,卡车,50米,紧急（送医）,卡车,接近中,10米,30公里/小时,无
123535,雨天,白天,干燥,100公里/小时,150米,卡车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,80公里/小时,普通轿车
123701,雨天,白天,干燥,100公里/小时,150米,应急车辆,50米,紧急（送医）,普通轿车,接近中,50米,50公里/小时,普通轿车
123823,雨天,白天,干燥,100公里/小时,150米,应急车辆,50米,赶时间（通勤/赶飞机）,卡车,接近中,100米,80公里/小时,无
123842,雨天,白天,干燥,100公里/小时,150米,应急车辆,50米,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,应急车辆
123889,雨天,白天,干燥,100公里/小时,150米,应急车辆,50米,无特殊需求,应急车辆,接近中,50米,80公里/小时,普通轿车
123921,雨天,白天,干燥,100公里/小时,150米,应急车辆,50米,无特殊需求,卡车,接近中,10米,30公里/小时,普通轿车
123931,雨天,白天,干燥,100公里/小时,200米,普通轿车,50米,紧急（送医）,普通轿车,接近中,100米,80公里/小时,无
123947,雨天,白天,干燥,100公里/小时,200米,普通轿车,50米,紧急（送医）,普通轿车,接近中,10米,50公里/小时,普通轿车
124146,雨天,白天,干燥,100公里/小时,200米,普通轿车,50米,无特殊需求,应急车辆,接近中,10米,30公里/小时,应急车辆
124248,雨天,白天,干燥,100公里/小时,200米,卡车,50米,紧急（送医）,卡车,接近中,100米,30公里/小时,应急车辆
124611,雨天,白天,干燥,100公里/小时,200米,应急车辆,50米,无特殊需求,应急车辆,接近中,50米,30公里/小时,无
124654,雨天,白天,干燥,100公里/小时,200米,应急车辆,50米,无特殊需求,卡车,接近中,50米,80公里/小时,应急车辆
124953,雨天,白天,干燥,35公里/小时,10米,卡车,20米,紧急（送医）,应急车辆,接近中,50米,30公里/小时,应急车辆
125036,雨天,白天,干燥,35公里/小时,10米,卡车,20米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,50公里/小时,应急车辆
125247,雨天,白天,干燥,35公里/小时,10米,应急车辆,20米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,30公里/小时,应急车辆
125274,雨天,白天,干燥,35公里/小时,10米,应急车辆,20米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,30公里/小时,应急车辆
125345,雨天,白天,干燥,35公里/小时,10米,应急车辆,20米,无特殊需求,应急车辆,接近中,100米,50公里/小时,普通轿车
125360,雨天,白天,干燥,35公里/小时,10米,应急车辆,20米,无特殊需求,应急车辆,接近中,10米,50公里/小时,应急车辆
125716,雨天,白天,干燥,35公里/小时,50米,卡车,20米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,80公里/小时,无
125761,雨天,白天,干燥,35公里/小时,50米,卡车,20米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,80公里/小时,应急车辆
125838,雨天,白天,干燥,35公里/小时,50米,卡车,20米,无特殊需求,应急车辆,接近中,10米,30公里/小时,普通轿车
125920,雨天,白天,干燥,35公里/小时,50米,应急车辆,20米,紧急（送医）,应急车辆,接近中,100米,80公里/小时,应急车辆
126461,雨天,白天,干燥,35公里/小时,100米,卡车,20米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,50公里/小时,应急车辆
126837,雨天,白天,干燥,35公里/小时,100米,应急车辆,20米,无特殊需求,卡车,接近中,10米,30公里/小时,普通轿车
126883,雨天,白天,干燥,60公里/小时,50米,普通轿车,20米,紧急（送医）,应急车辆,接近中,100米,80公里/小时,普通轿车
127366,雨天,白天,干燥,60公里/小时,50米,应急车辆,20米,紧急（送医）,应急车辆,接近中,10米,80公里/小时,无
127454,雨天,白天,干燥,60公里/小时,50米,应急车辆,20米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,50公里/小时,普通轿车
127503,雨天,白天,干燥,60公里/小时,50米,应急车辆,20米,无特殊需求,普通轿车,接近中,10米,30公里/小时,无
127655,雨天,白天,干燥,60公里/小时,100米,普通轿车,20米,紧急（送医）,卡车,接近中,10米,50公里/小时,应急车辆
127726,雨天,白天,干燥,60公里/小时,100米,普通轿车,20米,赶时间（通勤/赶飞机）,卡车,接近中,10米,80公里/小时,普通轿车
128010,雨天,白天,干燥,60公里/小时,100米,卡车,20米,无特殊需求,应急车辆,接近中,100米,30公里/小时,无
128056,雨天,白天,干燥,60公里/小时,100米,卡车,20米,无特殊需求,卡车,接近中,50米,80公里/小时,应急车辆
128419,雨天,白天,干燥,60公里/小时,150米,普通轿车,20米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,80公里/小时,无
128449,雨天,白天,干燥,60公里/小时,150米,普通轿车,20米,赶时间（通勤/赶飞机）,卡车,接近中,100米,80公里/小时,普通轿车
128619,雨天,白天,干燥,60公里/小时,150米,卡车,20米,紧急（送医）,卡车,接近中,10米,30公里/小时,普通轿车
128986,雨天,白天,干燥,60公里/小时,150米,应急车辆,20米,无特殊需求,应急车辆,接近中,10米,80公里/小时,无
129011,雨天,白天,干燥,60公里/小时,150米,应急车辆,20米,无特殊需求,卡车,接近中,50米,50公里/小时,无
129104,雨天,白天,干燥,100公里/小时,100米,普通轿车,20米,紧急（送医）,卡车,接近中,10米,50公里/小时,普通轿车
129196,雨天,白天,干燥,100公里/小时,100米,普通轿车,20米,无特殊需求,普通轿车,接近中,100米,80公里/小时,无
129541,雨天,白天,干燥,100公里/小时,100米,应急车辆,20米,紧急（送医）,普通轿车,接近中,50米,80公里/小时,应急车辆
129727,雨天,白天,干燥,100公里/小时,100米,应急车辆,20米,无特殊需求,应急车辆,接近中,100米,80公里/小时,应急车辆
129761,雨天,白天,干燥,100公里/小时,100米,应急车辆,20米,无特殊需求,卡车,接近中,10米,50公里/小时,应急车辆
129954,雨天,白天,干燥,100公里/小时,150米,普通轿车,20米,无特殊需求,应急车辆,接近中,100米,30公里/小时,无
129996,雨天,白天,干燥,100公里/小时,150米,普通轿车,20米,无特殊需求,卡车,接近中,10米,30公里/小时,普通轿车
130213,雨天,白天,干燥,100公里/小时,150米,卡车,20米,无特殊需求,应急车辆,接近中,100米,80公里/小时,应急车辆
130369,雨天,白天,干燥,100公里/小时,150米,应急车辆,20米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,80公里/小时,普通轿车
130507,雨天,白天,干燥,100公里/小时,200米,普通轿车,20米,紧急（送医）,普通轿车,接近中,10米,80公里/小时,普通轿车
130601,雨天,白天,干燥,100公里/小时,200米,普通轿车,20米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,50公里/小时,无
131080,雨天,白天,干燥,100公里/小时,200米,应急车辆,20米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,80公里/小时,应急车辆
131176,雨天,白天,干燥,100公里/小时,200米,应急车辆,20米,无特殊需求,应急车辆,接近中,100米,80公里/小时,普通轿车
131247,雨天,白天,湿滑,35公里/小时,10米,普通轿车,畅通,紧急（送医）,普通轿车,接近中,10米,30公里/小时,应急车辆
131287,雨天,白天,湿滑,35公里/小时,10米,普通轿车,畅通,紧急（送医）,卡车,接近中,50米,80公里/小时,普通轿车
131443,雨天,白天,湿滑,35公里/小时,10米,普通轿车,畅通,无特殊需求,卡车,接近中,10米,80公里/小时,无
131527,雨天,白天,湿滑,35公里/小时,10米,卡车,畅通,紧急（送医）,卡车,接近中,100米,80公里/小时,普通轿车
131724,雨天,白天,湿滑,35公里/小时,10米,应急车辆,畅通,紧急（送医）,普通轿车,接近中,10米,30公里/小时,普通轿车
131789,雨天,白天,湿滑,35公里/小时,10米,应急车辆,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,50公里/小时,无
132060,雨天,白天,湿滑,35公里/小时,50米,普通轿车,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,30公里/小时,无
132241,雨天,白天,湿滑,35公里/小时,50米,卡车,畅通,紧急（送医）,应急车辆,接近中,50米,80公里/小时,应急车辆
132338,雨天,白天,湿滑,35公里/小时,50米,卡车,畅通,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,普通轿车
132350,雨天,白天,湿滑,35公里/小时,50米,卡车,畅通,赶时间（通勤/赶飞机）,卡车,接近中,50米,50公里/小时,应急车辆
132537,雨天,白天,湿滑,35公里/小时,50米,应急车辆,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,30公里/小时,应急车辆
132554,雨天,白天,湿滑,35公里/小时,50米,应急车辆,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,50公里/小时,普通轿车
132616,雨天,白天,湿滑,35公里/小时,50米,应急车辆,畅通,无特殊需求,普通轿车,接近中,100米,80公里/小时,应急车辆
133094,雨天,白天,湿滑,35公里/小时,100米,卡车,畅通,无特殊需求,普通轿车,接近中,100米,50公里/小时,普通轿车
133494,雨天,白天,湿滑,60公里/小时,50米,普通轿车,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,30公里/小时,无
133695,雨天,白天,湿滑,60公里/小时,50米,卡车,畅通,紧急（送医）,应急车辆,接近中,10米,30公里/小时,普通轿车
133900,雨天,白天,湿滑,60公里/小时,50米,应急车辆,畅通,紧急（送医）,普通轿车,接近中,10米,80公里/小时,无
134074,雨天,白天,湿滑,60公里/小时,50米,应急车辆,畅通,无特殊需求,普通轿车,接近中,100米,80公里/小时,应急车辆
134156,雨天,白天,湿滑,60公里/小时,100米,普通轿车,畅通,紧急（送医）,普通轿车,接近中,100米,50公里/小时,应急车辆
134161,雨天,白天,湿滑,60公里/小时,100米,普通轿车,畅通,紧急（送医）,普通轿车,接近中,10米,80公里/小时,应急车辆
134180,雨天,白天,湿滑,60公里/小时,100米,普通轿车,畅通,紧急（送医）,应急车辆,接近中,10米,50公里/小时,普通轿车
134300,雨天,白天,湿滑,60公里/小时,100米,普通轿车,畅通,无特殊需求,普通轿车,接近中,100米,50公里/小时,无
134457,雨天,白天,湿滑,60公里/小时,100米,卡车,畅通,紧急（送医）,卡车,接近中,50米,30公里/小时,应急车辆
134549,雨天,白天,湿滑,60公里/小时,100米,卡车,畅通,无特殊需求,普通轿车,接近中,10米,50公里/小时,无
134657,雨天,白天,湿滑,60公里/小时,100米,应急车辆,畅通,紧急（送医）,应急车辆,接近中,10米,50公里/小时,无
134720,雨天,白天,湿滑,60公里/小时,100米,应急车辆,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,50公里/小时,普通轿车
134740,雨天,白天,湿滑,60公里/小时,100米,应急车辆,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,80公里/小时,普通轿车
134768,雨天,白天,湿滑,60公里/小时,100米,应急车辆,畅通,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,普通轿车
135094,雨天,白天,湿滑,60公里/小时,150米,普通轿车,畅通,无特殊需求,卡车,接近中,50米,80公里/小时,普通轿车
135099,雨天,白天,湿滑,60公里/小时,150米,普通轿车,畅通,无特殊需求,卡车,接近中,10米,30公里/小时,普通轿车
135115,雨天,白天,湿滑,60公里/小时,150米,卡车,畅通,紧急（送医）,普通轿车,接近中,10米,80公里/小时,无
135421,雨天,白天,湿滑,60公里/小时,150米,应急车辆,畅通,紧急（送医）,卡车,接近中,10米,80公里/小时,普通轿车
135581,雨天,白天,湿滑,60公里/小时,150米,应急车辆,畅通,无特殊需求,卡车,接近中,50米,50公里/小时,普通轿车
135746,雨天,白天,湿滑,100公里/小时,100米,普通轿车,畅通,赶时间（通勤/赶飞机）,卡车,接近中,10米,50公里/小时,普通轿车
135846,雨天,白天,湿滑,100公里/小时,100米,卡车,畅通,紧急（送医）,普通轿车,接近中,10米,30公里/小时,无
135979,雨天,白天,湿滑,100公里/小时,100米,卡车,畅通,赶时间（通勤/赶飞机）,卡车,接近中,10米,80公里/小时,无
136054,雨天,白天,湿滑,100公里/小时,100米,卡车,畅通,无特殊需求,卡车,接近中,100米,80公里/小时,无
136104,雨天,白天,湿滑,100公里/小时,100米,应急车辆,畅通,紧急（送医）,普通轿车,接近中,50米,30公里/小时,应急车辆
136229,雨天,白天,湿滑,100公里/小时,100米,应急车辆,畅通,赶时间（通勤/赶飞机）,卡车,接近中,50米,50公里/小时,普通轿车
136388,雨天,白天,湿滑,100公里/小时,150米,普通轿车,畅通,紧急（送医）,卡车,接近中,100米,50公里/小时,普通轿车
136410,雨天,白天,湿滑,100公里/小时,150米,普通轿车,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,30公里/小时,无
